method,protocol,direction,fold,seed,point_id,k,wq,error_ringdown,error_ringdown_plus_geometry,ringdown_only,ringdown_plus_photon_geometry,delta_log_sigma_min,delta_error_wq
Nearest physical model,random_interpolation,,random_2030,2030,k0.00200000_wq-0.50000000,0.002,-0.5,0.0499999999999999,0.025,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.024999999999999897
RF,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2026,k0.00200000_wq-0.50000000,0.002,-0.5,0.0949312003968253,0.02719742063492,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.06773377976190531
RF,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2027,k0.00200000_wq-0.50000000,0.002,-0.5,0.0828766534391535,0.0272794146825393,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.055597238756614195
RF,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2028,k0.00200000_wq-0.50000000,0.002,-0.5,0.1183558366402118,0.028389285714285,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.08996655092592681
RF,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2029,k0.00200000_wq-0.50000000,0.002,-0.5,0.0933691468253966,0.0296097718253963,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.0637593750000003
RF,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2030,k0.00200000_wq-0.50000000,0.002,-0.5,0.1179476438492065,0.0257088293650789,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.0922388144841276
RF,directional_extrapolation,low_wq_to_high_wq,low_wq_to_high_wq,2026,k0.00200000_wq-0.50000000,0.002,-0.5,0.062126554232804,0.0339473214285707,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.028179232804233297
RF,directional_extrapolation,low_wq_to_high_wq,low_wq_to_high_wq,2027,k0.00200000_wq-0.50000000,0.002,-0.5,0.0505485119047617,0.0281298611111101,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.0224186507936516
RF,directional_extrapolation,low_wq_to_high_wq,low_wq_to_high_wq,2028,k0.00200000_wq-0.50000000,0.002,-0.5,0.0617984788359788,0.0287409722222214,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.03305750661375739
RF,directional_extrapolation,low_wq_to_high_wq,low_wq_to_high_wq,2029,k0.00200000_wq-0.50000000,0.002,-0.5,0.0521260010822508,0.0304396825396818,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.021686318542569003
RF,directional_extrapolation,low_wq_to_high_wq,low_wq_to_high_wq,2030,k0.00200000_wq-0.50000000,0.002,-0.5,0.058644427910053,0.0326508928571421,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.025993535052910896
RF,grouped_physical_interpolation,,blocks_3x3_g8,2026,k0.00200000_wq-0.50000000,0.002,-0.5,0.0512458333333333,0.0256319444444441,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.025613888888889203
RF,grouped_physical_interpolation,,blocks_3x3_g8,2027,k0.00200000_wq-0.50000000,0.002,-0.5,0.0586022321428569,0.0262675264550256,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.0323347056878313
RF,grouped_physical_interpolation,,blocks_3x3_g8,2028,k0.00200000_wq-0.50000000,0.002,-0.5,0.0634846726190475,0.0258221230158726,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.0376625496031749
RF,grouped_physical_interpolation,,blocks_3x3_g8,2029,k0.00200000_wq-0.50000000,0.002,-0.5,0.0594252645502642,0.0202318948412693,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.039193369708994896
RF,grouped_physical_interpolation,,blocks_3x3_g8,2030,k0.00200000_wq-0.50000000,0.002,-0.5,0.055910941257816,0.0246622023809517,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.031248738876864305
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2026,k0.00200000_wq-0.50000000,0.002,-0.5,0.071867063492063,0.0582931547619044,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.013573908730158596
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2027,k0.00200000_wq-0.50000000,0.002,-0.5,0.1007317184744266,0.0305612103174597,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.07017050815696689
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2028,k0.00200000_wq-0.50000000,0.002,-0.5,0.075333862433862,0.0321746031746026,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.043159259259259404
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2029,k0.00200000_wq-0.50000000,0.002,-0.5,0.0732151560245305,0.0389967923280416,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.0342183636964889
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2030,k0.00200000_wq-0.50000000,0.002,-0.5,0.0788357142857136,0.0333854166666661,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.04545029761904751
RF,random_interpolation,,random_2027,2027,k0.00200000_wq-0.50000000,0.002,-0.5,0.010406646825397,0.01512748015873,0.2921085170372564,1.1295805403779264,1.3524762726692265,-0.004720833333333001
RF,random_interpolation,,random_2030,2030,k0.00200000_wq-0.50000000,0.002,-0.5,0.0279791335978836,0.0129318783068782,0.2921085170372564,1.1295805403779264,1.3524762726692265,0.0150472552910054
HGB,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0998347907288974,0.0273784432107486,0.3246341906549938,1.255529021002466,1.352613312238216,0.07245634751814879
HGB,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0973651967441159,0.0100285708997334,0.3246341906549938,1.255529021002466,1.352613312238216,0.0873366258443825
HGB,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.0928165293705822,0.0310354683666093,0.3246341906549938,1.255529021002466,1.352613312238216,0.061781061003972904
HGB,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.1015979232687089,0.0282941203960859,0.3246341906549938,1.255529021002466,1.352613312238216,0.073303802872623
HGB,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.097080976327418,0.0275866258308206,0.3246341906549938,1.255529021002466,1.352613312238216,0.0694943504965974
HGB,grouped_physical_interpolation,,blocks_3x3_g7,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0259941637722008,0.020191798622499,0.3246341906549938,1.255529021002466,1.352613312238216,0.0058023651497018
HGB,grouped_physical_interpolation,,blocks_3x3_g7,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0088459788954914,0.0324543714720811,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0236083925765897
HGB,grouped_physical_interpolation,,blocks_3x3_g7,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.1050076572723355,0.0297037697043581,0.3246341906549938,1.255529021002466,1.352613312238216,0.0753038875679774
HGB,grouped_physical_interpolation,,blocks_3x3_g7,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.0872092072017683,0.0058341532732547,0.3246341906549938,1.255529021002466,1.352613312238216,0.08137505392851359
HGB,grouped_physical_interpolation,,blocks_3x3_g7,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0021744152816486,0.0294645049279186,0.3246341906549938,1.255529021002466,1.352613312238216,-0.02729008964627
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0746413766375729,0.0163070374323276,0.3246341906549938,1.255529021002466,1.352613312238216,0.058334339205245306
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0653048367504225,0.0033427717541633,0.3246341906549938,1.255529021002466,1.352613312238216,0.061962064996259204
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.0741872215043164,0.0226474116826848,0.3246341906549938,1.255529021002466,1.352613312238216,0.0515398098216316
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.0541393954912137,0.0149137202227805,0.3246341906549938,1.255529021002466,1.352613312238216,0.0392256752684332
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0636056474146175,0.0182762631646953,0.3246341906549938,1.255529021002466,1.352613312238216,0.045329384249922194
Jacobian local inverse,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0065273499781686,0.0011722854311848,0.3246341906549938,1.255529021002466,1.352613312238216,0.0053550645469838
Jacobian local inverse,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0061098099398921,0.001414825971406,0.3246341906549938,1.255529021002466,1.352613312238216,0.0046949839684861
Jacobian local inverse,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.0071408896026701,0.0030899947712101,0.3246341906549938,1.255529021002466,1.352613312238216,0.004050894831459999
Jacobian local inverse,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.0018048225595604,0.0060639888058685,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0042591662463081
Jacobian local inverse,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0012540256538836,0.0021999492310033,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0009459235771196999
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0115026888660291,0.0022951453241726,0.3246341906549938,1.255529021002466,1.352613312238216,0.0092075435418565
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0033868554555633,0.0019563264670975,0.3246341906549938,1.255529021002466,1.352613312238216,0.0014305289884658
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.0061961836207845,0.011129306611184,0.3246341906549938,1.255529021002466,1.352613312238216,-0.004933122990399499
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.008019631115537,0.0066791927255502,0.3246341906549938,1.255529021002466,1.352613312238216,0.0013404383899867992
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0050046771723212,0.0007781275711981,0.3246341906549938,1.255529021002466,1.352613312238216,0.0042265496011231
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0011356814495085,0.003494689705461,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0023590082559524998
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0036239302502913,0.0096524772806625,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0060285470303712
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.0010587400634376,0.006370048315797,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0053113082523594
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.0034011128435448,0.0062698875721094,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0028687747285646
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0029714159139186,0.0036401455356968,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0006687296217782
MLP,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0191811667620307,0.0394926196071343,0.3246341906549938,1.255529021002466,1.352613312238216,-0.020311452845103602
MLP,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.00612530545174,0.0011535522742971,0.3246341906549938,1.255529021002466,1.352613312238216,0.0049717531774428995
MLP,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.0259960902906705,0.0187143107972153,0.3246341906549938,1.255529021002466,1.352613312238216,0.007281779493455202
MLP,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.0077514082663151,0.0047314330308438,0.3246341906549938,1.255529021002466,1.352613312238216,0.0030199752354713
MLP,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0138696113233196,0.0073868512567314,0.3246341906549938,1.255529021002466,1.352613312238216,0.006482760066588201
MLP,grouped_physical_interpolation,,blocks_3x3_g7,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0061515434611848,0.0007991744137401,0.3246341906549938,1.255529021002466,1.352613312238216,0.0053523690474447
MLP,grouped_physical_interpolation,,blocks_3x3_g7,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0004965607917759,0.0010745140618673,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0005779532700914001
MLP,grouped_physical_interpolation,,blocks_3x3_g7,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.0059234013780877,0.0001467882570507,0.3246341906549938,1.255529021002466,1.352613312238216,0.005776613121037
MLP,grouped_physical_interpolation,,blocks_3x3_g7,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.0065000449832022,0.0083958141925131,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0018957692093109005
MLP,grouped_physical_interpolation,,blocks_3x3_g7,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0025780965768151,0.0024179875140623,0.3246341906549938,1.255529021002466,1.352613312238216,0.00016010906275279978
MLP,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0850900139500626,0.0047792772134415,0.3246341906549938,1.255529021002466,1.352613312238216,0.0803107367366211
MLP,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0171307510557798,0.0039708535161354,0.3246341906549938,1.255529021002466,1.352613312238216,0.0131598975396444
MLP,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.0072807219286545,0.0040330179894418,0.3246341906549938,1.255529021002466,1.352613312238216,0.0032477039392127
MLP,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.004563261011077,0.0040895734141859,0.3246341906549938,1.255529021002466,1.352613312238216,0.00047368759689110033
MLP,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0020930560014846,0.0035507254749379,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0014576694734533
Nearest physical model,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0549999999999999,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.029999999999999902
Nearest physical model,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0549999999999999,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.029999999999999902
Nearest physical model,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.0849999999999999,0.0,0.3246341906549938,1.255529021002466,1.352613312238216,0.0849999999999999
Nearest physical model,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.0549999999999999,0.0,0.3246341906549938,1.255529021002466,1.352613312238216,0.0549999999999999
Nearest physical model,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0549999999999999,0.0,0.3246341906549938,1.255529021002466,1.352613312238216,0.0549999999999999
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.05,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.025
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.05,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.025
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.025,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.05,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.025
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.025,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.025,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.025,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.025,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.025,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.0
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.025,0.025,0.3246341906549938,1.255529021002466,1.352613312238216,0.0
RF,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0852217923280422,0.0250689484126975,0.3246341906549938,1.255529021002466,1.352613312238216,0.0601528439153447
RF,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0763567460317458,0.0212004960317454,0.3246341906549938,1.255529021002466,1.352613312238216,0.055156250000000406
RF,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.1068513282627866,0.041223313492063,0.3246341906549938,1.255529021002466,1.352613312238216,0.0656280147707236
RF,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.0884898313492064,0.0396066468253963,0.3246341906549938,1.255529021002466,1.352613312238216,0.0488831845238101
RF,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.102346949404762,0.0267459325396818,0.3246341906549938,1.255529021002466,1.352613312238216,0.0756010168650802
RF,grouped_physical_interpolation,,blocks_3x3_g7,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0241689484126985,0.0226429067460309,0.3246341906549938,1.255529021002466,1.352613312238216,0.0015260416666675984
RF,grouped_physical_interpolation,,blocks_3x3_g7,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0325386904761904,0.0320526785714279,0.3246341906549938,1.255529021002466,1.352613312238216,0.0004860119047625025
RF,grouped_physical_interpolation,,blocks_3x3_g7,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.005629861111111,0.0293573412698405,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0237274801587295
RF,grouped_physical_interpolation,,blocks_3x3_g7,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.0088873511904762,0.021622453703703,0.3246341906549938,1.255529021002466,1.352613312238216,-0.012735102513226798
RF,grouped_physical_interpolation,,blocks_3x3_g7,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0142213293650791,0.039104910714285,0.3246341906549938,1.255529021002466,1.352613312238216,-0.0248835813492059
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2026,k0.00200000_wq-0.52500000,0.002,-0.525,0.0498113095238089,0.0320344907407401,0.3246341906549938,1.255529021002466,1.352613312238216,0.017776818783068797
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2027,k0.00200000_wq-0.52500000,0.002,-0.525,0.0702788580246913,0.0267607142857134,0.3246341906549938,1.255529021002466,1.352613312238216,0.0435181437389779
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2028,k0.00200000_wq-0.52500000,0.002,-0.525,0.0505298280423274,0.0275944444444433,0.3246341906549938,1.255529021002466,1.352613312238216,0.022935383597884097
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2029,k0.00200000_wq-0.52500000,0.002,-0.525,0.0554364027176522,0.0285568452380943,0.3246341906549938,1.255529021002466,1.352613312238216,0.0268795574795579
RF,grouped_physical_interpolation,,blocks_3x3_shifted_g8,2030,k0.00200000_wq-0.52500000,0.002,-0.525,0.0539028108465602,0.0300134920634913,0.3246341906549938,1.255529021002466,1.352613312238216,0.0238893187830689
HGB,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2026,k0.00200000_wq-0.55000000,0.002,-0.55,0.0748347907288974,0.0294715645081955,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0453632262207019
HGB,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2027,k0.00200000_wq-0.55000000,0.002,-0.55,0.0723651967441159,0.0372293047052376,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0351358920388783
HGB,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2028,k0.00200000_wq-0.55000000,0.002,-0.55,0.0678165293705822,0.0383210251227263,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0294955042478559
HGB,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2029,k0.00200000_wq-0.55000000,0.002,-0.55,0.0765979232687089,0.0383228027532435,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0382751205154654
HGB,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2030,k0.00200000_wq-0.55000000,0.002,-0.55,0.072080976327418,0.0424325929607536,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0296483833666644
HGB,grouped_physical_interpolation,,blocks_3x3_g7,2026,k0.00200000_wq-0.55000000,0.002,-0.55,0.1008755457772737,0.0243502498795179,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.07652529589775581
HGB,grouped_physical_interpolation,,blocks_3x3_g7,2027,k0.00200000_wq-0.55000000,0.002,-0.55,0.0746270322091245,0.0453074195084985,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.029319612700626003
HGB,grouped_physical_interpolation,,blocks_3x3_g7,2028,k0.00200000_wq-0.55000000,0.002,-0.55,0.1028306601698221,0.0307332079753268,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0720974521944953
HGB,grouped_physical_interpolation,,blocks_3x3_g7,2029,k0.00200000_wq-0.55000000,0.002,-0.55,0.0953594412230629,0.0340815303213779,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.061277910901685
HGB,grouped_physical_interpolation,,blocks_3x3_g7,2030,k0.00200000_wq-0.55000000,0.002,-0.55,0.0774754140580763,0.0406883816494728,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0367870324086035
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g7,2026,k0.00200000_wq-0.55000000,0.002,-0.55,0.0768270020358015,0.0398389542780132,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.03698804775778831
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g7,2027,k0.00200000_wq-0.55000000,0.002,-0.55,0.0685949670344163,0.034108325272679,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0344866417617373
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g7,2028,k0.00200000_wq-0.55000000,0.002,-0.55,0.0634361585373518,0.0448109886976574,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.018625169839694394
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g7,2029,k0.00200000_wq-0.55000000,0.002,-0.55,0.0762884904630518,0.0455043177414432,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.030784172721608605
HGB,grouped_physical_interpolation,,blocks_3x3_shifted_g7,2030,k0.00200000_wq-0.55000000,0.002,-0.55,0.0705471970022185,0.0334517249516977,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.03709547205052079
HGB,random_interpolation,,random_2027,2027,k0.00200000_wq-0.55000000,0.002,-0.55,0.0028718484049176,0.0368774069871031,0.3615856921484533,1.3687726179661002,1.3311706584080696,-0.0340055585821855
HGB,random_interpolation,,random_2030,2030,k0.00200000_wq-0.55000000,0.002,-0.55,0.0071957917433949,0.0042661665636638,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0029296251797311006
Jacobian local inverse,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2026,k0.00200000_wq-0.55000000,0.002,-0.55,0.0026641003845778,0.0034957761170445,0.3615856921484533,1.3687726179661002,1.3311706584080696,-0.0008316757324666997
Jacobian local inverse,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2027,k0.00200000_wq-0.55000000,0.002,-0.55,0.002653815335065,0.004533463067553,0.3615856921484533,1.3687726179661002,1.3311706584080696,-0.0018796477324880003
Jacobian local inverse,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2028,k0.00200000_wq-0.55000000,0.002,-0.55,0.0011255456723773,0.0030695249724512,0.3615856921484533,1.3687726179661002,1.3311706584080696,-0.0019439793000739
Jacobian local inverse,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2029,k0.00200000_wq-0.55000000,0.002,-0.55,0.0017598177034504,0.0087574218547898,0.3615856921484533,1.3687726179661002,1.3311706584080696,-0.0069976041513393995
Jacobian local inverse,directional_extrapolation,low_k_to_high_k,low_k_to_high_k,2030,k0.00200000_wq-0.55000000,0.002,-0.55,0.0001161185881488,0.0072588777799676,0.3615856921484533,1.3687726179661002,1.3311706584080696,-0.0071427591918188
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,k0.00200000_wq-0.55000000,0.002,-0.55,0.0112265347826616,0.0035027215052737,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0077238132773879
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,k0.00200000_wq-0.55000000,0.002,-0.55,0.0091695771956836,0.0015183981818317,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0076511790138519
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,k0.00200000_wq-0.55000000,0.002,-0.55,0.021109530543442,0.0041454575652125,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.0169640729782295
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,k0.00200000_wq-0.55000000,0.002,-0.55,0.0141949004999912,0.0045821574612939,0.3615856921484533,1.3687726179661002,1.3311706584080696,0.009612743038697299
