protocol,ringdown_identifiable_wq_NMAE,ringdown_plus_photon_geometry_identifiable_wq_NMAE,absolute_reduction,fractional_reduction
directional_extrapolation,0.2541606541606542,0.19502645502645496,0.05913419913419923,0.23266464799394435
grouped_physical_interpolation,0.2208333333333334,0.1481481481481482,0.07268518518518521,0.32914046121593293
random_interpolation,0.1238095238095238,0.08658008658008659,0.03722943722943721,0.30069930069930056
