source_csv,filtering_rule,protocol,feature_set,sample_count,aggregation,value,status
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=Nearest physical model; feature_set=all_shooting; target=k; k=0 excluded only for wq,random_interpolation,all_shooting,5,median across registered fold/seed NMAE values,0.1166666666666666,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=Nearest physical model; feature_set=all_shooting; target=identifiable_wq; k=0 excluded only for wq,random_interpolation,all_shooting,5,median across registered fold/seed NMAE values,0.088023088023088,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=Nearest physical model; feature_set=photon_geometry; target=k; k=0 excluded only for wq,random_interpolation,photon_geometry,5,median across registered fold/seed NMAE values,0.1541666666666666,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=Nearest physical model; feature_set=photon_geometry; target=identifiable_wq; k=0 excluded only for wq,random_interpolation,photon_geometry,5,median across registered fold/seed NMAE values,0.1137336093857833,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=Nearest physical model; feature_set=ringdown; target=k; k=0 excluded only for wq,random_interpolation,ringdown,5,median across registered fold/seed NMAE values,0.025,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=Nearest physical model; feature_set=ringdown; target=identifiable_wq; k=0 excluded only for wq,random_interpolation,ringdown,5,median across registered fold/seed NMAE values,0.1238095238095238,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=Nearest physical model; feature_set=ringdown_plus_all_shooting; target=k; k=0 excluded only for wq,random_interpolation,ringdown_plus_all_shooting,5,median across registered fold/seed NMAE values,0.0791666666666666,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=Nearest physical model; feature_set=ringdown_plus_all_shooting; target=identifiable_wq; k=0 excluded only for wq,random_interpolation,ringdown_plus_all_shooting,5,median across registered fold/seed NMAE values,0.0835058661145617,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=Nearest physical model; feature_set=ringdown_plus_photon_geometry; target=k; k=0 excluded only for wq,random_interpolation,ringdown_plus_photon_geometry,5,median across registered fold/seed NMAE values,0.0666666666666666,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=Nearest physical model; feature_set=ringdown_plus_photon_geometry; target=identifiable_wq; k=0 excluded only for wq,random_interpolation,ringdown_plus_photon_geometry,5,median across registered fold/seed NMAE values,0.0865800865800865,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=all_shooting; target=k; k=0 excluded only for wq,directional_extrapolation,all_shooting,20,median across registered fold/seed NMAE values,0.2263896947959449,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=all_shooting; target=identifiable_wq; k=0 excluded only for wq,directional_extrapolation,all_shooting,20,median across registered fold/seed NMAE values,0.2000045666414689,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=photon_geometry; target=k; k=0 excluded only for wq,directional_extrapolation,photon_geometry,20,median across registered fold/seed NMAE values,0.2462095542294405,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=photon_geometry; target=identifiable_wq; k=0 excluded only for wq,directional_extrapolation,photon_geometry,20,median across registered fold/seed NMAE values,0.2027156663956261,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown; target=k; k=0 excluded only for wq,directional_extrapolation,ringdown,20,median across registered fold/seed NMAE values,0.1373105759980759,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown; target=identifiable_wq; k=0 excluded only for wq,directional_extrapolation,ringdown,20,median across registered fold/seed NMAE values,0.3515967680247444,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_all_shooting; target=k; k=0 excluded only for wq,directional_extrapolation,ringdown_plus_all_shooting,20,median across registered fold/seed NMAE values,0.1507678872053872,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_all_shooting; target=identifiable_wq; k=0 excluded only for wq,directional_extrapolation,ringdown_plus_all_shooting,20,median across registered fold/seed NMAE values,0.2000614638447956,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_photon_geometry; target=k; k=0 excluded only for wq,directional_extrapolation,ringdown_plus_photon_geometry,20,median across registered fold/seed NMAE values,0.1417914562289562,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_photon_geometry; target=identifiable_wq; k=0 excluded only for wq,directional_extrapolation,ringdown_plus_photon_geometry,20,median across registered fold/seed NMAE values,0.203280753109324,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=all_shooting; target=k; k=0 excluded only for wq,grouped_physical_interpolation,all_shooting,90,median across registered fold/seed NMAE values,0.1235602659782348,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=all_shooting; target=identifiable_wq; k=0 excluded only for wq,grouped_physical_interpolation,all_shooting,90,median across registered fold/seed NMAE values,0.0693107940707141,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=photon_geometry; target=k; k=0 excluded only for wq,grouped_physical_interpolation,photon_geometry,90,median across registered fold/seed NMAE values,0.1855605895372669,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=photon_geometry; target=identifiable_wq; k=0 excluded only for wq,grouped_physical_interpolation,photon_geometry,90,median across registered fold/seed NMAE values,0.1143909307550169,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown; target=k; k=0 excluded only for wq,grouped_physical_interpolation,ringdown,90,median across registered fold/seed NMAE values,0.048473968667328,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown; target=identifiable_wq; k=0 excluded only for wq,grouped_physical_interpolation,ringdown,90,median across registered fold/seed NMAE values,0.3092754095184649,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_all_shooting; target=k; k=0 excluded only for wq,grouped_physical_interpolation,ringdown_plus_all_shooting,90,median across registered fold/seed NMAE values,0.0445781663359789,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_all_shooting; target=identifiable_wq; k=0 excluded only for wq,grouped_physical_interpolation,ringdown_plus_all_shooting,90,median across registered fold/seed NMAE values,0.0688828026581001,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_photon_geometry; target=k; k=0 excluded only for wq,grouped_physical_interpolation,ringdown_plus_photon_geometry,90,median across registered fold/seed NMAE values,0.0457258184523808,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_photon_geometry; target=identifiable_wq; k=0 excluded only for wq,grouped_physical_interpolation,ringdown_plus_photon_geometry,90,median across registered fold/seed NMAE values,0.1113168711432592,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=all_shooting; target=k; k=0 excluded only for wq,random_interpolation,all_shooting,5,median across registered fold/seed NMAE values,0.074779783199054,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=all_shooting; target=identifiable_wq; k=0 excluded only for wq,random_interpolation,all_shooting,5,median across registered fold/seed NMAE values,0.0437469377430605,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=photon_geometry; target=k; k=0 excluded only for wq,random_interpolation,photon_geometry,5,median across registered fold/seed NMAE values,0.1065227911556037,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=photon_geometry; target=identifiable_wq; k=0 excluded only for wq,random_interpolation,photon_geometry,5,median across registered fold/seed NMAE values,0.088658645954281,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown; target=k; k=0 excluded only for wq,random_interpolation,ringdown,5,median across registered fold/seed NMAE values,0.0360880456349207,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown; target=identifiable_wq; k=0 excluded only for wq,random_interpolation,ringdown,5,median across registered fold/seed NMAE values,0.1687453832048382,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_all_shooting; target=k; k=0 excluded only for wq,random_interpolation,ringdown_plus_all_shooting,5,median across registered fold/seed NMAE values,0.0374558531746032,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_all_shooting; target=identifiable_wq; k=0 excluded only for wq,random_interpolation,ringdown_plus_all_shooting,5,median across registered fold/seed NMAE values,0.0447518285653214,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_photon_geometry; target=k; k=0 excluded only for wq,random_interpolation,ringdown_plus_photon_geometry,5,median across registered fold/seed NMAE values,0.037802166005291,PASS
artifacts/traditional_baselines/traditional_vs_ml_summary.csv,method=RF; feature_set=ringdown_plus_photon_geometry; target=identifiable_wq; k=0 excluded only for wq,random_interpolation,ringdown_plus_photon_geometry,5,median across registered fold/seed NMAE values,0.0843580953144447,PASS
