method,protocol,direction,fold,seed,feature_set,k_NMAE,identifiable_wq_NMAE
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2028,ringdown_plus_all_shooting,0.012626254673386728,0.03907302503926796
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2028,ringdown_plus_photon_geometry,0.00994694979113838,0.03823236504176122
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2029,all_shooting,0.036776689011772654,0.032451323119268134
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2029,photon_geometry,0.05502760361832422,0.03647879253350616
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2029,ringdown,0.0076863707061733694,0.029345932146454364
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2029,ringdown_plus_all_shooting,0.014991667171751641,0.02886223315477726
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2029,ringdown_plus_photon_geometry,0.011270295877668535,0.02622315211670762
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2030,all_shooting,0.056499731991381946,0.0628625605702142
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2030,photon_geometry,0.09178010440045759,0.052241124493880665
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2030,ringdown,0.012366423315567563,0.08762351259189644
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2030,ringdown_plus_all_shooting,0.028409394325758428,0.0683726152903171
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g0,2030,ringdown_plus_photon_geometry,0.01978265565854115,0.06524335388310377
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2026,all_shooting,0.031934835824391744,0.055179466301871094
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2026,photon_geometry,0.046381694909944204,0.04957627029213272
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2026,ringdown,0.0031167759459322223,0.056362462548091984
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2026,ringdown_plus_all_shooting,0.012604625250837134,0.04865215909626928
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2026,ringdown_plus_photon_geometry,0.008645090290702661,0.06456977306759386
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2027,all_shooting,0.019412268254519187,0.06429586598820476
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2027,photon_geometry,0.03957797056318989,0.056492300591762634
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2027,ringdown,0.002222961091626749,0.055406591436382574
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2027,ringdown_plus_all_shooting,0.007766411367229943,0.04653335163779529
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2027,ringdown_plus_photon_geometry,0.007087238933634853,0.03767619260865977
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2028,all_shooting,0.016477711456475315,0.06233846224728284
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2028,photon_geometry,0.037560422526115134,0.05497244182446104
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2028,ringdown,0.0029793108741997055,0.05041362882905085
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2028,ringdown_plus_all_shooting,0.006118292916976142,0.05516097389373126
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2028,ringdown_plus_photon_geometry,0.005922395827081126,0.049805051106180144
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2029,all_shooting,0.014587549970440806,0.07103395485581154
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2029,photon_geometry,0.034095910298827393,0.06925331582202023
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2029,ringdown,0.0029575564017079066,0.060016860923238685
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2029,ringdown_plus_all_shooting,0.005990007950148806,0.05595318710424104
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2029,ringdown_plus_photon_geometry,0.004328367544896811,0.051323030630976145
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2030,all_shooting,0.015166650251067325,0.08467804190881811
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2030,photon_geometry,0.03790491576927437,0.08072639980936842
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2030,ringdown,0.002545037433811381,0.08420712855323699
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2030,ringdown_plus_all_shooting,0.005278120222419172,0.0729419237166216
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2030,ringdown_plus_photon_geometry,0.004631151505603735,0.06673748580338122
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2026,all_shooting,0.012845526618856578,0.09139163216312148
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2026,photon_geometry,0.028955947494292394,0.18787152814661712
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2026,ringdown,0.0026981534176696645,0.08768451123458261
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2026,ringdown_plus_all_shooting,0.007139438111559743,0.0985756261085839
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2026,ringdown_plus_photon_geometry,0.005929847790107048,0.11369952425668159
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2027,all_shooting,0.011293879634942801,0.09326357524839714
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2027,photon_geometry,0.027943064610760866,0.18925682349078282
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2027,ringdown,0.0030116430239961333,0.0836008351207322
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2027,ringdown_plus_all_shooting,0.008382033641601666,0.10145099279294863
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2027,ringdown_plus_photon_geometry,0.006971627359879062,0.11415570648773822
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2028,all_shooting,0.0165866738189346,0.1015856337502903
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2028,photon_geometry,0.03381967947229277,0.1737844719859654
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2028,ringdown,0.005733106927233584,0.08819459238792705
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2028,ringdown_plus_all_shooting,0.0077969358590324715,0.09809900337343513
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2028,ringdown_plus_photon_geometry,0.009149771960575544,0.12979270547594962
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2029,all_shooting,0.013364503519176155,0.08750633792836608
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2029,photon_geometry,0.030055063493090232,0.1824523523636561
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2029,ringdown,0.0030278144334071576,0.0749403905912366
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2029,ringdown_plus_all_shooting,0.008047081270620794,0.0917131213709341
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2029,ringdown_plus_photon_geometry,0.007000271066528503,0.10749599091638967
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2030,all_shooting,0.016493995653748452,0.10616608601293795
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2030,photon_geometry,0.03278136181661711,0.19915194224797567
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2030,ringdown,0.004195778282769245,0.08078099425614875
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2030,ringdown_plus_all_shooting,0.0075258031858430096,0.09843901665360384
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2030,ringdown_plus_photon_geometry,0.009769176729515867,0.13283586764915845
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2026,all_shooting,0.11534882139066,0.07787883137429147
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2026,photon_geometry,0.2125633302710983,0.10358916456411563
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2026,ringdown,0.02467424372625495,0.0498392580817624
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2026,ringdown_plus_all_shooting,0.0950678431442109,0.0731931467769108
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2026,ringdown_plus_photon_geometry,0.06485423256023232,0.052725773833323664
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2027,all_shooting,0.14617859248226495,0.09754757096952907
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2027,photon_geometry,0.18558239476337784,0.09669047300444389
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2027,ringdown,0.02228215568210305,0.034375582072531184
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2027,ringdown_plus_all_shooting,0.07293802162124544,0.0641884862287451
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2027,ringdown_plus_photon_geometry,0.05700755243310462,0.06316538983639448
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2028,all_shooting,0.08239381956504377,0.06639011020097996
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2028,photon_geometry,0.1681538154405729,0.08216533160183091
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2028,ringdown,0.02217534793681741,0.039814057341709605
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2028,ringdown_plus_all_shooting,0.0467376739718414,0.05129997210291065
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2028,ringdown_plus_photon_geometry,0.027277240709029735,0.041492243783777166
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2029,all_shooting,0.09811570212613183,0.07207374286329382
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2029,photon_geometry,0.16464245596867755,0.08754464943314783
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2029,ringdown,0.02169111597505455,0.027823879230755286
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2029,ringdown_plus_all_shooting,0.048293712681745066,0.05188977021558987
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2029,ringdown_plus_photon_geometry,0.04396797215057008,0.04456178104178854
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2030,all_shooting,0.11744319778293086,0.07742202738562587
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2030,photon_geometry,0.17222985125512374,0.0880005684861886
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2030,ringdown,0.021495203632897007,0.038133978382098255
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2030,ringdown_plus_all_shooting,0.0718275077719657,0.051382740892762034
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2030,ringdown_plus_photon_geometry,0.05464678044656811,0.04812630855450879
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2026,all_shooting,0.04578974491521578,0.05064961527865117
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2026,photon_geometry,0.06490316445585398,0.06373500896781611
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2026,ringdown,0.012691973155714343,0.029156800230949596
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2026,ringdown_plus_all_shooting,0.022585803470563274,0.02920609685703938
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2026,ringdown_plus_photon_geometry,0.0171886125552127,0.03044169405166957
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2027,all_shooting,0.0405529284142027,0.04412651702421621
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2027,photon_geometry,0.07570901598680285,0.055738539186894434
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2027,ringdown,0.013192547453606495,0.02558358749895351
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2027,ringdown_plus_all_shooting,0.021517330634210515,0.03763584573755392
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2027,ringdown_plus_photon_geometry,0.018831408993874844,0.045563569947418704
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2028,all_shooting,0.04232176890280409,0.043374299388386
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2028,photon_geometry,0.05759533246685299,0.04658147417692819
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2028,ringdown,0.007802608289868244,0.04720073503395129
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2028,ringdown_plus_all_shooting,0.014800562609025956,0.03234079806643181
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2028,ringdown_plus_photon_geometry,0.010976321800138768,0.03078055143618419
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2029,all_shooting,0.06062862691989325,0.034868590042941905
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2029,photon_geometry,0.06893655991426373,0.04774483132250957
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2029,ringdown,0.016964644511803684,0.028780588040697212
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2029,ringdown_plus_all_shooting,0.02186515125248539,0.02690936526609836
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2029,ringdown_plus_photon_geometry,0.017606766227351155,0.029864666563744598
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2030,all_shooting,0.04592333762908615,0.03764415714814797
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2030,photon_geometry,0.06999794047014718,0.0603784178383131
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2030,ringdown,0.009918950442026002,0.040499128519266
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2030,ringdown_plus_all_shooting,0.020034928789845464,0.03170528851675511
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2030,ringdown_plus_photon_geometry,0.01701308714461055,0.031349302859041694
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2026,all_shooting,0.03188287623240473,0.019225638480705413
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2026,photon_geometry,0.04837689700160463,0.02529761791622394
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2026,ringdown,0.013352404810263126,0.02304694662719628
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2026,ringdown_plus_all_shooting,0.021094957908916547,0.026350986732724676
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2026,ringdown_plus_photon_geometry,0.01770829664470942,0.035560845317926866
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2027,all_shooting,0.03855342843437989,0.01977332505630304
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2027,photon_geometry,0.04311715081948991,0.02072562960518112
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2027,ringdown,0.013854677306715218,0.02122286619382353
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2027,ringdown_plus_all_shooting,0.022307915470839868,0.03424669112674518
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2027,ringdown_plus_photon_geometry,0.01909066928502982,0.044030881638959435
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2028,all_shooting,0.03621818751231315,0.02537384962148081
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2028,photon_geometry,0.05955687753423971,0.01633520336470497
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2028,ringdown,0.014313241098426027,0.020309897123462935
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2028,ringdown_plus_all_shooting,0.022190935416877167,0.036801820812992346
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2028,ringdown_plus_photon_geometry,0.01856866295898578,0.04410668654950678
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2029,all_shooting,0.038618004743232924,0.017075089248895673
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2029,photon_geometry,0.05066573749326523,0.016880138872985773
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2029,ringdown,0.015951775568052797,0.022170304689278077
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2029,ringdown_plus_all_shooting,0.015697115133670725,0.02069113658185311
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2029,ringdown_plus_photon_geometry,0.016829952279219986,0.03226314156930194
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2030,all_shooting,0.04281642733206966,0.02032151578425068
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2030,photon_geometry,0.05338587730110079,0.02009502659523747
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2030,ringdown,0.015379944018525321,0.02746505063335623
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2030,ringdown_plus_all_shooting,0.020538204585596364,0.036583130951050126
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2030,ringdown_plus_photon_geometry,0.018174962392212935,0.041553929979859
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2026,all_shooting,0.8243342817821087,0.5939714889277319
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2026,photon_geometry,0.9645640354798856,0.6896677756273135
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2026,ringdown,0.033742900994528015,0.13784034391080405
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2026,ringdown_plus_all_shooting,0.6865541496182893,0.4817051935281067
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2026,ringdown_plus_photon_geometry,0.5681595258576867,0.3881163809782011
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2027,all_shooting,0.8053033434100234,0.5268830483670626
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2027,photon_geometry,0.9454594332071068,0.6417450725962045
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2027,ringdown,0.0406737223585256,0.12205239826297033
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2027,ringdown_plus_all_shooting,0.6764390172700178,0.4253990247115962
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2027,ringdown_plus_photon_geometry,0.5703384073607294,0.3560530080735235
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2028,all_shooting,0.9195050539655106,0.6500624309546369
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2028,photon_geometry,1.0494421166812231,0.7374949166973224
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2028,ringdown,0.03423235208754005,0.11096877260745593
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2028,ringdown_plus_all_shooting,0.7713475390765198,0.5304692619195975
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2028,ringdown_plus_photon_geometry,0.6338365816964725,0.4341182798928158
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2029,all_shooting,0.8781103585977234,0.5207324201682628
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2029,photon_geometry,1.1733318757107492,0.7407491328378942
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2029,ringdown,0.046332051745927784,0.12589278888581992
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2029,ringdown_plus_all_shooting,0.6907857608009471,0.3876019872298879
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2029,ringdown_plus_photon_geometry,0.563396797288405,0.3125649089801166
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2030,all_shooting,0.7044600189601208,0.4741920954474164
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2030,photon_geometry,0.7479169870298076,0.5011283283155542
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2030,ringdown,0.03704023681295011,0.11590560340371024
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2030,ringdown_plus_all_shooting,0.6291211091868096,0.4143857925819589
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2030,ringdown_plus_photon_geometry,0.5341410493558647,0.3501776176593212
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,all_shooting,0.03635695335499791,0.012003658586066147
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,photon_geometry,0.06978476559104459,0.017977740483787506
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,ringdown,0.013722544979071763,0.03525576910238988
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,ringdown_plus_all_shooting,0.016932447343128366,0.01781307836203957
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,ringdown_plus_photon_geometry,0.010110821928637761,0.013352661393306842
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,all_shooting,0.044961025421569,0.01870721258572151
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,photon_geometry,0.08536497198792009,0.021809979606452434
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,ringdown,0.01133066027762756,0.03301542525986159
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,ringdown_plus_all_shooting,0.026392118577437142,0.019639265484114595
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,ringdown_plus_photon_geometry,0.016973744288832072,0.02427029631318005
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,all_shooting,0.039980443939328224,0.009693281487825394
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,photon_geometry,0.06687948128809319,0.015811725945758744
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,ringdown,0.016029793660433816,0.03842055112041678
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,ringdown_plus_all_shooting,0.02203786091550956,0.015337827519038859
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,ringdown_plus_photon_geometry,0.016284959301966617,0.01637214920143556
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,all_shooting,0.032041055286400534,0.01887485712166089
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,photon_geometry,0.057245880858468746,0.015552935179199352
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,ringdown,0.021899183156391767,0.03762193016524514
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,ringdown_plus_all_shooting,0.021727214960970295,0.026558631093316565
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,ringdown_plus_photon_geometry,0.015579666030740902,0.024893725434191247
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,all_shooting,0.04285225894296533,0.015717532601303652
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,photon_geometry,0.08303487234653685,0.022250929935128606
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,ringdown,0.011459412689587575,0.04615784228116538
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,ringdown_plus_all_shooting,0.02091945942634876,0.013449391244044937
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,ringdown_plus_photon_geometry,0.014547827045094906,0.020493158880185634
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2026,all_shooting,0.041327469518323605,0.015743501402411
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2026,photon_geometry,0.05507249337751534,0.015349572155064982
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2026,ringdown,0.019878645766193977,0.008476940008707311
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2026,ringdown_plus_all_shooting,0.02807950820824869,0.01949794473619521
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2026,ringdown_plus_photon_geometry,0.030194447575171614,0.03838766139027247
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2027,all_shooting,0.036816215468356984,0.014955629998877016
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2027,photon_geometry,0.052949163748567535,0.012963464544105819
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2027,ringdown,0.020612601539644313,0.024233433966885185
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2027,ringdown_plus_all_shooting,0.026007412996845777,0.020431152395364232
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2027,ringdown_plus_photon_geometry,0.030796764549778526,0.043664966096763
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2028,all_shooting,0.04212661764229174,0.02049521782911761
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2028,photon_geometry,0.071313076215823,0.021083394958861502
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2028,ringdown,0.023788106820484836,0.02073142673395517
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2028,ringdown_plus_all_shooting,0.031838953062421814,0.031625200925918986
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2028,ringdown_plus_photon_geometry,0.027301563576837592,0.03520548393449292
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2029,all_shooting,0.0519042640084561,0.026691945115791368
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2029,photon_geometry,0.0664444591385565,0.025098115470138505
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2029,ringdown,0.022785451567381418,0.021839295952381325
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2029,ringdown_plus_all_shooting,0.03424968346833693,0.03878010130259763
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2029,ringdown_plus_photon_geometry,0.026533410175904756,0.0383009350297263
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2030,all_shooting,0.037444128475128506,0.016137331673857048
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2030,photon_geometry,0.04855322333783962,0.01589230970814591
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2030,ringdown,0.02051791524906235,0.024221585442590926
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2030,ringdown_plus_all_shooting,0.027263883830313394,0.021043363832171823
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2030,ringdown_plus_photon_geometry,0.03126117843173673,0.04536444402371878
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_shifted_g0,2026,all_shooting,0.01829229320663577,0.05042117186465327
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_shifted_g0,2026,photon_geometry,0.01667056192810792,0.051175352625870925
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_shifted_g0,2026,ringdown,0.007730753006486465,0.06534433238287347
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_shifted_g0,2026,ringdown_plus_all_shooting,0.006776667406350382,0.044111088157833565
