method,protocol,direction,fold,seed,feature_set,n_test,n_wq_scored,MAE_k,NMAE_k,MAE_identifiable_wq,NMAE_identifiable_wq
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2027,ringdown_plus_all_shooting,12,9,6.25e-05,0.025000000000000005,0.04722222222222224,0.17989417989417994
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2027,ringdown_plus_photon_geometry,12,9,2.0833333333333333e-05,0.008333333333333333,0.050000000000000024,0.19047619047619058
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2028,all_shooting,12,9,0.000125,0.049999999999999996,0.04444444444444446,0.16931216931216939
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2028,photon_geometry,12,9,0.00018750000000000003,0.075,0.06555555555555556,0.24973544973544978
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2028,ringdown,12,9,2.0833333333333333e-05,0.008333333333333333,0.07333333333333338,0.2793650793650795
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2028,ringdown_plus_all_shooting,12,9,0.00010416666666666667,0.041666666666666664,0.04722222222222224,0.17989417989417997
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2028,ringdown_plus_photon_geometry,12,9,8.333333333333333e-05,0.03333333333333333,0.061111111111111144,0.23280423280423287
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2029,all_shooting,12,9,0.00010416666666666667,0.041666666666666664,0.0388888888888889,0.1481481481481482
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2029,photon_geometry,12,9,0.00016666666666666666,0.06666666666666667,0.06833333333333333,0.26031746031746034
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2029,ringdown,12,9,0.0,0.0,0.050000000000000024,0.19047619047619058
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2029,ringdown_plus_all_shooting,12,9,6.25e-05,0.025000000000000005,0.04722222222222224,0.17989417989417994
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2029,ringdown_plus_photon_geometry,12,9,2.0833333333333333e-05,0.008333333333333333,0.050000000000000024,0.19047619047619058
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2030,all_shooting,12,9,0.000125,0.049999999999999996,0.04444444444444446,0.16931216931216939
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2030,photon_geometry,12,9,0.00018750000000000003,0.075,0.07111111111111112,0.27089947089947086
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2030,ringdown,12,9,0.0,0.0,0.058333333333333376,0.22222222222222232
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2030,ringdown_plus_all_shooting,12,9,8.333333333333333e-05,0.03333333333333333,0.04444444444444447,0.16931216931216939
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g2,2030,ringdown_plus_photon_geometry,12,9,4.1666666666666665e-05,0.016666666666666666,0.061111111111111144,0.2328042328042329
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2026,all_shooting,16,16,0.0005468749999999998,0.21874999999999997,0.028333333333333342,0.10793650793650797
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2026,photon_geometry,16,16,0.0007343749999999999,0.29374999999999996,0.03354166666666667,0.1277777777777778
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2026,ringdown,16,16,0.00020312500000000002,0.08125000000000002,0.06395833333333334,0.24365079365079367
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2026,ringdown_plus_all_shooting,16,16,0.0005468749999999998,0.21874999999999997,0.028333333333333342,0.10793650793650797
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2026,ringdown_plus_photon_geometry,16,16,0.0005,0.19999999999999998,0.02666666666666668,0.10158730158730163
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2027,all_shooting,16,16,0.000546875,0.21875,0.030937500000000014,0.11785714285714291
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2027,photon_geometry,16,16,0.0006093749999999999,0.24375,0.028072916666666677,0.10694444444444448
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2027,ringdown,16,16,0.000171875,0.06875,0.061875,0.23571428571428568
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2027,ringdown_plus_all_shooting,16,16,0.000421875,0.16875,0.02453125000000001,0.09345238095238098
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2027,ringdown_plus_photon_geometry,16,16,0.000390625,0.15625,0.021354166666666688,0.08134920634920642
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2028,all_shooting,16,16,0.0005312499999999999,0.21249999999999997,0.028072916666666677,0.10694444444444448
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2028,photon_geometry,16,16,0.0006875,0.27499999999999997,0.03161458333333334,0.12043650793650795
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2028,ringdown,16,16,0.000171875,0.06875,0.06041666666666667,0.23015873015873012
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2028,ringdown_plus_all_shooting,16,16,0.0004999999999999999,0.19999999999999996,0.026197916666666675,0.09980158730158734
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2028,ringdown_plus_photon_geometry,16,16,0.00043749999999999995,0.175,0.024479166666666684,0.09325396825396831
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2029,all_shooting,16,16,0.000515625,0.20624999999999996,0.028072916666666677,0.10694444444444448
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2029,photon_geometry,16,16,0.0005937499999999999,0.2375,0.030937500000000014,0.11785714285714291
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2029,ringdown,16,16,0.00020312500000000002,0.08125000000000002,0.06562499999999999,0.24999999999999994
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2029,ringdown_plus_all_shooting,16,16,0.0004375,0.175,0.026197916666666675,0.09980158730158734
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2029,ringdown_plus_photon_geometry,16,16,0.00040625,0.16249999999999998,0.024479166666666684,0.09325396825396831
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2030,all_shooting,16,16,0.0005312499999999999,0.21249999999999997,0.028072916666666677,0.10694444444444448
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2030,photon_geometry,16,16,0.000671875,0.26874999999999993,0.03161458333333334,0.12043650793650795
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2030,ringdown,16,16,0.000171875,0.06875,0.06041666666666667,0.23015873015873012
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2030,ringdown_plus_all_shooting,16,16,0.0004843749999999999,0.19374999999999998,0.026197916666666675,0.09980158730158734
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g3,2030,ringdown_plus_photon_geometry,16,16,0.00045312499999999997,0.18124999999999997,0.024479166666666684,0.09325396825396831
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2026,all_shooting,16,16,0.00046875,0.1875,0.033020833333333326,0.12579365079365076
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2026,photon_geometry,16,16,0.0005937499999999999,0.2375,0.03291666666666666,0.12539682539682534
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2026,ringdown,16,16,0.00014062500000000002,0.05625,0.057604166666666685,0.2194444444444445
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2026,ringdown_plus_all_shooting,16,16,0.00028125000000000003,0.11250000000000002,0.027291666666666665,0.10396825396825396
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2026,ringdown_plus_photon_geometry,16,16,0.000265625,0.10625000000000001,0.027291666666666665,0.10396825396825396
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2027,all_shooting,16,16,0.00039062499999999997,0.15625,0.028124999999999997,0.10714285714285712
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2027,photon_geometry,16,16,0.000546875,0.21874999999999997,0.029375000000000005,0.11190476190476191
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2027,ringdown,16,16,0.000125,0.05,0.05093750000000001,0.19404761904761908
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2027,ringdown_plus_all_shooting,16,16,0.00029687500000000005,0.11875000000000001,0.02718750000000001,0.10357142857142859
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2027,ringdown_plus_photon_geometry,16,16,0.000234375,0.09375,0.02875000000000001,0.10952380952380955
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2028,all_shooting,16,16,0.00043749999999999995,0.175,0.03135416666666666,0.11944444444444441
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2028,photon_geometry,16,16,0.0005625,0.22499999999999998,0.031354166666666655,0.11944444444444438
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2028,ringdown,16,16,0.00015625,0.0625,0.05593750000000003,0.21309523809523817
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2028,ringdown_plus_all_shooting,16,16,0.0003125,0.125,0.025625000000000002,0.09761904761904762
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2028,ringdown_plus_photon_geometry,16,16,0.00028125000000000003,0.11250000000000002,0.030000000000000013,0.11428571428571432
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2029,all_shooting,16,16,0.00045312499999999997,0.18125,0.030625000000000013,0.11666666666666671
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2029,photon_geometry,16,16,0.000546875,0.21874999999999997,0.03125,0.11904761904761904
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2029,ringdown,16,16,0.0001875,0.07500000000000001,0.06770833333333334,0.25793650793650796
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2029,ringdown_plus_all_shooting,16,16,0.0003125,0.125,0.026875000000000017,0.10238095238095243
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2029,ringdown_plus_photon_geometry,16,16,0.00029687500000000005,0.11875,0.02843750000000002,0.10833333333333339
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2030,all_shooting,16,16,0.000359375,0.14375,0.026250000000000002,0.1
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2030,photon_geometry,16,16,0.000546875,0.21875,0.02968749999999999,0.11309523809523805
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2030,ringdown,16,16,0.00015625,0.0625,0.059062500000000025,0.22500000000000006
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2030,ringdown_plus_all_shooting,16,16,0.00028125000000000003,0.1125,0.02718750000000001,0.10357142857142859
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g4,2030,ringdown_plus_photon_geometry,16,16,0.000265625,0.10625000000000001,0.02875000000000001,0.10952380952380955
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2026,all_shooting,12,12,0.00037500000000000006,0.15,0.027083333333333334,0.10317460317460318
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2026,photon_geometry,12,12,0.0004583333333333333,0.18333333333333335,0.03125000000000001,0.11904761904761907
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2026,ringdown,12,12,0.00018750000000000003,0.075,0.05916666666666667,0.22539682539682546
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2026,ringdown_plus_all_shooting,12,12,0.00025,0.10000000000000002,0.03750000000000001,0.14285714285714293
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2026,ringdown_plus_photon_geometry,12,12,0.00020833333333333337,0.08333333333333333,0.03750000000000001,0.14285714285714293
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2027,all_shooting,12,12,0.0003541666666666667,0.1416666666666667,0.03125000000000001,0.11904761904761907
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2027,photon_geometry,12,12,0.00043749999999999995,0.17500000000000002,0.02916666666666667,0.11111111111111112
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2027,ringdown,12,12,0.00014583333333333335,0.05833333333333333,0.058333333333333376,0.22222222222222232
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2027,ringdown_plus_all_shooting,12,12,0.0002708333333333334,0.10833333333333334,0.03333333333333335,0.12698412698412703
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2027,ringdown_plus_photon_geometry,12,12,0.00020833333333333337,0.08333333333333333,0.03958333333333335,0.15079365079365087
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2028,all_shooting,12,12,0.0003958333333333334,0.15833333333333333,0.029166666666666678,0.11111111111111116
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2028,photon_geometry,12,12,0.0005208333333333333,0.20833333333333334,0.037500000000000006,0.14285714285714288
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2028,ringdown,12,12,0.00016666666666666666,0.06666666666666667,0.0604166666666667,0.23015873015873023
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2028,ringdown_plus_all_shooting,12,12,0.00025,0.10000000000000002,0.03750000000000001,0.14285714285714293
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2028,ringdown_plus_photon_geometry,12,12,0.00018750000000000003,0.075,0.03958333333333335,0.15079365079365084
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2029,all_shooting,12,12,0.0003958333333333334,0.15833333333333335,0.03333333333333334,0.126984126984127
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2029,photon_geometry,12,12,0.0004583333333333333,0.18333333333333335,0.03125,0.11904761904761905
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2029,ringdown,12,12,0.00018750000000000003,0.075,0.06708333333333337,0.2555555555555556
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2029,ringdown_plus_all_shooting,12,12,0.0003125,0.125,0.025000000000000005,0.09523809523809525
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2029,ringdown_plus_photon_geometry,12,12,0.00022916666666666666,0.09166666666666667,0.03541666666666668,0.13492063492063497
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2030,all_shooting,12,12,0.00037500000000000006,0.15,0.03541666666666667,0.13492063492063497
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2030,photon_geometry,12,12,0.0004583333333333333,0.18333333333333335,0.03333333333333334,0.126984126984127
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2030,ringdown,12,12,0.00018750000000000003,0.075,0.06500000000000002,0.24761904761904766
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2030,ringdown_plus_all_shooting,12,12,0.0002708333333333334,0.10833333333333335,0.03541666666666668,0.13492063492063497
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g5,2030,ringdown_plus_photon_geometry,12,12,0.00020833333333333337,0.08333333333333336,0.03958333333333335,0.15079365079365087
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2026,all_shooting,12,12,0.0006249999999999998,0.24999999999999997,0.02194444444444445,0.08359788359788362
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2026,photon_geometry,12,12,0.0006458333333333332,0.2583333333333333,0.02194444444444445,0.08359788359788362
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2026,ringdown,12,12,0.0001458333333333334,0.058333333333333355,0.05305555555555557,0.20211640211640214
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2026,ringdown_plus_all_shooting,12,12,0.0006249999999999998,0.24999999999999997,0.02194444444444445,0.08359788359788362
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2026,ringdown_plus_photon_geometry,12,12,0.0006041666666666666,0.2416666666666666,0.020069444444444445,0.07645502645502646
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2027,all_shooting,12,12,0.0005624999999999998,0.22499999999999995,0.018055555555555564,0.06878306878306882
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2027,photon_geometry,12,12,0.0005833333333333332,0.23333333333333328,0.018055555555555564,0.06878306878306882
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2027,ringdown,12,12,0.0001458333333333334,0.05833333333333335,0.05395833333333334,0.20555555555555557
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2027,ringdown_plus_all_shooting,12,12,0.0005624999999999998,0.22499999999999995,0.018055555555555564,0.06878306878306882
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2027,ringdown_plus_photon_geometry,12,12,0.0005416666666666665,0.2166666666666666,0.01583333333333335,0.06031746031746036
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2028,all_shooting,12,12,0.0006249999999999998,0.24999999999999997,0.02194444444444445,0.08359788359788362
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2028,photon_geometry,12,12,0.0006458333333333332,0.2583333333333333,0.02194444444444445,0.08359788359788362
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2028,ringdown,12,12,0.0001458333333333334,0.058333333333333355,0.05305555555555557,0.20211640211640214
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2028,ringdown_plus_all_shooting,12,12,0.0006249999999999998,0.24999999999999997,0.02194444444444445,0.08359788359788362
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2028,ringdown_plus_photon_geometry,12,12,0.0006249999999999998,0.24999999999999997,0.02194444444444445,0.08359788359788362
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2029,all_shooting,12,12,0.0005833333333333333,0.2333333333333333,0.017916666666666664,0.06825396825396825
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2029,photon_geometry,12,12,0.0006041666666666666,0.2416666666666666,0.017916666666666664,0.06825396825396825
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2029,ringdown,12,12,0.0001458333333333334,0.05833333333333335,0.05395833333333334,0.20555555555555557
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2029,ringdown_plus_all_shooting,12,12,0.0005833333333333333,0.2333333333333333,0.017916666666666664,0.06825396825396825
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2029,ringdown_plus_photon_geometry,12,12,0.0005208333333333333,0.20833333333333334,0.016250000000000004,0.06190476190476193
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2030,all_shooting,12,12,0.0005833333333333332,0.23333333333333328,0.020000000000000007,0.07619047619047621
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2030,photon_geometry,12,12,0.0006041666666666665,0.2416666666666666,0.020000000000000007,0.07619047619047621
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2030,ringdown,12,12,0.0001458333333333334,0.05833333333333335,0.05395833333333334,0.20555555555555557
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2030,ringdown_plus_all_shooting,12,12,0.0005833333333333332,0.23333333333333328,0.020000000000000007,0.07619047619047621
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g6,2030,ringdown_plus_photon_geometry,12,12,0.0005625,0.22499999999999995,0.01777777777777779,0.06772486772486776
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2026,all_shooting,12,12,0.0005625,0.22499999999999995,0.021666666666666667,0.08253968253968252
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2026,photon_geometry,12,12,0.0006666666666666666,0.26666666666666666,0.028749999999999998,0.10952380952380951
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2026,ringdown,12,12,0.00020833333333333335,0.08333333333333333,0.0529166666666667,0.20158730158730173
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2026,ringdown_plus_all_shooting,12,12,0.00043749999999999995,0.17500000000000002,0.02125,0.08095238095238094
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2026,ringdown_plus_photon_geometry,12,12,0.0004166666666666666,0.16666666666666666,0.01875,0.07142857142857141
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2027,all_shooting,12,12,0.00047916666666666664,0.19166666666666665,0.023749999999999993,0.09047619047619043
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2027,photon_geometry,12,12,0.0006041666666666666,0.2416666666666666,0.028749999999999987,0.10952380952380947
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2027,ringdown,12,12,0.00016666666666666666,0.06666666666666667,0.04541666666666671,0.17301587301587315
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2027,ringdown_plus_all_shooting,12,12,0.00039583333333333327,0.15833333333333335,0.023749999999999993,0.09047619047619043
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2027,ringdown_plus_photon_geometry,12,12,0.00033333333333333327,0.13333333333333333,0.02541666666666667,0.09682539682539683
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2028,all_shooting,12,12,0.0005833333333333333,0.23333333333333328,0.021666666666666667,0.08253968253968252
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2028,photon_geometry,12,12,0.0006458333333333332,0.2583333333333333,0.02666666666666666,0.10158730158730156
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2028,ringdown,12,12,0.00018750000000000006,0.07500000000000001,0.0529166666666667,0.20158730158730173
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2028,ringdown_plus_all_shooting,12,12,0.0005208333333333333,0.2083333333333333,0.02125,0.08095238095238094
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2028,ringdown_plus_photon_geometry,12,12,0.00039583333333333327,0.15833333333333335,0.02291666666666667,0.08730158730158731
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2029,all_shooting,12,12,0.0005416666666666665,0.2166666666666666,0.02125,0.08095238095238094
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2029,photon_geometry,12,12,0.0005833333333333332,0.23333333333333328,0.023749999999999993,0.09047619047619043
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2029,ringdown,12,12,0.00020833333333333335,0.08333333333333331,0.054166666666666696,0.20634920634920642
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2029,ringdown_plus_all_shooting,12,12,0.00039583333333333327,0.15833333333333335,0.02125,0.08095238095238094
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2029,ringdown_plus_photon_geometry,12,12,0.00039583333333333327,0.15833333333333335,0.02125,0.08095238095238094
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2030,all_shooting,12,12,0.00047916666666666664,0.19166666666666665,0.023749999999999993,0.09047619047619043
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2030,photon_geometry,12,12,0.0006249999999999999,0.24999999999999997,0.028749999999999987,0.10952380952380947
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2030,ringdown,12,12,0.00016666666666666674,0.0666666666666667,0.04722222222222225,0.17989417989417997
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2030,ringdown_plus_all_shooting,12,12,0.0004166666666666666,0.16666666666666666,0.023749999999999993,0.09047619047619043
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g7,2030,ringdown_plus_photon_geometry,12,12,0.00035416666666666653,0.14166666666666664,0.02541666666666667,0.09682539682539683
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2026,all_shooting,9,9,0.0004722222222222222,0.18888888888888888,0.019444444444444445,0.07407407407407406
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2026,photon_geometry,9,9,0.0005555555555555554,0.2222222222222222,0.022222222222222223,0.08465608465608465
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2026,ringdown,9,9,0.00024999999999999995,0.09999999999999996,0.05555555555555558,0.21164021164021174
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2026,ringdown_plus_all_shooting,9,9,0.0004166666666666666,0.16666666666666663,0.030555555555555565,0.11640211640211644
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2026,ringdown_plus_photon_geometry,9,9,0.0003055555555555555,0.1222222222222222,0.0388888888888889,0.1481481481481482
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2027,all_shooting,9,9,0.0004722222222222222,0.18888888888888888,0.019444444444444445,0.07407407407407406
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2027,photon_geometry,9,9,0.0005833333333333332,0.23333333333333328,0.025000000000000005,0.09523809523809525
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2027,ringdown,9,9,0.00022222222222222223,0.08888888888888889,0.052777777777777805,0.20105820105820116
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2027,ringdown_plus_all_shooting,9,9,0.00038888888888888887,0.15555555555555553,0.030555555555555565,0.11640211640211644
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2027,ringdown_plus_photon_geometry,9,9,0.00030555555555555555,0.1222222222222222,0.0388888888888889,0.1481481481481482
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2028,all_shooting,9,9,0.00044444444444444436,0.17777777777777776,0.016666666666666663,0.06349206349206346
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2028,photon_geometry,9,9,0.0006388888888888889,0.25555555555555554,0.027777777777777783,0.10582010582010584
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2028,ringdown,9,9,0.0002777777777777778,0.1111111111111111,0.06388888888888894,0.2433862433862435
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2028,ringdown_plus_all_shooting,9,9,0.0003333333333333333,0.13333333333333333,0.027777777777777783,0.10582010582010584
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2028,ringdown_plus_photon_geometry,9,9,0.0003333333333333333,0.13333333333333333,0.030555555555555565,0.11640211640211644
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2029,all_shooting,9,9,0.0005,0.19999999999999998,0.02500000000000001,0.09523809523809527
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2029,photon_geometry,9,9,0.0006388888888888888,0.2555555555555555,0.027777777777777783,0.10582010582010584
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2029,ringdown,9,9,0.00025,0.09999999999999999,0.058333333333333376,0.22222222222222232
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2029,ringdown_plus_all_shooting,9,9,0.0003333333333333333,0.13333333333333333,0.030555555555555572,0.11640211640211644
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2029,ringdown_plus_photon_geometry,9,9,0.0003333333333333333,0.13333333333333333,0.030555555555555572,0.11640211640211644
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2030,all_shooting,9,9,0.0004722222222222222,0.18888888888888888,0.019444444444444445,0.07407407407407406
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2030,photon_geometry,9,9,0.0005555555555555554,0.2222222222222222,0.02222222222222223,0.08465608465608468
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2030,ringdown,9,9,0.00022222222222222223,0.08888888888888889,0.052777777777777805,0.20105820105820116
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2030,ringdown_plus_all_shooting,9,9,0.00038888888888888887,0.15555555555555553,0.030555555555555565,0.11640211640211644
Nearest physical model,grouped_physical_interpolation,,blocks_3x3_g8,2030,ringdown_plus_photon_geometry,9,9,0.00030555555555555555,0.1222222222222222,0.0388888888888889,0.1481481481481482
