method,protocol,direction,fold,seed,feature_set,n_test,n_wq_scored,MAE_k,NMAE_k,MAE_identifiable_wq,NMAE_identifiable_wq
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g1,2030,ringdown_plus_photon_geometry,16,12,1.1577878764009339e-05,0.004631151505603735,0.01751859002338757,0.06673748580338122
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2026,all_shooting,12,9,3.211381654714144e-05,0.012845526618856578,0.02399030344281939,0.09139163216312148
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2026,photon_geometry,12,9,7.238986873573099e-05,0.028955947494292394,0.04931627613848699,0.18787152814661712
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2026,ringdown,12,9,6.74538354417416e-06,0.0026981534176696645,0.023017184199077938,0.08768451123458261
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2026,ringdown_plus_all_shooting,12,9,1.784859527889936e-05,0.007139438111559743,0.025876101853503277,0.0985756261085839
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2026,ringdown_plus_photon_geometry,12,9,1.4824619475267619e-05,0.005929847790107048,0.029846125117378924,0.11369952425668159
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2027,all_shooting,12,9,2.8234699087357005e-05,0.011293879634942801,0.02448168850270425,0.09326357524839714
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2027,photon_geometry,12,9,6.985766152690218e-05,0.027943064610760866,0.04967991616633048,0.18925682349078282
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2027,ringdown,12,9,7.529107559990333e-06,0.0030116430239961333,0.021945219219192205,0.0836008351207322
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2027,ringdown_plus_all_shooting,12,9,2.0955084104004165e-05,0.008382033641601666,0.026630885608149017,0.10145099279294863
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2027,ringdown_plus_photon_geometry,12,9,1.742906839969765e-05,0.006971627359879062,0.029965872953031287,0.11415570648773822
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2028,all_shooting,12,9,4.14666845473365e-05,0.0165866738189346,0.026666228859451205,0.1015856337502903
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2028,photon_geometry,12,9,8.454919868073193e-05,0.03381967947229277,0.045618423896315916,0.1737844719859654
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2028,ringdown,12,9,1.4332767318083961e-05,0.005733106927233584,0.023151080501830852,0.08819459238792705
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2028,ringdown_plus_all_shooting,12,9,1.949233964758118e-05,0.0077969358590324715,0.025750988385526728,0.09809900337343513
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2028,ringdown_plus_photon_geometry,12,9,2.2874429901438858e-05,0.009149771960575544,0.034070585187436775,0.12979270547594962
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2029,all_shooting,12,9,3.341125879794038e-05,0.013364503519176155,0.0229704137061961,0.08750633792836608
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2029,photon_geometry,12,9,7.513765873272559e-05,0.030055063493090232,0.047893742495459725,0.1824523523636561
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2029,ringdown,12,9,7.569536083517894e-06,0.0030278144334071576,0.01967185253019961,0.0749403905912366
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2029,ringdown_plus_all_shooting,12,9,2.011770317655199e-05,0.008047081270620794,0.024074694359870204,0.0917131213709341
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2029,ringdown_plus_photon_geometry,12,9,1.750067766632126e-05,0.007000271066528503,0.028217697615552286,0.10749599091638967
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2030,all_shooting,12,9,4.123498913437113e-05,0.016493995653748452,0.027868597578396215,0.10616608601293795
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2030,photon_geometry,12,9,8.19534045415428e-05,0.03278136181661711,0.052277384840093616,0.19915194224797567
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2030,ringdown,12,9,1.0489445706923113e-05,0.004195778282769245,0.02120501099223905,0.08078099425614875
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2030,ringdown_plus_all_shooting,12,9,1.8814507964607527e-05,0.0075258031858430096,0.02584024187157101,0.09843901665360384
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g2,2030,ringdown_plus_photon_geometry,12,9,2.4422941823789674e-05,0.009769176729515867,0.03486941525790409,0.13283586764915845
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2026,all_shooting,16,16,0.00028837205347665,0.11534882139066,0.020443193235751514,0.07787883137429147
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2026,photon_geometry,16,16,0.0005314083256777458,0.2125633302710983,0.027192155698080353,0.10358916456411563
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2026,ringdown,16,16,6.168560931563738e-05,0.02467424372625495,0.013082805246462631,0.0498392580817624
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2026,ringdown_plus_all_shooting,16,16,0.00023766960786052724,0.0950678431442109,0.019213201028939086,0.0731931467769108
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2026,ringdown_plus_photon_geometry,16,16,0.00016213558140058077,0.06485423256023232,0.013840515631247462,0.052725773833323664
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2027,all_shooting,16,16,0.0003654464812056624,0.14617859248226495,0.02560623737950138,0.09754757096952907
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2027,photon_geometry,16,16,0.00046395598690844456,0.18558239476337784,0.02538124916366652,0.09669047300444389
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2027,ringdown,16,16,5.5705389205257625e-05,0.02228215568210305,0.009023590294039437,0.034375582072531184
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2027,ringdown_plus_all_shooting,16,16,0.0001823450540531136,0.07293802162124544,0.016849477635045587,0.0641884862287451
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2027,ringdown_plus_photon_geometry,16,16,0.00014251888108276155,0.05700755243310462,0.016580914832053553,0.06316538983639448
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2028,all_shooting,16,16,0.00020598454891260942,0.08239381956504377,0.01742740392775724,0.06639011020097996
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2028,photon_geometry,16,16,0.0004203845386014322,0.1681538154405729,0.021568399545480614,0.08216533160183091
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2028,ringdown,16,16,5.5438369842043526e-05,0.02217534793681741,0.010451190052198772,0.039814057341709605
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2028,ringdown_plus_all_shooting,16,16,0.0001168441849296035,0.0467376739718414,0.013466242677014045,0.05129997210291065
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2028,ringdown_plus_photon_geometry,16,16,6.819310177257434e-05,0.027277240709029735,0.010891713993241507,0.041492243783777166
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2029,all_shooting,16,16,0.00024528925531532963,0.09811570212613183,0.01891935750161463,0.07207374286329382
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2029,photon_geometry,16,16,0.0004116061399216939,0.16464245596867755,0.022980470476201303,0.08754464943314783
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2029,ringdown,16,16,5.422778993763638e-05,0.02169111597505455,0.007303768298073263,0.027823879230755286
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2029,ringdown_plus_all_shooting,16,16,0.00012073428170436265,0.048293712681745066,0.01362106468159234,0.05188977021558987
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2029,ringdown_plus_photon_geometry,16,16,0.0001099199303764252,0.04396797215057008,0.011697467523469493,0.04456178104178854
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2030,all_shooting,16,16,0.0002936079944573272,0.11744319778293086,0.02032328218872679,0.07742202738562587
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2030,photon_geometry,16,16,0.00043057462813780943,0.17222985125512374,0.02310014922762451,0.0880005684861886
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2030,ringdown,16,16,5.373800908224252e-05,0.021495203632897007,0.010010169325300793,0.038133978382098255
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2030,ringdown_plus_all_shooting,16,16,0.00017956876942991422,0.0718275077719657,0.013487969484350035,0.051382740892762034
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g3,2030,ringdown_plus_photon_geometry,16,16,0.0001366169511164203,0.05464678044656811,0.01263315599555856,0.04812630855450879
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2026,all_shooting,16,16,0.00011447436228803944,0.04578974491521578,0.013295524010645932,0.05064961527865117
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2026,photon_geometry,16,16,0.00016225791113963497,0.06490316445585398,0.016730439854051732,0.06373500896781611
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2026,ringdown,16,16,3.1729932889285854e-05,0.012691973155714343,0.007653660060624269,0.029156800230949596
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2026,ringdown_plus_all_shooting,16,16,5.6464508676408185e-05,0.022585803470563274,0.007666600424972837,0.02920609685703938
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2026,ringdown_plus_photon_geometry,16,16,4.2971531388031755e-05,0.0171886125552127,0.007990944688563262,0.03044169405166957
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2027,all_shooting,16,16,0.00010138232103550676,0.0405529284142027,0.011583210718856755,0.04412651702421621
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2027,photon_geometry,16,16,0.00018927253996700716,0.07570901598680285,0.01463136653655979,0.055738539186894434
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2027,ringdown,16,16,3.298136863401624e-05,0.013192547453606495,0.006715691718475296,0.02558358749895351
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2027,ringdown_plus_all_shooting,16,16,5.3793326585526294e-05,0.021517330634210515,0.009879409506107904,0.03763584573755392
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2027,ringdown_plus_photon_geometry,16,16,4.7078522484687106e-05,0.018831408993874844,0.01196043711119741,0.045563569947418704
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2028,all_shooting,16,16,0.00010580442225701023,0.04232176890280409,0.011385753589451326,0.043374299388386
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2028,photon_geometry,16,16,0.00014398833116713246,0.05759533246685299,0.012227636971443651,0.04658147417692819
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2028,ringdown,16,16,1.950652072467061e-05,0.007802608289868244,0.012390192946412214,0.04720073503395129
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2028,ringdown_plus_all_shooting,16,16,3.700140652256489e-05,0.014800562609025956,0.008489459492438352,0.03234079806643181
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2028,ringdown_plus_photon_geometry,16,16,2.7440804500346923e-05,0.010976321800138768,0.00807989475199835,0.03078055143618419
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2029,all_shooting,16,16,0.00015157156729973315,0.06062862691989325,0.00915300488627225,0.034868590042941905
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2029,photon_geometry,16,16,0.00017234139978565934,0.06893655991426373,0.012533018222158764,0.04774483132250957
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2029,ringdown,16,16,4.241161127950921e-05,0.016964644511803684,0.007554904360683019,0.028780588040697212
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2029,ringdown_plus_all_shooting,16,16,5.4662878131213475e-05,0.02186515125248539,0.0070637083823508195,0.02690936526609836
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2029,ringdown_plus_photon_geometry,16,16,4.401691556837789e-05,0.017606766227351155,0.007839474972982957,0.029864666563744598
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2030,all_shooting,16,16,0.00011480834407271538,0.04592333762908615,0.009881591251388842,0.03764415714814797
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2030,photon_geometry,16,16,0.00017499485117536797,0.06999794047014718,0.01584933468255719,0.0603784178383131
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2030,ringdown,16,16,2.4797376105065006e-05,0.009918950442026002,0.010631021236307325,0.040499128519266
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2030,ringdown_plus_all_shooting,16,16,5.008732197461366e-05,0.020034928789845464,0.008322638235648216,0.03170528851675511
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g4,2030,ringdown_plus_photon_geometry,16,16,4.253271786152637e-05,0.01701308714461055,0.008229192000498445,0.031349302859041694
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2026,all_shooting,12,12,7.970719058101186e-05,0.03188287623240473,0.005046730101185171,0.019225638480705413
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2026,photon_geometry,12,12,0.00012094224250401159,0.04837689700160463,0.0066406247030087835,0.02529761791622394
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2026,ringdown,12,12,3.338101202565782e-05,0.013352404810263126,0.006049823489639024,0.02304694662719628
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2026,ringdown_plus_all_shooting,12,12,5.273739477229137e-05,0.021094957908916547,0.0069171340173402275,0.026350986732724676
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2026,ringdown_plus_photon_geometry,12,12,4.427074161177355e-05,0.01770829664470942,0.009334721895955805,0.035560845317926866
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2027,all_shooting,12,12,9.638357108594972e-05,0.03855342843437989,0.005190497827279548,0.01977332505630304
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2027,photon_geometry,12,12,0.00010779287704872478,0.04311715081948991,0.005440477771360044,0.02072562960518112
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2027,ringdown,12,12,3.4636693266788044e-05,0.013854677306715218,0.0055710023758786765,0.02122286619382353
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2027,ringdown_plus_all_shooting,12,12,5.576978867709968e-05,0.022307915470839868,0.008989756420770609,0.03424669112674518
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2027,ringdown_plus_photon_geometry,12,12,4.772667321257455e-05,0.01909066928502982,0.011558106430226853,0.044030881638959435
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2028,all_shooting,12,12,9.054546878078285e-05,0.03621818751231315,0.006660635525638711,0.02537384962148081
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2028,photon_geometry,12,12,0.00014889219383559923,0.05955687753423971,0.004287990883235056,0.01633520336470497
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2028,ringdown,12,12,3.578310274606506e-05,0.014313241098426027,0.005331347994909021,0.020309897123462935
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2028,ringdown_plus_all_shooting,12,12,5.5477338542192914e-05,0.022190935416877167,0.009660477963410491,0.036801820812992346
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2028,ringdown_plus_photon_geometry,12,12,4.642165739746445e-05,0.01856866295898578,0.011578005219245532,0.04410668654950678
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2029,all_shooting,12,12,9.65450118580823e-05,0.038618004743232924,0.004482210927835115,0.017075089248895673
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2029,photon_geometry,12,12,0.00012666434373316307,0.05066573749326523,0.0044310364541587655,0.016880138872985773
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2029,ringdown,12,12,3.987943892013199e-05,0.015951775568052797,0.0058197049809354945,0.022170304689278077
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2029,ringdown_plus_all_shooting,12,12,3.924278783417682e-05,0.015697115133670725,0.005431423352736442,0.02069113658185311
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2029,ringdown_plus_photon_geometry,12,12,4.207488069804997e-05,0.016829952279219986,0.008469074661941758,0.03226314156930194
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2030,all_shooting,12,12,0.00010704106833017414,0.04281642733206966,0.005334397893365803,0.02032151578425068
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2030,photon_geometry,12,12,0.00013346469325275197,0.05338587730110079,0.005274944481249835,0.02009502659523747
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2030,ringdown,12,12,3.8449860046313305e-05,0.015379944018525321,0.0072095757912560106,0.02746505063335623
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2030,ringdown_plus_all_shooting,12,12,5.134551146399091e-05,0.020538204585596364,0.009603071874650657,0.036583130951050126
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g5,2030,ringdown_plus_photon_geometry,12,12,4.543740598053234e-05,0.018174962392212935,0.01090790661971299,0.041553929979859
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2026,all_shooting,12,12,0.0020608357044552715,0.8243342817821087,0.15591751584352964,0.5939714889277319
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2026,photon_geometry,12,12,0.0024114100886997144,0.9645640354798856,0.1810377911021698,0.6896677756273135
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2026,ringdown,12,12,8.435725248632005e-05,0.033742900994528015,0.03618309027658607,0.13784034391080405
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2026,ringdown_plus_all_shooting,12,12,0.0017163853740457232,0.6865541496182893,0.126447613301128,0.4817051935281067
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2026,ringdown_plus_photon_geometry,12,12,0.0014203988146442167,0.5681595258576867,0.1018805500067778,0.3881163809782011
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2027,all_shooting,12,12,0.0020132583585250586,0.8053033434100234,0.1383068001963539,0.5268830483670626
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2027,photon_geometry,12,12,0.002363648583017767,0.9454594332071068,0.16845808155650369,0.6417450725962045
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2027,ringdown,12,12,0.00010168430589631401,0.0406737223585256,0.03203875454402971,0.12205239826297033
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2027,ringdown_plus_all_shooting,12,12,0.0016910975431750441,0.6764390172700178,0.11166724398679402,0.4253990247115962
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2027,ringdown_plus_photon_geometry,12,12,0.0014258460184018232,0.5703384073607294,0.09346391461929997,0.3560530080735235
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2028,all_shooting,12,12,0.0022987626349137767,0.9195050539655106,0.17064138812559218,0.6500624309546369
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2028,photon_geometry,12,12,0.0026236052917030573,1.0494421166812231,0.19359241563304722,0.7374949166973224
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2028,ringdown,12,12,8.558088021885014e-05,0.03423235208754005,0.02912930280945719,0.11096877260745593
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2028,ringdown_plus_all_shooting,12,12,0.001928368847691299,0.7713475390765198,0.13924818125389435,0.5304692619195975
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2028,ringdown_plus_photon_geometry,12,12,0.001584591454241181,0.6338365816964725,0.11395604847186418,0.4341182798928158
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2029,all_shooting,12,12,0.002195275896494308,0.8781103585977234,0.136692260294169,0.5207324201682628
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2029,photon_geometry,12,12,0.0029333296892768723,1.1733318757107492,0.1944466473699473,0.7407491328378942
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2029,ringdown,12,12,0.00011583012936481947,0.046332051745927784,0.03304685708252773,0.12589278888581992
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2029,ringdown_plus_all_shooting,12,12,0.0017269644020023673,0.6907857608009471,0.10174552164784556,0.3876019872298879
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2029,ringdown_plus_photon_geometry,12,12,0.0014084919932210126,0.563396797288405,0.0820482886072806,0.3125649089801166
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2030,all_shooting,12,12,0.0017611500474003017,0.7044600189601208,0.12447542505494684,0.4741920954474164
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2030,photon_geometry,12,12,0.0018697924675745191,0.7479169870298076,0.13154618618283298,0.5011283283155542
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2030,ringdown,12,12,9.260059203237529e-05,0.03704023681295011,0.030425220893473937,0.11590560340371024
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2030,ringdown_plus_all_shooting,12,12,0.0015728027729670238,0.6291211091868096,0.10877627055276422,0.4143857925819589
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g6,2030,ringdown_plus_photon_geometry,12,12,0.0013353526233896619,0.5341410493558647,0.09192162463557185,0.3501776176593212
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,all_shooting,12,12,9.089238338749475e-05,0.03635695335499791,0.0031509603788423637,0.012003658586066147
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,photon_geometry,12,12,0.00017446191397761147,0.06978476559104459,0.00471915687699422,0.017977740483787506
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,ringdown,12,12,3.4306362447679407e-05,0.013722544979071763,0.009254639389377345,0.03525576910238988
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,ringdown_plus_all_shooting,12,12,4.233111835782092e-05,0.016932447343128366,0.004675933070035387,0.01781307836203957
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2026,ringdown_plus_photon_geometry,12,12,2.5277054821594403e-05,0.010110821928637761,0.0035050736157430464,0.013352661393306842
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,all_shooting,12,12,0.0001124025635539225,0.044961025421569,0.004910643303751895,0.01870721258572151
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,photon_geometry,12,12,0.00021341242996980025,0.08536497198792009,0.005725119646693764,0.021809979606452434
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,ringdown,12,12,2.8326650694068898e-05,0.01133066027762756,0.008666549130713666,0.03301542525986159
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,ringdown_plus_all_shooting,12,12,6.598029644359286e-05,0.026392118577437142,0.005155307189580081,0.019639265484114595
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2027,ringdown_plus_photon_geometry,12,12,4.2434360722080184e-05,0.016973744288832072,0.006370952782209764,0.02427029631318005
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,all_shooting,12,12,9.995110984832056e-05,0.039980443939328224,0.002544486390554166,0.009693281487825394
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,photon_geometry,12,12,0.00016719870322023296,0.06687948128809319,0.004150578060761671,0.015811725945758744
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,ringdown,12,12,4.0074484151084535e-05,0.016029793660433816,0.010085394669109404,0.03842055112041678
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,ringdown_plus_all_shooting,12,12,5.50946522887739e-05,0.02203786091550956,0.004026179723747701,0.015337827519038859
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2028,ringdown_plus_photon_geometry,12,12,4.071239825491653e-05,0.016284959301966617,0.004297689165376835,0.01637214920143556
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,all_shooting,12,12,8.010263821600133e-05,0.032041055286400534,0.004954649994435983,0.01887485712166089
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,photon_geometry,12,12,0.0001431147021461719,0.057245880858468746,0.00408264548453983,0.015552935179199352
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,ringdown,12,12,5.4747957890979416e-05,0.021899183156391767,0.009875756668376848,0.03762193016524514
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,ringdown_plus_all_shooting,12,12,5.431803740242573e-05,0.021727214960970295,0.006971640661995598,0.026558631093316565
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2029,ringdown_plus_photon_geometry,12,12,3.8949165076852255e-05,0.015579666030740902,0.006534602926475203,0.024893725434191247
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,all_shooting,12,12,0.00010713064735741332,0.04285225894296533,0.004125852307842209,0.015717532601303652
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,photon_geometry,12,12,0.00020758718086634216,0.08303487234653685,0.00584086910797126,0.022250929935128606
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,ringdown,12,12,2.8648531723968933e-05,0.011459412689587575,0.012116433598805912,0.04615784228116538
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,ringdown_plus_all_shooting,12,12,5.22986485658719e-05,0.02091945942634876,0.0035304652015617963,0.013449391244044937
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g7,2030,ringdown_plus_photon_geometry,12,12,3.6369567612737266e-05,0.014547827045094906,0.00537945420604873,0.020493158880185634
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2026,all_shooting,9,9,0.00010331867379580901,0.041327469518323605,0.004132669118132888,0.015743501402411
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2026,photon_geometry,9,9,0.00013768123344378835,0.05507249337751534,0.004029262690704558,0.015349572155064982
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2026,ringdown,9,9,4.969661441548494e-05,0.019878645766193977,0.002225196752285669,0.008476940008707311
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2026,ringdown_plus_all_shooting,9,9,7.019877052062172e-05,0.02807950820824869,0.005118210493251242,0.01949794473619521
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2026,ringdown_plus_photon_geometry,9,9,7.548611893792905e-05,0.030194447575171614,0.010076761114946523,0.03838766139027247
Jacobian local inverse,grouped_physical_interpolation,,blocks_3x3_g8,2027,all_shooting,9,9,9.204053867089247e-05,0.036816215468356984,0.003925852874705217,0.014955629998877016
