k,wq,observable_set,sigma_max_81,sigma_min_81,condition_number_81,cosine_similarity_81,sensitivity_angle_deg_81,numerical_rank_81,gram_determinant_81,derivative_scheme_k_81,derivative_scheme_wq_81,derivative_quality_81,missing_features_81,feature_count_81,rank_tolerance_81,parameter_k_scale_81,parameter_wq_scale_81,sigma_max_161,sigma_min_161,condition_number_161,cosine_similarity_161,sensitivity_angle_deg_161,numerical_rank_161,gram_determinant_161,derivative_scheme_k_161,derivative_scheme_wq_161,derivative_quality_161,missing_features_161,feature_count_161,rank_tolerance_161,parameter_k_scale_161,parameter_wq_scale_161,sigma_max_321,sigma_min_321,condition_number_321,cosine_similarity_321,sensitivity_angle_deg_321,numerical_rank_321,gram_determinant,derivative_scheme_k,derivative_scheme_wq,derivative_quality_321,missing_features,feature_count,rank_tolerance,parameter_k_scale,parameter_wq_scale
0.00025,-0.58,ringdown_plus_all_shooting,4.354131479765464,0.5199653620336835,8.373887565770971,-0.8746491744920213,151.00348270216924,2,5.125684911923411,central,central,central,,75,4.3541314797654636e-10,0.0025,0.2625,4.354165228082275,0.5202404720405062,8.369524214454538,-0.874513984893772,150.98750798825742,2,5.131189815765207,central,central,central,,75,4.3541652280822745e-10,0.0025,0.2625,4.29733510434208,0.5254593941978084,8.17824393624668,-0.8715671804442153,150.6412698446992,2,5.098903159916109,central,central,central,,75,4.2973351043420804e-10,0.0025,0.2625
0.0005,-0.7125,orbital,7.67253358853414,0.1985733945931845,38.638275808563314,-0.9980136328380724,176.38807013352957,2,2.3212382420130417,central,one_sided_forward,one_sided,,18,7.67253358853414e-10,0.0025,0.2625,7.6728342971562835,0.1986360360959564,38.627604778871614,-0.9980122647642268,176.38682611026803,2,2.322885048244323,central,one_sided_forward,one_sided,,18,7.672834297156284e-10,0.0025,0.2625,7.718678842399058,0.3276607946407804,23.55691913297459,-0.9948291719362321,174.17085316819885,2,6.396389516845658,central,one_sided_forward,one_sided,,18,7.718678842399058e-10,0.0025,0.2625
0.0005,-0.7125,photon_geometry,10.228175100131988,0.7806266739298873,13.102518068772325,-0.984801463219804,169.99792487570895,2,63.75042472797078,central,one_sided_forward,one_sided,,27,1.0228175100131988e-09,0.0025,0.2625,10.230305095894478,0.7826541240818443,13.071297756075792,-0.9847303136487292,169.97448085999983,2,64.10869369321338,central,one_sided_forward,one_sided,,27,1.0230305095894479e-09,0.0025,0.2625,10.248156488046071,0.758364685226206,13.513493821233563,-0.9858281154053306,170.34247882100178,2,60.40149650694874,central,one_sided_forward,one_sided,,27,1.0248156488046072e-09,0.0025,0.2625
0.0005,-0.7125,redshift,5.554264928669875,0.1869854401247788,29.70426427300122,-0.996910144688987,175.49475315912656,2,1.0786207327228985,central,one_sided_forward,one_sided,,9,5.554264928669874e-10,0.0025,0.2625,5.55291654216648,0.1872129543769583,29.66096315635045,-0.9969002880954202,175.48756933404445,2,1.0807222335956936,central,one_sided_forward,one_sided,,9,5.552916542166478e-10,0.0025,0.2625,5.557422796733822,0.17368703426085605,31.996762570010105,-0.9973436258102121,175.8228656825855,2,0.9317119711848758,central,one_sided_forward,one_sided,,9,5.557422796733822e-10,0.0025,0.2625
0.0005,-0.7125,timing,6.313015085437298,1.4414876603071494,4.379513789311337,-0.8554287241174167,148.80713069424633,2,82.81242689661248,central,one_sided_forward,one_sided,,17,6.313015085437297e-10,0.0025,0.2625,6.3137210336496885,1.4421156952684322,4.378096053156448,-0.8553560389195588,148.79909071104692,2,82.903140982226,central,one_sided_forward,one_sided,,17,6.313721033649689e-10,0.0025,0.2625,6.350788820214278,1.367261179719559,4.644898073912183,-0.8732221751966109,150.83526386801074,2,75.39773672836381,central,one_sided_forward,one_sided,,17,6.350788820214278e-10,0.0025,0.2625
0.0005,-0.7125,all_shooting,15.29774045997367,1.7111844900441922,8.939854556289601,-0.9658757784952796,164.98892471988583,2,685.2487425702903,central,one_sided_forward,one_sided,,71,1.5297740459973671e-09,0.0025,0.2625,15.299113537092536,1.7127051767526111,8.9327186866455,-0.9658217351813972,164.97697421296004,2,686.5904462688962,central,one_sided_forward,one_sided,,71,1.5299113537092534e-09,0.0025,0.2625,15.352261157054691,1.6463011672735453,9.325305395050965,-0.9690540335815311,165.70888756958703,2,638.7975934696248,central,one_sided_forward,one_sided,,71,1.535226115705469e-09,0.0025,0.2625
0.0005,-0.7125,ringdown_only,2.3666361598249197,0.1852672580541533,12.774173832340928,-0.7436598728360593,138.04412093382396,2,0.1922473400937027,central,one_sided_forward,one_sided,,4,2.3666361598249195e-10,0.0025,0.2625,2.3666361598249197,0.1852672580541533,12.774173832340928,-0.7436598728360593,138.04412093382396,2,0.1922473400937027,central,one_sided_forward,one_sided,,4,2.3666361598249195e-10,0.0025,0.2625,2.3666361598248615,0.18526725805423752,12.77417383233481,-0.7436598728360753,138.04412093382533,2,0.19224734009386812,central,one_sided_forward,one_sided,,4,2.3666361598248616e-10,0.0025,0.2625
0.0005,-0.7125,ringdown_plus_photon_geometry,10.452221480750492,1.2693701864493971,8.234179116800272,-0.960443806271094,163.83085853519057,2,176.03288038885825,central,one_sided_forward,one_sided,,31,1.045222148075049e-09,0.0025,0.2625,10.454300832307403,1.2706591244473338,8.227462921540383,-0.960383756043764,163.81850783910753,2,176.46074367881224,central,one_sided_forward,one_sided,,31,1.0454300832307403e-09,0.0025,0.2625,10.470965326075374,1.2625387951677893,8.29357906953172,-0.9613488111272723,164.01811832245994,2,174.76839859939193,central,one_sided_forward,one_sided,,31,1.0470965326075375e-09,0.0025,0.2625
0.0005,-0.7125,ringdown_plus_all_shooting,15.451037693892896,1.9620755315435283,7.874843473399747,-0.9554243551606628,162.82830990386475,2,919.0661008728118,central,one_sided_forward,one_sided,,75,1.5451037693892895e-09,0.0025,0.2625,15.452398572436032,1.9633907078821216,7.870261639928148,-0.955373171579032,162.81837960762192,2,920.4607322390448,central,one_sided_forward,one_sided,,75,1.5452398572436031e-09,0.0025,0.2625,15.504161429672823,1.9127203664726857,8.105817087243436,-0.9585039967903339,163.43642370650232,2,879.4264584338304,central,one_sided_forward,one_sided,,75,1.5504161429672824e-09,0.0025,0.2625
0.0005,-0.61,orbital,3.023512554933052,0.0577264973373254,52.3765115569913,-0.9990794198375156,177.5413214135401,2,0.0304630908721211,central,central,central,,18,3.0235125549330524e-10,0.0025,0.2625,3.023876697714309,0.0577250121994955,52.38416732185176,-0.9990796708858364,177.54165673683215,2,0.0304688612665492,central,central,central,,18,3.0238766977143096e-10,0.0025,0.2625,3.025118547011957,0.057734480072174056,52.397086511045856,-0.9990801249476751,177.54226333983524,2,0.030503896224721393,central,central,central,,18,3.025118547011957e-10,0.0025,0.2625
0.0005,-0.61,photon_geometry,3.5619833589092327,0.3144937211591808,11.326087356466926,-0.9813122131299692,168.90581945590583,2,1.2548959878195216,central,central,central,,27,3.5619833589092325e-10,0.0025,0.2625,3.562654782142931,0.3145932916359699,11.324636846565184,-0.9813072998925524,168.9043565825995,2,1.2561641603576514,central,central,central,,27,3.5626547821429307e-10,0.0025,0.2625,3.5585862352866893,0.31462820197935726,11.310449009018486,-0.9812646802070881,168.8916749277125,2,1.2535748946315162,central,central,central,,27,3.5585862352866895e-10,0.0025,0.2625
0.0005,-0.61,redshift,1.6981949768710145,0.1380714853792399,12.299389495279168,-0.984714035927858,169.96912492108527,2,0.054977260836676,central,central,central,,9,1.6981949768710146e-10,0.0025,0.2625,1.6984062300769227,0.1382031566454957,12.289199981397648,-0.9846879713610236,169.9605546577177,2,0.0550958736323787,central,central,central,,9,1.6984062300769227e-10,0.0025,0.2625,1.6984897810839734,0.13828352898673002,12.282661525415396,-0.9846717908843154,169.95523801276627,2,0.055165401699972694,central,central,central,,9,1.6984897810839735e-10,0.0025,0.2625
0.0005,-0.61,timing,2.9516225713678166,0.6096980441215903,4.841121928839882,-0.8465612497706401,147.83959872319636,2,3.2385547926883795,central,central,central,,17,2.9516225713678165e-10,0.0025,0.2625,2.949466506221544,0.6108574070781799,4.828404259398724,-0.8457717696641408,147.75471913136886,2,3.246135365899603,central,central,central,,17,2.9494665062215435e-10,0.0025,0.2625,2.949002022672452,0.6108515440868494,4.827690215764061,-0.8457712102134138,147.75465905368563,2,3.245050747468288,central,central,central,,17,2.9490020226724524e-10,0.0025,0.2625
0.0005,-0.61,all_shooting,5.762580271979643,0.8432071515807565,6.834121676004005,-0.9444648259852956,160.81541688680124,2,23.61035618238152,central,central,central,,71,5.762580271979643e-10,0.0025,0.2625,5.7621298971417785,0.8442054384579871,6.82550672460343,-0.9443320805884508,160.79228526363715,2,23.66259552047437,central,central,central,,71,5.762129897141779e-10,0.0025,0.2625,5.760067161537727,0.8441392640835502,6.823598198327158,-0.9443063926864366,160.78781209888183,2,23.641950153509065,central,central,central,,71,5.760067161537727e-10,0.0025,0.2625
0.0005,-0.61,ringdown_only,1.985491700224848,0.1255966965835248,15.808470718053067,-0.8252511517204056,145.61396252355593,2,0.062185994712271,central,central,central,,4,1.9854917002248484e-10,0.0025,0.2625,1.985491700224848,0.1255966965835248,15.808470718053067,-0.8252511517204056,145.61396252355593,2,0.062185994712271,central,central,central,,4,1.9854917002248484e-10,0.0025,0.2625,1.985491700224816,0.12559669658359127,15.80847071804445,-0.8252511517203542,145.61396252355073,2,0.06218599471233482,central,central,central,,4,1.985491700224816e-10,0.0025,0.2625
0.0005,-0.61,ringdown_plus_photon_geometry,3.997128833784652,0.8760962605653833,4.562431109117084,-0.8664477958468187,150.04843803416898,2,12.263090865432586,central,central,central,,31,3.9971288337846517e-10,0.0025,0.2625,3.997722415633418,0.8761537223939744,4.562809371750621,-0.8664766440063052,150.05174880458233,2,12.268342490013652,central,central,central,,31,3.9977224156334174e-10,0.0025,0.2625,3.9941011425632924,0.8761476954724021,4.558707582298381,-0.8662264524933144,150.02304651381712,2,12.245957914276538,central,central,central,,31,3.9941011425632923e-10,0.0025,0.2625
0.0005,-0.61,ringdown_plus_all_shooting,6.045421934861135,1.1528899092455474,5.243711378146476,-0.8992729900926617,154.06266896911555,2,48.57680097138096,central,central,central,,75,6.045421934861135e-10,0.0025,0.2625,6.044990511999451,1.1536313560007965,5.239967239582622,-0.8991418818404432,154.04549968311906,2,48.632360603634574,central,central,central,,75,6.04499051199945e-10,0.0025,0.2625,6.043020073535167,1.1536052250653943,5.23837786292326,-0.8990864919045753,154.03824926737104,2,48.59845946257398,central,central,central,,75,6.043020073535167e-10,0.0025,0.2625
0.0005,-0.55,orbital,1.566046213513314,0.0470102730241417,33.312850846645475,-0.997804211804444,176.20237258854752,2,0.0054199426921386,central,central,central,,18,1.5660462135133137e-10,0.0025,0.2625,1.5662720834295487,0.0468833289121873,33.40786842084488,-0.9978165222401048,176.2130369213559,2,0.0053922658575543,central,central,central,,18,1.5662720834295487e-10,0.0025,0.2625,1.5768601157369126,0.05398092636418841,29.211431184015776,-0.9971964008627011,175.70861867524332,2,0.0072454773539052325,central,central,central,,18,1.5768601157369127e-10,0.0025,0.2625
0.0005,-0.55,photon_geometry,1.8041005469581808,0.1606881371387884,11.227341228058147,-0.981209781613151,168.87536067211616,2,0.0840405930337846,central,central,central,,27,1.804100546958181e-10,0.0025,0.2625,1.8044990283284732,0.1607346693511172,11.22657007111908,-0.981207066342386,168.8745543861685,2,0.0841264237796453,central,central,central,,27,1.8044990283284736e-10,0.0025,0.2625,1.8080052500808257,0.16028850696307193,11.279693624555147,-0.9815419326228707,168.97443038828277,2,0.08398546704898881,central,central,central,,27,1.8080052500808259e-10,0.0025,0.2625
0.0005,-0.55,redshift,0.810203343180582,0.0962411094269705,8.418474683060241,-0.9681710711045344,165.50536274739008,2,0.0060800801346126,central,central,central,,9,8.102033431805819e-11,0.0025,0.2625,0.8103563610676826,0.0963362072070546,8.411752803657617,-0.9681168285952642,165.4929508536099,2,0.0060944031399043,central,central,central,,9,8.103563610676826e-11,0.0025,0.2625,0.8114771181421633,0.09501764466214824,8.540278187567282,-0.969132526595019,165.72711788230768,2,0.00594512619778045,central,central,central,,9,8.114771181421633e-11,0.0025,0.2625
0.0005,-0.55,timing,1.958662627616223,0.33824895808202,5.79059471083804,-0.8735051726722665,150.86855396500582,2,0.438926911001769,central,central,central,,17,1.9586626276162228e-10,0.0025,0.2625,1.9580709128267877,0.33877960561969,5.77977800418392,-0.8729059788919145,150.79810941145632,2,0.440039181556204,central,central,central,,17,1.958070912826788e-10,0.0025,0.2625,1.9620790365982543,0.3422623872725974,5.7326750164795115,-0.8742455897129118,150.95581677636946,2,0.45097383548001296,central,central,central,,17,1.9620790365982543e-10,0.0025,0.2625
0.0005,-0.55,all_shooting,3.174653842913888,0.5228255944021881,6.072108704899703,-0.9260835179514284,157.83231151035457,2,2.7549037816910364,central,central,central,,71,3.1746538429138876e-10,0.0025,0.2625,3.1746138526121426,0.5235045056325585,6.064157649944595,-0.9258843499256244,157.80208743540763,2,2.76199356051224,central,central,central,,71,3.174613852612142e-10,0.0025,0.2625,3.1845049544262496,0.5266179864923328,6.047087331060261,-0.9266587921501757,157.91983091609418,2,2.8123879873582163,central,central,central,,71,3.1845049544262497e-10,0.0025,0.2625
0.0005,-0.55,ringdown_only,1.7808861633781796,0.0968553154036866,18.387077218793443,-0.8715154337683834,150.63522307214737,2,0.0297522105500584,central,central,central,,4,1.7808861633781796e-10,0.0025,0.2625,1.7808861633781796,0.0968553154036866,18.387077218793443,-0.8715154337683834,150.63522307214737,2,0.0297522105500584,central,central,central,,4,1.7808861633781796e-10,0.0025,0.2625,1.780886163378198,0.09685531540356827,18.3870772188161,-0.8715154337685167,150.63522307216297,2,0.029752210549986342,central,central,central,,4,1.7808861633781982e-10,0.0025,0.2625
0.0005,-0.55,ringdown_plus_photon_geometry,2.463399276406816,0.6270565723952808,3.9285120112798224,-0.755413638006596,139.0615256806784,2,2.386069379379785,central,central,central,,31,2.463399276406816e-10,0.0025,0.2625,2.463676824376407,0.6271246775834926,3.928527950565945,-0.7554589591911358,139.0654887835774,2,2.387125531603532,central,central,central,,31,2.4636768243764073e-10,0.0025,0.2625,2.4645875061985127,0.633498455490083,3.8904396448636556,-0.7543173923162657,138.96576071495232,2,2.437696343559952,central,central,central,,31,2.4645875061985127e-10,0.0025,0.2625
0.0005,-0.55,ringdown_plus_all_shooting,3.5902036208829444,0.8019651265003443,4.476757781912607,-0.8356419845731267,146.68274530550937,2,8.289896873030399,central,central,central,,75,3.590203620882944e-10,0.0025,0.2625,3.590192730461467,0.8022983969757993,4.474884586575787,-0.8354854921990335,146.66642484943094,2,8.296737990236876,central,central,central,,75,3.5901927304614665e-10,0.0025,0.2625,3.5971872055635212,0.8121446888495375,4.4292442651557575,-0.8354213437331509,146.65973690289394,2,8.534791128853891,central,central,central,,75,3.5971872055635213e-10,0.0025,0.2625
0.0005,-0.5,orbital,0.8740670883456044,0.0401880805007517,21.74941120487836,-0.9949612904050016,174.2458680024803,2,0.0012339116446119,central,central,central,,18,8.740670883456043e-11,0.0025,0.2625,0.8743758259800385,0.0402498685040063,21.723693976615227,-0.9949495812008912,174.23918038143202,2,0.0012385832882158,central,central,central,,18,8.743758259800385e-11,0.0025,0.2625,0.847078556589074,0.06267400534564689,13.515628240407473,-0.9856251944358574,170.27341832781354,2,0.00281852749940248,central,central,central,,18,8.470785565890741e-11,0.0025,0.2625
0.0005,-0.5,photon_geometry,1.000143132680164,0.1044868679015287,9.57195055002248,-0.974505014541154,167.03441692657424,2,0.010920631091202,central,central,central,,27,1.000143132680164e-10,0.0025,0.2625,1.0003798957529222,0.1045125553306189,9.571863328652556,-0.9745044196519264,167.0342650118983,2,0.0109311749051864,central,central,central,,27,1.0003798957529222e-10,0.0025,0.2625,0.9821972050242934,0.11678368391515268,8.410397515271852,-0.9655934647720502,164.92659928412485,2,0.013157147081270446,central,central,central,,27,9.821972050242934e-11,0.0025,0.2625
0.0005,-0.5,redshift,0.4334804420428358,0.0769293338251647,5.63478741448607,-0.9298085419155993,158.40498982500603,2,0.0011120465278549,central,central,central,,9,4.334804420428358e-11,0.0025,0.2625,0.4336202018144351,0.0769977577134699,5.631595187850228,-0.9297134768564692,158.3901952434992,2,0.0011147440696127,central,central,central,,9,4.336202018144352e-11,0.0025,0.2625,0.43030518505193427,0.08062509571586919,5.33711223820896,-0.9208282521077181,157.04746865345194,2,0.0012036317767933336,central,central,central,,9,4.3030518505193425e-11,0.0025,0.2625
0.0005,-0.5,timing,1.4149642256561965,0.211910752926042,6.677170488606713,-0.8940107969573683,153.3816511309204,2,0.089907704327947,central,central,central,,17,1.4149642256561963e-10,0.0025,0.2625,1.4151541076147918,0.2121318564877639,6.671106033036672,-0.8936629414506512,153.33720197547294,2,0.0901196005465278,central,central,central,,17,1.4151541076147915e-10,0.0025,0.2625,1.4045887945104578,0.21639697510028763,6.490796804620357,-0.8762063502715293,151.1880698696214,2,0.09238485259111077,central,central,central,,17,1.404588794510458e-10,0.0025,0.2625
0.0005,-0.5,all_shooting,1.973083796053796,0.3529955028514663,5.589543719722773,-0.9053698226849648,154.87313810127472,2,0.4850979116171835,central,central,central,,71,1.973083796053796e-10,0.0025,0.2625,1.9734560522512303,0.3534449940297275,5.583488479356556,-0.905136484680997,154.84167152699476,2,0.4865176369018127,central,central,central,,71,1.9734560522512303e-10,0.0025,0.2625,1.9456432426821362,0.3544750391909589,5.488801826844571,-0.89322294290013,153.28107690747711,2,0.47566121243434883,central,central,central,,71,1.9456432426821364e-10,0.0025,0.2625
0.0005,-0.5,ringdown_only,1.620464805205469,0.0785718670502992,20.62398242577205,-0.9001405098160818,154.17654277528183,2,0.0162111323831347,central,central,central,,4,1.6204648052054691e-10,0.0025,0.2625,1.620464805205469,0.0785718670502992,20.62398242577205,-0.9001405098160818,154.17654277528183,2,0.0162111323831347,central,central,central,,4,1.6204648052054691e-10,0.0025,0.2625,1.6204648052054762,0.07857186705031838,20.62398242576711,-0.9001405098160631,154.17654277527936,2,0.016211132383142857,central,central,central,,4,1.6204648052054764e-10,0.0025,0.2625
0.0005,-0.5,ringdown_plus_photon_geometry,1.8617376969405428,0.4209706194059815,4.422488437714685,-0.6749930738058657,132.45361234799984,2,0.6142434836741929,central,central,central,,31,1.8617376969405428e-10,0.0025,0.2625,1.861850242278378,0.4210418133364858,4.422007941502083,-0.6750181517620195,132.45555980872345,2,0.614525552724225,central,central,central,,31,1.8618502422783778e-10,0.0025,0.2625,1.8577064030733998,0.3991947163575875,4.653634747533377,-0.6806575989628724,132.89505154129617,2,0.5499506566009896,central,central,central,,31,1.8577064030734e-10,0.0025,0.2625
0.0005,-0.5,ringdown_plus_all_shooting,2.515717157790334,0.5664913030966257,4.440875162669941,-0.775078077923299,140.8121119235185,2,2.031000906571901,central,central,central,,75,2.5157171577903335e-10,0.0025,0.2625,2.5160413520538527,0.5666284425689149,4.440372496387428,-0.7749720363807018,140.80249736487147,2,2.032508125729578,central,central,central,,75,2.516041352053853e-10,0.0025,0.2625,2.5009283349976084,0.5372312049868058,4.65521792439259,-0.7722686534475021,140.55805134265873,2,1.8051984643208454,central,central,central,,75,2.5009283349976085e-10,0.0025,0.2625
0.0005,-0.475,orbital,0.6476105184191115,0.0370989448996103,17.45630556803014,-0.9922336508331392,172.8545832963166,2,0.0005772326718752,central,central,central,,18,6.476105184191116e-11,0.0025,0.2625,0.6478661250656443,0.037130850517972,17.448189740551854,-0.9922268470915422,172.85145003124617,2,0.0005786824876823,central,central,central,,18,6.478661250656444e-11,0.0025,0.2625,0.7271916194149985,0.04649087686602048,15.64159827552086,-0.9907730331163627,172.21064293175834,2,0.0011429657205155408,central,central,central,,18,7.271916194149985e-11,0.0025,0.2625
0.0005,-0.475,photon_geometry,0.7408237800649586,0.0873426620025089,8.481809039020114,-0.9676989374735632,165.39767420159012,2,0.0041868044511988,central,central,central,,27,7.408237800649587e-11,0.0025,0.2625,0.7410029667697958,0.087361918472638,8.48199054834035,-0.9677002045215668,165.39796216158734,2,0.004190677291806,central,central,central,,27,7.410029667697959e-11,0.0025,0.2625,0.7878960447709629,0.0898252964968581,8.771427153580527,-0.9705079363342576,166.05034768032397,2,0.005008816938789135,central,central,central,,27,7.87896044770963e-11,0.0025,0.2625
0.0005,-0.475,redshift,0.3188711405513977,0.0691515622254301,4.611192145043609,-0.8944480145156019,153.43761679888493,2,0.0004862217947234,central,central,central,,9,3.1887114055139776e-11,0.0025,0.2625,0.319010097194621,0.0692060111808237,4.609572084151778,-0.8943379408331772,153.42351661728782,2,0.0004874123128346,central,central,central,,9,3.1901009719462105e-11,0.0025,0.2625,0.3280859151808075,0.06818752158575764,4.811524272343328,-0.9030381602898924,154.56033888968102,2,0.0005004779909061496,central,central,central,,9,3.280859151808075e-11,0.0025,0.2625
0.0005,-0.475,timing,1.208357594823878,0.1679567295631155,7.194457750916115,-0.904593144158362,154.76854204572322,2,0.0411894289705909,central,central,central,,17,1.2083575948238778e-10,0.0025,0.2625,1.2087688407169077,0.1680872569288813,7.191317550195636,-0.9043640723299702,154.73777002472642,2,0.0412815592228509,central,central,central,,17,1.2087688407169075e-10,0.0025,0.2625,1.255240660466323,0.19066116988731008,6.583619838314381,-0.8995257745284128,154.09580226019483,2,0.057276768095148374,central,central,central,,17,1.255240660466323e-10,0.0025,0.2625
0.0005,-0.475,all_shooting,1.5779786208051056,0.2863670443434809,5.510335955112245,-0.8965811812044595,153.71225536057926,2,0.2041965047476236,central,central,central,,71,1.5779786208051058e-10,0.0025,0.2625,1.5784689522295008,0.2866964157463022,5.505715682285644,-0.896359540132753,153.68359593024553,2,0.2047937105419849,central,central,central,,71,1.578468952229501e-10,0.0025,0.2625,1.6700157998832452,0.30844082999295963,5.4143798015371845,-0.9013258426516008,154.33289432134077,2,0.2653291014128709,central,central,central,,71,1.6700157998832453e-10,0.0025,0.2625
0.0005,-0.475,ringdown_only,1.543781614634727,0.0709633530675794,21.75463176274323,-0.9115688479964212,155.72306303715214,2,0.0120016231271684,central,central,central,,4,1.543781614634727e-10,0.0025,0.2625,1.543781614634727,0.0709633530675794,21.75463176274323,-0.9115688479964212,155.72306303715214,2,0.0120016231271684,central,central,central,,4,1.543781614634727e-10,0.0025,0.2625,1.5437816146348373,0.0709633530676932,21.754631762709923,-0.9115688479962305,155.72306303712554,2,0.012001623127208656,central,central,central,,4,1.5437816146348373e-10,0.0025,0.2625
0.0005,-0.475,ringdown_plus_photon_geometry,1.683872100521823,0.3306370123903842,5.092811867455629,-0.6616275752971809,131.42411937053754,2,0.3099710530682708,central,central,central,,31,1.6838721005218228e-10,0.0025,0.2625,1.6839394933216083,0.3307004015047756,5.092039458250524,-0.661632204906083,131.4244731265197,2,0.310114740266354,central,central,central,,31,1.6839394933216086e-10,0.0025,0.2625,1.7000003093972185,0.35657422855415605,4.767591635240752,-0.6566764504344292,131.04688987068894,2,0.367449705305839,central,central,central,,31,1.7000003093972186e-10,0.0025,0.2625
0.0005,-0.475,ringdown_plus_all_shooting,2.1783485330982586,0.4638078819031284,4.696661307608463,-0.7534302607204947,138.88839780991344,2,1.0207772551217442,central,central,central,,75,2.1783485330982584e-10,0.0025,0.2625,2.178733117477856,0.4638734115276454,4.696826900043203,-0.7533784651892844,138.88388464514912,2,1.0214262861194028,central,central,central,,75,2.178733117477856e-10,0.0025,0.2625,2.238901776670677,0.5096124243486042,4.393342214002105,-0.7552602451670342,139.04811461535692,2,1.3018174751151075,central,central,central,,75,2.238901776670677e-10,0.0025,0.2625
0.00075,-0.475,orbital,0.7550332205998777,0.0476485841324933,15.845868966439925,-0.9920648145960052,172.77723022336534,2,0.0012942915666906,central,central,central,,18,7.550332205998776e-11,0.0025,0.2625,0.7552915990555202,0.0476624687350805,15.846673894581755,-0.9920656166735204,172.77759575051,2,0.0012959324811408,central,central,central,,18,7.552915990555203e-11,0.0025,0.2625,0.7211140708938424,0.07632825246770908,9.447538068540375,-0.9777140678560887,167.88110834791325,2,0.0030295531667769277,central,central,central,,18,7.211140708938425e-11,0.0025,0.2625
0.00075,-0.475,photon_geometry,0.8652097722164602,0.1114132442666317,7.765771277119074,-0.9673771935834296,165.32473088771252,2,0.0092921555967784,central,central,central,,27,8.652097722164602e-11,0.0025,0.2625,0.8654151869363866,0.1114378566466605,7.765899425725544,-0.9673782519227316,165.3249702449395,2,0.0093006762119155,central,central,central,,27,8.654151869363865e-11,0.0025,0.2625,0.8437179763093591,0.11957773807163205,7.055811473904422,-0.9605431116725393,163.851303124277,2,0.010178769334678216,central,central,central,,27,8.437179763093591e-11,0.0025,0.2625
0.00075,-0.475,redshift,0.373879986159716,0.0884675863474256,4.226180475766941,-0.8939467090044589,153.37345677107737,2,0.0010940389728858,central,central,central,,9,3.738799861597161e-11,0.0025,0.2625,0.3740061627616907,0.0885465287607737,4.223837659092696,-0.8938363217189725,153.35934800298233,2,0.0010967322082527,central,central,central,,9,3.740061627616907e-11,0.0025,0.2625,0.3699896566301791,0.08592800097550746,4.305810125102751,-0.8975194174380876,153.83389747368213,2,0.0010107612489009563,central,central,central,,9,3.699896566301791e-11,0.0025,0.2625
0.00075,-0.475,timing,1.2827064643395203,0.2376598345212182,5.397237050693144,-0.9040132044095004,154.69070449178076,2,0.0929321848560756,central,central,central,,17,1.2827064643395207e-10,0.0025,0.2625,1.2829853256533323,0.2378750063293233,5.39352723706129,-0.9037798550968626,154.65944815845322,2,0.0931410230548864,central,central,central,,17,1.2829853256533325e-10,0.0025,0.2625,1.2567980633888314,0.2501174794121725,5.02483099678825,-0.8922986301067785,153.16352819004152,2,0.0988141393544721,central,central,central,,17,1.2567980633888313e-10,0.0025,0.2625
0.00075,-0.475,all_shooting,1.7413359581147798,0.3879772186360771,4.488242800019024,-0.895918467236947,153.62664879102962,2,0.4564335787693136,central,central,central,,71,1.74133595811478e-10,0.0025,0.2625,1.7417144856385132,0.3884411985592511,4.483856223538142,-0.8956976091642197,153.5981765480278,2,0.4577248580384312,central,central,central,,71,1.7417144856385132e-10,0.0025,0.2625,1.6940220420131906,0.4106772194066662,4.124947676573494,-0.8802841456514676,151.67665875511955,2,0.48399328872086744,central,central,central,,71,1.6940220420131907e-10,0.0025,0.2625
0.00075,-0.475,ringdown_only,1.5539460345314362,0.105748768629047,14.694696256771342,-0.9115688479965808,155.72306303717437,2,0.0270036520360788,central,central,central,,4,1.5539460345314362e-10,0.0025,0.2625,1.5539460345314362,0.105748768629047,14.694696256771342,-0.9115688479965808,155.72306303717437,2,0.0270036520360788,central,central,central,,4,1.5539460345314362e-10,0.0025,0.2625,1.5539460345313914,0.10574876862916104,14.694696256755076,-0.9115688479964575,155.72306303715717,2,0.027003652036135486,central,central,central,,4,1.5539460345313915e-10,0.0025,0.2625
0.00075,-0.475,ringdown_plus_photon_geometry,1.7186283166138927,0.4829582285998533,3.558544434777262,-0.6616457704248073,131.42550970107237,2,0.6889426417660759,central,central,central,,31,1.7186283166138927e-10,0.0025,0.2625,1.718708763542882,0.4830456583984323,3.5580668900769483,-0.6616498936004949,131.42582476631722,2,0.6892566245677447,central,central,central,,31,1.718708763542882e-10,0.0025,0.2625,1.7063714831557317,0.49029205660016145,3.480316395473028,-0.6485137548000875,130.42963885882128,2,0.6999336665901466,central,central,central,,31,1.7063714831557318e-10,0.0025,0.2625
0.00075,-0.475,ringdown_plus_all_shooting,2.2732976557935336,0.6639473545924125,3.4239125136496367,-0.7529435695082056,138.8460063878653,2,2.2781373161368617,central,central,central,,75,2.2732976557935334e-10,0.0025,0.2625,2.2736416055498965,0.6640337672409458,3.423984920220031,-0.7528940900053791,138.8416986701905,2,2.279419948795664,central,central,central,,75,2.2736416055498962e-10,0.0025,0.2625,2.2348560000336923,0.6853584440144846,3.2608571756160636,-0.7339476089773216,137.2183650877785,2,2.346035751959369,central,central,central,,75,2.2348560000336925e-10,0.0025,0.2625
