feature_set,row_id,point_id,k,wq,neighbor_row_id,neighbor_point_id,neighbor_k,neighbor_wq,d_O,d_theta
ringdown_plus_photon_geometry,64,k0p001250000_wqm0p475000000,0.00125,-0.475,65,k0p001250000_wqm0p450000000,0.00125,-0.45,0.01650190830042486,0.09523809523809511
ringdown_plus_photon_geometry,65,k0p001250000_wqm0p450000000,0.00125,-0.45,64,k0p001250000_wqm0p475000000,0.00125,-0.475,0.01650190830042486,0.09523809523809511
ringdown_plus_photon_geometry,66,k0p001500000_wqm0p712500000,0.0015,-0.7125,89,k0p002000000_wqm0p690000000,0.002,-0.69,0.11838178672697246,0.2175935173103975
ringdown_plus_photon_geometry,67,k0p001500000_wqm0p690000000,0.0015,-0.69,90,k0p002000000_wqm0p666666667,0.002,-0.6666666666666666,0.08513553934005355,0.21886350670658009
ringdown_plus_photon_geometry,68,k0p001500000_wqm0p666666667,0.0015,-0.6666666666666666,56,k0p001250000_wqm0p690000000,0.00125,-0.69,0.07609212324702679,0.13379549531991436
ringdown_plus_photon_geometry,69,k0p001500000_wqm0p640000000,0.0015,-0.64,57,k0p001250000_wqm0p666666667,0.00125,-0.6666666666666666,0.07030529493978808,0.14254816675001236
ringdown_plus_photon_geometry,70,k0p001500000_wqm0p610000000,0.0015,-0.61,81,k0p001750000_wqm0p610000000,0.00175,-0.61,0.05794731662364889,0.1
ringdown_plus_photon_geometry,71,k0p001500000_wqm0p580000000,0.0015,-0.58,83,k0p001750000_wqm0p550000000,0.00175,-0.55,0.0472735855716006,0.15185922589620904
ringdown_plus_photon_geometry,72,k0p001500000_wqm0p550000000,0.0015,-0.55,84,k0p001750000_wqm0p525000000,0.00175,-0.525,0.03192034871696587,0.13809523809523816
ringdown_plus_photon_geometry,73,k0p001500000_wqm0p525000000,0.0015,-0.525,85,k0p001750000_wqm0p500000000,0.00175,-0.5,0.027435327077941614,0.13809523809523816
ringdown_plus_photon_geometry,74,k0p001500000_wqm0p500000000,0.0015,-0.5,86,k0p001750000_wqm0p475000000,0.00175,-0.475,0.023967957239278668,0.13809523809523816
ringdown_plus_photon_geometry,75,k0p001500000_wqm0p475000000,0.0015,-0.475,76,k0p001500000_wqm0p450000000,0.0015,-0.45,0.019717290822637963,0.09523809523809511
ringdown_plus_photon_geometry,76,k0p001500000_wqm0p450000000,0.0015,-0.45,75,k0p001500000_wqm0p475000000,0.0015,-0.475,0.019717290822637963,0.09523809523809511
ringdown_plus_photon_geometry,77,k0p001750000_wqm0p712500000,0.00175,-0.7125,100,k0p002250000_wqm0p690000000,0.00225,-0.69,0.11161379151743131,0.2175935173103974
ringdown_plus_photon_geometry,78,k0p001750000_wqm0p690000000,0.00175,-0.69,101,k0p002250000_wqm0p666666667,0.00225,-0.6666666666666666,0.09449800688853893,0.21886350670658
ringdown_plus_photon_geometry,79,k0p001750000_wqm0p666666667,0.00175,-0.6666666666666666,56,k0p001250000_wqm0p690000000,0.00125,-0.69,0.08588835043993076,0.21886350670658009
ringdown_plus_photon_geometry,80,k0p001750000_wqm0p640000000,0.00175,-0.64,91,k0p002000000_wqm0p640000000,0.002,-0.64,0.0697636978320365,0.1
ringdown_plus_photon_geometry,81,k0p001750000_wqm0p610000000,0.00175,-0.61,92,k0p002000000_wqm0p610000000,0.002,-0.61,0.056604552914362276,0.1
ringdown_plus_photon_geometry,82,k0p001750000_wqm0p580000000,0.00175,-0.58,93,k0p002000000_wqm0p580000000,0.002,-0.58,0.04754674203664318,0.1
ringdown_plus_photon_geometry,83,k0p001750000_wqm0p550000000,0.00175,-0.55,95,k0p002000000_wqm0p525000000,0.002,-0.525,0.035976790248937136,0.13809523809523816
ringdown_plus_photon_geometry,84,k0p001750000_wqm0p525000000,0.00175,-0.525,96,k0p002000000_wqm0p500000000,0.002,-0.5,0.030006419053294996,0.13809523809523816
ringdown_plus_photon_geometry,85,k0p001750000_wqm0p500000000,0.00175,-0.5,97,k0p002000000_wqm0p475000000,0.002,-0.475,0.025371957334909646,0.13809523809523816
ringdown_plus_photon_geometry,86,k0p001750000_wqm0p475000000,0.00175,-0.475,98,k0p002000000_wqm0p450000000,0.002,-0.45,0.02181803011083505,0.13809523809523802
ringdown_plus_photon_geometry,87,k0p001750000_wqm0p450000000,0.00175,-0.45,75,k0p001500000_wqm0p475000000,0.0015,-0.475,0.021281175345291687,0.13809523809523802
ringdown_plus_photon_geometry,88,k0p002000000_wqm0p712500000,0.002,-0.7125,111,k0p002500000_wqm0p690000000,0.0025,-0.69,0.20904813663678948,0.2175935173103975
ringdown_plus_photon_geometry,89,k0p002000000_wqm0p690000000,0.002,-0.69,66,k0p001500000_wqm0p712500000,0.0015,-0.7125,0.11838178672697246,0.2175935173103975
ringdown_plus_photon_geometry,90,k0p002000000_wqm0p666666667,0.002,-0.6666666666666666,67,k0p001500000_wqm0p690000000,0.0015,-0.69,0.08513553934005355,0.21886350670658009
ringdown_plus_photon_geometry,91,k0p002000000_wqm0p640000000,0.002,-0.64,80,k0p001750000_wqm0p640000000,0.00175,-0.64,0.0697636978320365,0.1
ringdown_plus_photon_geometry,92,k0p002000000_wqm0p610000000,0.002,-0.61,103,k0p002250000_wqm0p610000000,0.00225,-0.61,0.055453500007780696,0.09999999999999991
ringdown_plus_photon_geometry,93,k0p002000000_wqm0p580000000,0.002,-0.58,104,k0p002250000_wqm0p580000000,0.00225,-0.58,0.04691406975730307,0.09999999999999991
ringdown_plus_photon_geometry,94,k0p002000000_wqm0p550000000,0.002,-0.55,105,k0p002250000_wqm0p550000000,0.00225,-0.55,0.04014530793102044,0.09999999999999991
ringdown_plus_photon_geometry,95,k0p002000000_wqm0p525000000,0.002,-0.525,107,k0p002250000_wqm0p500000000,0.00225,-0.5,0.03310764689732521,0.13809523809523808
ringdown_plus_photon_geometry,96,k0p002000000_wqm0p500000000,0.002,-0.5,108,k0p002250000_wqm0p475000000,0.00225,-0.475,0.027275241389331652,0.13809523809523808
ringdown_plus_photon_geometry,97,k0p002000000_wqm0p475000000,0.002,-0.475,109,k0p002250000_wqm0p450000000,0.00225,-0.45,0.02277773035359065,0.13809523809523794
ringdown_plus_photon_geometry,98,k0p002000000_wqm0p450000000,0.002,-0.45,86,k0p001750000_wqm0p475000000,0.00175,-0.475,0.02181803011083505,0.13809523809523802
ringdown_plus_photon_geometry,99,k0p002250000_wqm0p712500000,0.00225,-0.7125,88,k0p002000000_wqm0p712500000,0.002,-0.7125,1.2813116713973463,0.09999999999999991
ringdown_plus_photon_geometry,100,k0p002250000_wqm0p690000000,0.00225,-0.69,77,k0p001750000_wqm0p712500000,0.00175,-0.7125,0.11161379151743131,0.2175935173103974
ringdown_plus_photon_geometry,101,k0p002250000_wqm0p666666667,0.00225,-0.6666666666666666,78,k0p001750000_wqm0p690000000,0.00175,-0.69,0.09449800688853893,0.21886350670658
ringdown_plus_photon_geometry,102,k0p002250000_wqm0p640000000,0.00225,-0.64,91,k0p002000000_wqm0p640000000,0.002,-0.64,0.07078483391191628,0.09999999999999991
ringdown_plus_photon_geometry,103,k0p002250000_wqm0p610000000,0.00225,-0.61,114,k0p002500000_wqm0p610000000,0.0025,-0.61,0.05460571590871743,0.10000000000000009
ringdown_plus_photon_geometry,104,k0p002250000_wqm0p580000000,0.00225,-0.58,115,k0p002500000_wqm0p580000000,0.0025,-0.58,0.046308866702283305,0.10000000000000009
ringdown_plus_photon_geometry,105,k0p002250000_wqm0p550000000,0.00225,-0.55,116,k0p002500000_wqm0p550000000,0.0025,-0.55,0.03988740140058161,0.10000000000000009
ringdown_plus_photon_geometry,106,k0p002250000_wqm0p525000000,0.00225,-0.525,117,k0p002500000_wqm0p525000000,0.0025,-0.525,0.03561356640734031,0.10000000000000009
ringdown_plus_photon_geometry,107,k0p002250000_wqm0p500000000,0.00225,-0.5,119,k0p002500000_wqm0p475000000,0.0025,-0.475,0.0295579207522483,0.13809523809523822
ringdown_plus_photon_geometry,108,k0p002250000_wqm0p475000000,0.00225,-0.475,120,k0p002500000_wqm0p450000000,0.0025,-0.45,0.02409827291985617,0.13809523809523808
ringdown_plus_photon_geometry,109,k0p002250000_wqm0p450000000,0.00225,-0.45,97,k0p002000000_wqm0p475000000,0.002,-0.475,0.02277773035359065,0.13809523809523794
ringdown_plus_photon_geometry,110,k0p002500000_wqm0p712500000,0.0025,-0.7125,99,k0p002250000_wqm0p712500000,0.00225,-0.7125,2.8819179903986534,0.10000000000000009
ringdown_plus_photon_geometry,111,k0p002500000_wqm0p690000000,0.0025,-0.69,88,k0p002000000_wqm0p712500000,0.002,-0.7125,0.20904813663678948,0.2175935173103975
ringdown_plus_photon_geometry,112,k0p002500000_wqm0p666666667,0.0025,-0.6666666666666666,89,k0p002000000_wqm0p690000000,0.002,-0.69,0.1304673237993545,0.21886350670658009
ringdown_plus_photon_geometry,113,k0p002500000_wqm0p640000000,0.0025,-0.64,102,k0p002250000_wqm0p640000000,0.00225,-0.64,0.07468454650830673,0.10000000000000009
ringdown_plus_photon_geometry,114,k0p002500000_wqm0p610000000,0.0025,-0.61,103,k0p002250000_wqm0p610000000,0.00225,-0.61,0.05460571590871743,0.10000000000000009
ringdown_plus_photon_geometry,115,k0p002500000_wqm0p580000000,0.0025,-0.58,104,k0p002250000_wqm0p580000000,0.00225,-0.58,0.046308866702283305,0.10000000000000009
ringdown_plus_photon_geometry,116,k0p002500000_wqm0p550000000,0.0025,-0.55,105,k0p002250000_wqm0p550000000,0.00225,-0.55,0.03988740140058161,0.10000000000000009
ringdown_plus_photon_geometry,117,k0p002500000_wqm0p525000000,0.0025,-0.525,106,k0p002250000_wqm0p525000000,0.00225,-0.525,0.03561356640734031,0.10000000000000009
ringdown_plus_photon_geometry,118,k0p002500000_wqm0p500000000,0.0025,-0.5,107,k0p002250000_wqm0p500000000,0.00225,-0.5,0.032238970236085365,0.10000000000000009
ringdown_plus_photon_geometry,119,k0p002500000_wqm0p475000000,0.0025,-0.475,107,k0p002250000_wqm0p500000000,0.00225,-0.5,0.0295579207522483,0.13809523809523822
ringdown_plus_photon_geometry,120,k0p002500000_wqm0p450000000,0.0025,-0.45,108,k0p002250000_wqm0p475000000,0.00225,-0.475,0.02409827291985617,0.13809523809523808
