protocol,fold,feature_set,target,noise,realization,R2,MAE,RMSE,NMAE,NRMSE
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.001,2,-14.352578670456685,0.0785022115146723,0.07998067128598602,0.29905604386541823,0.304688271565661
grouped_physical_interpolation,blocks_3x3_g8,ringdown,k,0.005,2,-0.8092524222679869,0.00025021076469018255,0.0002745642321834719,0.10008430587607302,0.10982569287338877
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.005,2,-14.37691797186231,0.07780533284511597,0.08004404509357724,0.29640126798139416,0.30492969559457994
grouped_physical_interpolation,blocks_3x3_g8,ringdown,k,0.01,2,-0.8136301665290344,0.00025081472006090584,0.0002748962051491007,0.10032588802436233,0.10995848205964026
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.01,2,-14.26896996608511,0.07791170591237462,0.07976259034912374,0.29680649871380804,0.3038574870442809
grouped_physical_interpolation,blocks_3x3_g8,ringdown,k,0.0,3,-0.8378491304372666,0.0002544285205210312,0.0002767255808586419,0.10177140820841248,0.11069023234345676
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.0,3,-14.352578670456685,0.0785022115146723,0.07998067128598602,0.29905604386541823,0.304688271565661
grouped_physical_interpolation,blocks_3x3_g8,ringdown,k,0.001,3,-0.8449568391949924,0.00025500978619014537,0.0002772601695756617,0.10200391447605815,0.11090406783026469
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.001,3,-14.428453237759605,0.07870060041209855,0.08017806546930296,0.29981181109370875,0.3054402494068684
grouped_physical_interpolation,blocks_3x3_g8,ringdown,k,0.005,3,-0.7511159534796104,0.0002418699639145046,0.00027011694639233043,0.09674798556580184,0.10804677855693216
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.005,3,-13.13702749542275,0.07411081020100736,0.07674912457541655,0.28232689600383754,0.2923776174301583
grouped_physical_interpolation,blocks_3x3_g8,ringdown,k,0.01,3,-0.7843304446093251,0.00024200753434669902,0.00027266664970018224,0.09680301373867961,0.1090666598800729
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.01,3,-12.001486367232124,0.0709615038899226,0.07360221454784303,0.2703295386282766,0.28038938875368774
grouped_physical_interpolation,blocks_3x3_g8,ringdown,k,0.0,4,-0.8378491304372666,0.0002544285205210312,0.0002767255808586419,0.10177140820841248,0.11069023234345676
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.0,4,-14.352578670456685,0.0785022115146723,0.07998067128598602,0.29905604386541823,0.304688271565661
grouped_physical_interpolation,blocks_3x3_g8,ringdown,k,0.001,4,-0.8415926583362252,0.00025476917499904034,0.00027700726963506944,0.10190766999961613,0.11080290785402777
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.001,4,-14.50056226852978,0.07888508955581683,0.08036521394165143,0.3005146268793022,0.3061531959681959
grouped_physical_interpolation,blocks_3x3_g8,ringdown,k,0.005,4,-0.7654462964457105,0.00024762200668649003,0.0002712199519797624,0.09904880267459601,0.10848798079190496
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.005,4,-13.825644931049704,0.07695271338353887,0.07859613256772906,0.29315319384205285,0.2994138383532535
grouped_physical_interpolation,blocks_3x3_g8,ringdown,k,0.01,4,-0.3826356126833437,0.00021427950030307908,0.00024002045161848046,0.08571180012123163,0.09600818064739218
grouped_physical_interpolation,blocks_3x3_g8,ringdown,wq,0.01,4,-14.301359385126894,0.07678459862523525,0.07984714403452096,0.2925127566675628,0.3041795963219846
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.0,0,-2.816073897567732,0.000439948513514393,0.0005460135284473079,0.1759794054057572,0.21840541137892314
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.0,0,-12.145235866191873,0.08569326995528746,0.09770210118656508,0.3264505522106189,0.3721984807107241
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.001,0,-2.452866838162852,0.00041330872993245,0.0005193796508638674,0.16532349197298002,0.20775186034554696
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.001,0,-12.743033712141262,0.08635678094716195,0.09989897176114393,0.3289782131320455,0.38056751147102447
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.005,0,-1.084459372011736,0.00034420406908000157,0.00040354477872773533,0.13768162763200062,0.16141791149109413
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.005,0,-13.921898819688902,0.08728518577480263,0.10409545256375889,0.33251499342781954,0.39655410500479576
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.01,0,-1.5696187578179055,0.0003750051365172199,0.00044805297170594,0.15000205460688798,0.179221188682376
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.01,0,-15.270704174883655,0.09198802654279227,0.10869833374180854,0.3504305773058753,0.41408889044498487
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.0,1,-2.816073897567732,0.000439948513514393,0.0005460135284473079,0.1759794054057572,0.21840541137892314
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.0,1,-12.145235866191873,0.08569326995528746,0.09770210118656508,0.3264505522106189,0.3721984807107241
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.001,1,-2.7695933482940274,0.00041813274584994077,0.0005426780632524876,0.1672530983399763,0.217071225300995
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.001,1,-11.718794352075498,0.08624620989902411,0.09610427015687739,0.3285569900915204,0.3661115053595329
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.005,1,-1.711706687297902,0.0004054334391182801,0.00046027392381618645,0.16217337564731205,0.1841095695264746
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.005,1,-12.031195804255256,0.08673123115122447,0.09727737604740463,0.33040469009990275,0.3705804801805891
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.01,1,-2.5310545998428213,0.00046138384305240333,0.000525227227600322,0.18455353722096132,0.2100908910401288
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.01,1,-14.740701670617588,0.09439470290421027,0.10691330528034389,0.3595988682065153,0.4072887820203576
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.0,2,-2.816073897567732,0.000439948513514393,0.0005460135284473079,0.1759794054057572,0.21840541137892314
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.0,2,-12.145235866191873,0.08569326995528746,0.09770210118656508,0.3264505522106189,0.3721984807107241
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.001,2,-3.1000396429582215,0.0004616456707862873,0.0005659643072722087,0.18465826831451493,0.22638572290888348
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.001,2,-11.926032942168014,0.0810074101988538,0.09688406255894678,0.3085996579003954,0.369082143081702
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.005,2,-2.4714618689608168,0.0004344364440094454,0.0005207763037164458,0.17377457760377815,0.2083105214865783
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.005,2,-12.097463040862156,0.08357183426359446,0.09752440358251914,0.3183688924327408,0.3715215374572158
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.01,2,-3.6729709491698532,0.0005311255848082653,0.000604215073797315,0.21245023392330611,0.241686029518926
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.01,2,-14.901961647643468,0.0930985442521941,0.10745956125839778,0.35466112096073943,0.4093697571748487
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.0,3,-2.816073897567732,0.000439948513514393,0.0005460135284473079,0.1759794054057572,0.21840541137892314
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.0,3,-12.145235866191873,0.08569326995528746,0.09770210118656508,0.3264505522106189,0.3721984807107241
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.001,3,-2.590462504997571,0.0004313468922589295,0.0005296271171333048,0.1725387569035718,0.2118508468533219
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.001,3,-13.684521203331855,0.08624207374042174,0.1032641578462767,0.3285412332968447,0.39338726798581597
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.005,3,-1.805970789382406,0.00037934899058078174,0.00046820558296596643,0.1517395962323127,0.18728223318638657
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.005,3,-14.51467142828044,0.08894156885802268,0.10614291328714949,0.3388250242210388,0.4043539553796171
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.01,3,-1.7094712627988664,0.0003903713557254397,0.00046008416882801074,0.15614854229017588,0.1840336675312043
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.01,3,-14.970611583750228,0.09392467874400606,0.10769126686351416,0.35780829997716596,0.4102524451943396
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.0,4,-2.816073897567732,0.000439948513514393,0.0005460135284473079,0.1759794054057572,0.21840541137892314
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.0,4,-12.145235866191873,0.08569326995528746,0.09770210118656508,0.3264505522106189,0.3721984807107241
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.001,4,-2.798236591875992,0.00044479211018743107,0.0005447359302821064,0.17791684407497244,0.21789437211284257
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.001,4,-13.5347853513387,0.08815208630044526,0.10273632430306312,0.3358174716207438,0.39137647353547855
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.005,4,-1.9738406658639742,0.0004153032764665388,0.00048200757465067184,0.16612131058661553,0.19280302986026873
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.005,4,-12.08512215953361,0.08299535605727076,0.09747844732653763,0.3161727849800791,0.37134646600585763
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,k,0.01,4,-1.9426017921064167,0.00040313542376087166,0.00047946925345460247,0.16125416950434865,0.19178770138184098
grouped_physical_interpolation,blocks_3x3_g0,photon_geometry,wq,0.01,4,-12.844740675887026,0.08258393111249093,0.10026794749817934,0.3146054518571083,0.3819731333263975
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.0,0,0.4693031512800101,0.00017383993907534815,0.00020361898562326947,0.06953597563013926,0.08144759424930778
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.0,0,-0.18680986138591082,0.029624760167160254,0.03474490114935542,0.11285622920822953,0.13236152818802063
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.001,0,0.3383095229186489,0.00020037721319956158,0.00022736439589781984,0.08015088527982463,0.09094575835912794
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.001,0,-0.5040918665386855,0.032835538808756004,0.03911449150244468,0.12508776689049905,0.14900758667597971
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.005,0,-0.413085442290515,0.00026313367140495066,0.0003322608917386253,0.10525346856198026,0.13290435669545012
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.005,0,-1.6292971018460265,0.04182535801031237,0.05171545364573341,0.15933469718214235,0.19701125198374633
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.01,0,-1.0419152566065009,0.000322122470868208,0.0003994053447594097,0.1288489883472832,0.15976213790376387
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.01,0,-2.4826151031263892,0.050603042158979136,0.05951867396213872,0.19277349393896814,0.22673780557005224
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.0,1,0.4693031512800101,0.00017383993907534815,0.00020361898562326947,0.06953597563013926,0.08144759424930778
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.0,1,-0.18680986138591082,0.029624760167160254,0.03474490114935542,0.11285622920822953,0.13236152818802063
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.001,1,0.3552156798352022,0.00019111612590690292,0.00022444102791796964,0.07644645036276117,0.08977641116718786
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.001,1,-2.1878395568378215,0.045739931293162804,0.05694410021434149,0.17424735730728685,0.21692990557844377
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.005,1,-0.3417124665602034,0.0002734800471056144,0.0003237611564873339,0.10939201884224575,0.12950446259493356
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.005,1,-2.743874322006464,0.05162015853966673,0.06171079453317665,0.19664822300825419,0.23508874107876818
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.01,1,-0.3016234989275821,0.00026573623713822554,0.0003188876539687878,0.10629449485529022,0.12755506158751512
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.01,1,-2.7747591357203563,0.05112848571328282,0.06196481104922006,0.19477518366964885,0.23605642304464783
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.0,2,0.4693031512800101,0.00017383993907534815,0.00020361898562326947,0.06953597563013926,0.08144759424930778
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.0,2,-0.18680986138591082,0.029624760167160254,0.03474490114935542,0.11285622920822953,0.13236152818802063
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.001,2,0.5890282085564071,0.00014997833018547216,0.00017918474043994564,0.059991332074188865,0.07167389617597826
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.001,2,-0.3633309640873521,0.03240796373574126,0.037239269797253026,0.1234589094694905,0.1418638849419163
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.005,2,0.382219011311428,0.000203883333505237,0.00021969100969610635,0.0815533334020948,0.08787640387844253
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.005,2,-2.1381436106473717,0.050189612446146184,0.056498499572602535,0.1911985236043664,0.2152323793242001
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.01,2,-0.6490281002335532,0.0003089557184787915,0.0003589294085621104,0.12358228739151661,0.14357176342484415
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.01,2,-2.0482962675033076,0.046998306910685156,0.05568382942651319,0.1790411691835625,0.21212887400576452
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.0,3,0.4693031512800101,0.00017383993907534815,0.00020361898562326947,0.06953597563013926,0.08144759424930778
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.0,3,-0.18680986138591082,0.029624760167160254,0.03474490114935542,0.11285622920822953,0.13236152818802063
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.001,3,0.5290951730721637,0.0001652131428281237,0.00019180573402204955,0.06608525713124948,0.07672229360881981
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.001,3,0.23891924618917848,0.02413245322876853,0.027823763750918818,0.09193315515721344,0.10599529047969074
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.005,3,0.28405087498822534,0.00017351874560699523,0.0002365026963726733,0.06940749824279809,0.09460107854906931
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.005,3,-0.06750275705152542,0.02878480262047451,0.03295224515398529,0.10965639093514098,0.1255323624913725
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.01,3,-1.3278232018278389,0.00033886198785968677,0.00042645185852895507,0.1355447951438747,0.17058074341158203
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.01,3,-1.5253763917238339,0.04020798474330052,0.050683146098644896,0.1531732752125734,0.1930786518043615
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.0,4,0.4693031512800101,0.00017383993907534815,0.00020361898562326947,0.06953597563013926,0.08144759424930778
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.0,4,-0.18680986138591082,0.029624760167160254,0.03474490114935542,0.11285622920822953,0.13236152818802063
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.001,4,0.32650671151315525,0.0001855100855227973,0.00022938322336874323,0.07420403420911892,0.0917532893474973
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.001,4,-0.6351643905643116,0.033377928009537365,0.04078319235331061,0.12715401146490424,0.15536454229832614
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.005,4,0.26407641515634994,0.0001930490922676456,0.00023977912766942448,0.07721963690705824,0.09591165106776979
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.005,4,-1.019672100740121,0.038083051294979256,0.04532532641880904,0.14507829064754002,0.1726679101668916
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,k,0.01,4,-0.5381761433017274,0.00031532101153034257,0.0003466554646842416,0.12612840461213704,0.13866218587369664
grouped_physical_interpolation,blocks_3x3_g1,photon_geometry,wq,0.01,4,-1.9474488643954957,0.042860014480715594,0.05475498280295857,0.1632762456408213,0.2085904106779374
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.0,0,0.35573657360846267,0.0001896291844818111,0.0002243503514301657,0.07585167379272444,0.08974014057206628
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.0,0,-29.162912202969387,0.10285641955899145,0.11210655683130478,0.39183397927234836,0.42707259745258963
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.001,0,0.3695404688437509,0.0001778978973602212,0.00022193388851543598,0.07115915894408847,0.08877355540617439
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.001,0,-32.14782641653232,0.10608015254657939,0.11752273967288965,0.40411486684411196,0.4477056749443415
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.005,0,0.4500048610274603,0.00018011016587078418,0.00020728813336085998,0.07204406634831367,0.08291525334434399
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.005,0,-33.5860463844098,0.10360931056316242,0.12004521090060503,0.39470213547871397,0.457315089145162
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.01,0,0.15633884255421204,0.00021511645979030287,0.00025673143151054215,0.08604658391612115,0.10269257260421685
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.01,0,-33.19833377055183,0.10782452263294169,0.11937045588306146,0.41076008622073024,0.4547445938402341
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.0,1,0.35573657360846267,0.0001896291844818111,0.0002243503514301657,0.07585167379272444,0.08974014057206628
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.0,1,-29.162912202969387,0.10285641955899145,0.11210655683130478,0.39183397927234836,0.42707259745258963
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.001,1,0.11303199504865968,0.00022549603596937784,0.000263238248335654,0.09019841438775113,0.1052952993342616
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.001,1,-27.657912229551854,0.10097250035617951,0.1092739528081293,0.38465714421401714,0.41628172498334964
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.005,1,0.41676122045740926,0.00018454701884190074,0.0002134608386842067,0.07381880753676029,0.08538433547368268
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.005,1,-36.92438833672358,0.11764239471682453,0.1257053239669459,0.44816150368314106,0.4788774246359843
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.01,1,0.534992619344601,0.0001587444118181639,0.00019060089615136405,0.06349776472726557,0.07624035846054562
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.01,1,-24.039070753269367,0.09117672848993193,0.10214179432140187,0.3473399180568835,0.38911159741486423
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.0,2,0.35573657360846267,0.0001896291844818111,0.0002243503514301657,0.07585167379272444,0.08974014057206628
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.0,2,-29.162912202969387,0.10285641955899145,0.11210655683130478,0.39183397927234836,0.42707259745258963
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.001,2,0.4203620979911502,0.00017644333195392095,0.00021280087193064175,0.07057733278156839,0.0851203487722567
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.001,2,-25.828798252715377,0.09584930604191204,0.1057292104322708,0.36514021349299824,0.40277794450388876
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.005,2,0.5607650070589836,0.00015897514740885346,0.00018524371466669768,0.06359005896354139,0.07409748586667907
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.005,2,-24.338701718095987,0.0877680301546197,0.10275111864374027,0.33435440058902743,0.39143283292853437
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.01,2,0.3350813873306949,0.00021128419241537135,0.00022791833321343297,0.08451367696614853,0.09116733328537319
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.01,2,-22.672177401896217,0.08835937159079023,0.09931468799120342,0.33660712986967706,0.3783416685379178
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.0,3,0.35573657360846267,0.0001896291844818111,0.0002243503514301657,0.07585167379272444,0.08974014057206628
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.0,3,-29.162912202969387,0.10285641955899145,0.11210655683130478,0.39183397927234836,0.42707259745258963
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.001,3,0.41809609591427943,0.00018291820487438483,0.00021321642175662015,0.07316728194975393,0.08528656870264806
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.001,3,-27.65904785257175,0.09782627266871045,0.10927611787838895,0.37267151492842077,0.41628997287005315
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.005,3,-0.5757175707389668,0.00026203079209480545,0.00035086027876347274,0.10481231683792218,0.14034411150538909
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.005,3,-27.362489396593695,0.09753817415462769,0.10870926324489265,0.37157399677953407,0.41413052664721006
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.01,3,-0.30099227960039765,0.0002712319244114102,0.0003188103226744408,0.10849276976456407,0.1275241290697763
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.01,3,-28.41685860977045,0.09444299082450724,0.11071144665633126,0.359782822188599,0.42175789202411906
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.0,4,0.35573657360846267,0.0001896291844818111,0.0002243503514301657,0.07585167379272444,0.08974014057206628
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.0,4,-29.162912202969387,0.10285641955899145,0.11210655683130478,0.39183397927234836,0.42707259745258963
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.001,4,0.4070176473426177,0.00016604334572978613,0.0002152364892423169,0.06641733829191446,0.08609459569692676
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.001,4,-22.67435189437656,0.08482715062189687,0.09931924933930765,0.32315104998817856,0.37835904510212437
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.005,4,0.3830898957360499,0.00019258177185948943,0.00021953610613204631,0.07703270874379577,0.08781444245281853
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.005,4,-23.51861282171187,0.0825809197998676,0.10107466881327523,0.3145939801899718,0.38504635738390564
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,k,0.01,4,-0.035055106941652925,0.000235714141072316,0.0002843653991431036,0.0942856564289264,0.11374615965724144
grouped_physical_interpolation,blocks_3x3_g2,photon_geometry,wq,0.01,4,-27.46584471215494,0.09649465361838255,0.10890715600944022,0.36759868045098115,0.4148844038454865
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.0,0,-4.180128638334288,0.0005842263251581533,0.0006361584314224456,0.23369053006326132,0.2544633725689782
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.0,0,0.25083935001398316,0.018502132803007998,0.023324223328474725,0.07048431544003046,0.08885418410847513
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.001,0,-4.066386154337823,0.000572440498199859,0.0006291354530684489,0.2289761992799436,0.2516541812273796
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.001,0,0.16977241342656146,0.020283883732325834,0.02455377614988698,0.07727193802790794,0.0935381948567123
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.005,0,-3.515603895340435,0.0005396395637051091,0.0005939541685378355,0.21585582548204366,0.2375816674151342
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.005,0,0.13764592613508542,0.02085077142712314,0.025024333652114965,0.07943151019856434,0.09533079486519987
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.01,0,-3.8471954714251826,0.000564645269730792,0.0006153756139181114,0.22585810789231678,0.24615024556724455
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.01,0,0.07683666103184872,0.022403593558022517,0.025891605836443652,0.08534702307818101,0.09863468890073772
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.0,1,-4.180128638334288,0.0005842263251581533,0.0006361584314224456,0.23369053006326132,0.2544633725689782
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.0,1,0.25083935001398316,0.018502132803007998,0.023324223328474725,0.07048431544003046,0.08885418410847513
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.001,1,-4.132985192229091,0.0005832657239219425,0.0006332570316568919,0.233306289568777,0.2533028126627567
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.001,1,0.17883561647388624,0.0199233964476492,0.024419387381103098,0.0758986531339017,0.0930262376422975
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.005,1,-4.442173757437717,0.0005974894624275566,0.000652050477187021,0.23899578497102264,0.2608201908748084
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.005,1,0.1786626579082753,0.02044914539729701,0.024421958924588014,0.07790150627541717,0.09303603399843052
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.01,1,-4.284638887556243,0.0005877445304915528,0.0006425437051985892,0.2350978121966211,0.25701748207943564
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.01,1,-0.05480384006706451,0.024311824882943485,0.027676142836361797,0.09261647574454661,0.10543292509090207
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.0,2,-4.180128638334288,0.0005842263251581533,0.0006361584314224456,0.23369053006326132,0.2544633725689782
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.0,2,0.25083935001398316,0.018502132803007998,0.023324223328474725,0.07048431544003046,0.08885418410847513
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.001,2,-4.105323657139018,0.0005742801219196772,0.0006315484230951621,0.22971204876787088,0.25261936923806483
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.001,2,0.15464093269940227,0.021033454707558727,0.024776520719219763,0.08012744650498563,0.09438674559702767
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.005,2,-3.858397358543458,0.0005627505763646745,0.0006160862712609393,0.2251002305458698,0.24643450850437573
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.005,2,0.24336256961344616,0.01904190453953026,0.023440324688855863,0.07254058872202003,0.08929647500516519
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,k,0.01,2,-2.7741333685156824,0.00048521695626888543,0.0005430047600300459,0.19408678250755418,0.21720190401201836
grouped_physical_interpolation,blocks_3x3_g3,photon_geometry,wq,0.01,2,0.31060414909392886,0.018174837481638992,0.022374536367703403,0.0692374761205295,0.08523632901982249
