protocol,direction,model,feature_set,target,metric,mean,std,median,q25,q75,n
directional_extrapolation,high_k_to_low_k,mlp,redshift,wq,NMAE,0.2524902543123083,0.05563816217596348,0.2885475165743743,0.20392285902611018,0.29101739272622956,5
directional_extrapolation,high_k_to_low_k,mlp,redshift,wq,NRMSE,0.29720668298300407,0.06830377632412737,0.34075854244680476,0.24106260838498458,0.3465757030473516,5
directional_extrapolation,high_k_to_low_k,mlp,redshift,wq,joint_error_median,0.4760669330165873,0.08644664567854386,0.4980192621995514,0.4727386822432238,0.5349648153711812,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,k,R2,0.7492288917602705,0.18003078601557737,0.80644803562038,0.5822627216548495,0.8629584961578576,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,k,MAE,8.796463409898016e-05,3.736886142018855e-05,8.137700132400323e-05,6.800237516804252e-05,0.00012304374851946145,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,k,RMSE,9.588638027356669e-05,3.9601108802159105e-05,8.980348090405053e-05,7.556495656115517e-05,0.00013193073914387026,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,k,NMAE,0.03518585363959206,0.014947544568075418,0.03255080052960129,0.027200950067217008,0.04921749940778458,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,k,NRMSE,0.03835455210942667,0.015840443520863643,0.03592139236162021,0.030225982624462067,0.0527722956575481,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,k,joint_error_median,0.2009538992899504,0.022151647689103344,0.21247418257382722,0.19347970838339493,0.21425847487419086,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,wq,R2,0.4787869754460975,0.10365864872962169,0.4365701340110625,0.3925091696121351,0.5549027010480095,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,wq,MAE,0.050696579722825576,0.004493129662811295,0.0533778034469593,0.047550442844503896,0.053867602757731455,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,wq,RMSE,0.06126593500477201,0.0062876151231320565,0.06396661877702846,0.05685398914101863,0.06642068134779301,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,wq,NMAE,0.193129827515526,0.017116684429757313,0.2033440131312735,0.18114454416953865,0.2052099152675484,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,wq,NRMSE,0.23339403811341713,0.023952819516693553,0.24368235724582268,0.21658662529911857,0.25303116703921147,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown,wq,joint_error_median,0.178380849158584,0.012947421125578352,0.18108970051965687,0.17665177688026812,0.18410060815969315,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown_plus_all_shooting,k,R2,-0.4395511472983638,0.845949645016188,-0.531168840729318,-0.7742776961803302,0.023531119571751358,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown_plus_all_shooting,k,MAE,0.00021381845366829207,7.321452266023637e-05,0.00023135767775150107,0.000184823330379929,0.00024891186480000303,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown_plus_all_shooting,k,RMSE,0.00023442661008385058,7.925798294724621e-05,0.00025258404877793637,0.00020170821339543174,0.0002718974757897673,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown_plus_all_shooting,k,NMAE,0.08552738146731682,0.02928580906409455,0.09254307110060042,0.0739293321519716,0.09956474592000121,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown_plus_all_shooting,k,NRMSE,0.09377064403354023,0.031703193178898484,0.10103361951117454,0.0806832853581727,0.10875899031590691,5
directional_extrapolation,high_k_to_low_k,mlp,ringdown_plus_all_shooting,k,joint_error_median,0.18405503160076625,0.022360685761436145,0.17873087568242627,0.1677887250588,0.20303588899637304,5
