protocol,direction,model,feature_set,target,target_coverage,empirical_coverage,average_width,median_width,n
directional_extrapolation,low_wq_to_high_wq,hgb,timing,wq,0.9,0.6333333333333333,0.18434910782097857,0.20954859922227098,150
directional_extrapolation,low_wq_to_high_wq,mlp,all_shooting,k,0.9,0.48484848484848486,0.0005460436866772676,0.0004020886084055049,165
directional_extrapolation,low_wq_to_high_wq,mlp,all_shooting,wq,0.9,0.7333333333333333,0.19059943614522384,0.23151530175806356,150
directional_extrapolation,low_wq_to_high_wq,mlp,orbital,k,0.9,0.8,0.0037050102263602018,0.0026954452588053945,165
directional_extrapolation,low_wq_to_high_wq,mlp,orbital,wq,0.9,0.4266666666666667,0.3055864089474819,0.22972686659528585,150
directional_extrapolation,low_wq_to_high_wq,mlp,photon_geometry,k,0.9,0.6606060606060606,0.0023260604523622883,0.002349907893777461,165
directional_extrapolation,low_wq_to_high_wq,mlp,photon_geometry,wq,0.9,0.66,0.2176893397116559,0.22069110796656433,150
directional_extrapolation,low_wq_to_high_wq,mlp,redshift,k,0.9,0.7696969696969697,0.003511356164826621,0.0022948008106505255,165
directional_extrapolation,low_wq_to_high_wq,mlp,redshift,wq,0.9,0.6,0.23777028169470066,0.2833457932722636,150
directional_extrapolation,low_wq_to_high_wq,mlp,ringdown,k,0.9,0.43636363636363634,0.0003368648707587819,0.00038183870213107183,165
directional_extrapolation,low_wq_to_high_wq,mlp,ringdown,wq,0.9,0.48,0.19675912617438399,0.22334602580557528,150
directional_extrapolation,low_wq_to_high_wq,mlp,ringdown_plus_all_shooting,k,0.9,0.5757575757575758,0.0005452366307699204,0.00029959717012591723,165
directional_extrapolation,low_wq_to_high_wq,mlp,ringdown_plus_all_shooting,wq,0.9,0.7066666666666667,0.2320314535337954,0.2155546119491316,150
directional_extrapolation,low_wq_to_high_wq,mlp,ringdown_plus_photon_geometry,k,0.9,0.8303030303030303,0.0028365301541137637,0.0003764771924346334,165
directional_extrapolation,low_wq_to_high_wq,mlp,ringdown_plus_photon_geometry,wq,0.9,0.7066666666666667,0.309255075045452,0.21444641760812977,150
directional_extrapolation,low_wq_to_high_wq,mlp,timing,k,0.9,0.6060606060606061,0.0011681953436053925,0.0007834611553906388,165
directional_extrapolation,low_wq_to_high_wq,mlp,timing,wq,0.9,0.7733333333333333,0.4556662416108539,0.23533783996671942,150
directional_extrapolation,low_wq_to_high_wq,random_forest,all_shooting,k,0.9,0.34545454545454546,0.00070311507936508,0.0007400694444444436,165
directional_extrapolation,low_wq_to_high_wq,random_forest,all_shooting,wq,0.9,0.66,0.16198341900383587,0.20682810291560294,150
directional_extrapolation,low_wq_to_high_wq,random_forest,orbital,k,0.9,0.8303030303030303,0.002689590365312791,0.002723581349206348,165
directional_extrapolation,low_wq_to_high_wq,random_forest,orbital,wq,0.9,0.8333333333333334,0.23051924693362205,0.22937595899470953,150
directional_extrapolation,low_wq_to_high_wq,random_forest,photon_geometry,k,0.9,0.5636363636363636,0.0013135604696229697,0.001239178610741111,165
directional_extrapolation,low_wq_to_high_wq,random_forest,photon_geometry,wq,0.9,0.62,0.1724398459565127,0.2014184964726633,150
directional_extrapolation,low_wq_to_high_wq,random_forest,redshift,k,0.9,0.7636363636363637,0.0016065577801827808,0.0015865228174603168,165
directional_extrapolation,low_wq_to_high_wq,random_forest,redshift,wq,0.9,0.7133333333333334,0.16777077926702974,0.20438757215007253,150
directional_extrapolation,low_wq_to_high_wq,random_forest,ringdown,k,0.9,0.46060606060606063,0.000385275793650794,0.0004831944444444458,165
