protocol,direction,model,feature_set,fold,seed,target,R2,MAE,RMSE,NMAE,NRMSE,n_scored,joint_error_median
directional_extrapolation,high_k_to_low_k,hgb,redshift,high_k_to_low_k,2026,k,-7.03325117082885,0.0005451193772243579,0.0005785488732894875,0.21804775088974315,0.231419549315795,33,0.3007822193197009
directional_extrapolation,high_k_to_low_k,hgb,redshift,high_k_to_low_k,2026,wq,0.6199905626150154,0.04214807176405556,0.05253281265628614,0.16056408291068783,0.20012500059537577,22,0.24235282733999786
directional_extrapolation,high_k_to_low_k,hgb,redshift,high_k_to_low_k,2027,k,-8.231498466330951,0.0005880226418609657,0.0006201981694833162,0.2352090567443863,0.24807926779332648,33,0.32968520739186
directional_extrapolation,high_k_to_low_k,hgb,redshift,high_k_to_low_k,2027,wq,0.6184286236794474,0.043036782665658,0.05264066379805106,0.1639496482501257,0.20053586208781354,22,0.28248817366284573
directional_extrapolation,high_k_to_low_k,hgb,redshift,high_k_to_low_k,2028,k,-6.9766075846347215,0.0005450910245901977,0.0005765055501552262,0.21803640983607905,0.2306022200620905,33,0.30244564715430505
directional_extrapolation,high_k_to_low_k,hgb,redshift,high_k_to_low_k,2028,wq,0.6158752063854505,0.04197923933262306,0.05281650175408784,0.15992091174332596,0.20120572096795367,22,0.24685914643953327
directional_extrapolation,high_k_to_low_k,hgb,redshift,high_k_to_low_k,2029,k,-7.799070175410101,0.0005756638366086903,0.0006054980792499848,0.23026553464347613,0.24219923169999394,33,0.30619801681619224
directional_extrapolation,high_k_to_low_k,hgb,redshift,high_k_to_low_k,2029,wq,0.6627524441228232,0.03961095791451321,0.04948890769271525,0.15089888729338366,0.18852917216272477,22,0.24835940253685712
directional_extrapolation,high_k_to_low_k,hgb,redshift,high_k_to_low_k,2030,k,-8.725143155349127,0.0006060117235648288,0.0006365644493211563,0.2424046894259315,0.2546257797284625,33,0.32942615942762166
directional_extrapolation,high_k_to_low_k,hgb,redshift,high_k_to_low_k,2030,wq,0.6159331228154725,0.042848996293269465,0.05281251989898441,0.16323427159340748,0.2011905519961311,22,0.2632197268378198
directional_extrapolation,high_k_to_low_k,hgb,ringdown,high_k_to_low_k,2026,k,-10.489714901397745,0.0006611137982412,0.0006919090409089715,0.26444551929647997,0.2767636163635886,33,0.4185085594286192
directional_extrapolation,high_k_to_low_k,hgb,ringdown,high_k_to_low_k,2026,wq,-0.09956973845739348,0.07675587592831895,0.08936034818910189,0.2924033368697865,0.3404203740537215,22,0.3547389518036991
directional_extrapolation,high_k_to_low_k,hgb,ringdown,high_k_to_low_k,2027,k,-13.883241491231043,0.0007605710982334,0.0007874865472721593,0.30422843929335996,0.3149946189088637,33,0.4333239999625076
directional_extrapolation,high_k_to_low_k,hgb,ringdown,high_k_to_low_k,2027,wq,-0.25130445948574853,0.08019091613944557,0.09532678780409813,0.305489204340745,0.36314966782513575,22,0.39290037857024956
directional_extrapolation,high_k_to_low_k,hgb,ringdown,high_k_to_low_k,2028,k,-9.0207328047711,0.0006130773742892999,0.0006461660262905573,0.24523094971571996,0.25846641051622293,33,0.3877841426364737
directional_extrapolation,high_k_to_low_k,hgb,ringdown,high_k_to_low_k,2028,wq,-0.19217153185102687,0.07872835830431947,0.09304709877891705,0.2999175554450265,0.35446513820539827,22,0.35536633432867204
directional_extrapolation,high_k_to_low_k,hgb,ringdown,high_k_to_low_k,2029,k,-12.024389893089237,0.0007078250105396,0.0007366701515685643,0.28313000421584,0.2946680606274257,33,0.4121878464754263
directional_extrapolation,high_k_to_low_k,hgb,ringdown,high_k_to_low_k,2029,wq,-0.2059808048581182,0.07908807330491478,0.09358444314171846,0.30128789830443725,0.35651216434940364,22,0.3824756143487525
