k,wq,observable_set,sigma_max_81,sigma_min_81,condition_number_81,cosine_similarity_81,sensitivity_angle_deg_81,numerical_rank_81,gram_determinant_81,derivative_scheme_k_81,derivative_scheme_wq_81,derivative_quality_81,missing_features_81,feature_count_81,rank_tolerance_81,parameter_k_scale_81,parameter_wq_scale_81,sigma_max_161,sigma_min_161,condition_number_161,cosine_similarity_161,sensitivity_angle_deg_161,numerical_rank_161,gram_determinant_161,derivative_scheme_k_161,derivative_scheme_wq_161,derivative_quality_161,missing_features_161,feature_count_161,rank_tolerance_161,parameter_k_scale_161,parameter_wq_scale_161,absolute_change_sigma_min,absolute_change_sigma_max,absolute_change_condition_number,absolute_change_cosine_similarity,absolute_change_numerical_rank
0.0,-0.64,orbital,3.78380351907144,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,18,3.7838035190714405e-10,0.0025,0.2625,3.784911759331792,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,18,3.7849117593317917e-10,0.0025,0.2625,0.0,0.0011082402603519448,,,0
0.0,-0.64,photon_geometry,4.463920330966576,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,27,4.463920330966576e-10,0.0025,0.2625,4.464889589207248,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,27,4.4648895892072477e-10,0.0025,0.2625,0.0,0.0009692582406719552,,,0
0.0,-0.64,redshift,2.055199570631305,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,9,2.0551995706313048e-10,0.0025,0.2625,2.0554162501219566,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,9,2.0554162501219566e-10,0.0025,0.2625,0.0,0.00021667949065173886,,,0
0.0,-0.64,timing,3.508962720984852,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,17,3.5089627209848523e-10,0.0025,0.2625,3.5063399871069927,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,17,3.5063399871069926e-10,0.0025,0.2625,0.0,0.0026227338778594955,,,0
0.0,-0.64,all_shooting,7.126038060839885,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,71,7.126038060839884e-10,0.0025,0.2625,7.126005342138765,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,71,7.126005342138765e-10,0.0025,0.2625,0.0,3.271870111998254e-05,,,0
0.0,-0.64,ringdown_only,2.0840261626194483,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,4,2.0840261626194482e-10,0.0025,0.2625,2.0840261626194483,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,4,2.0840261626194485e-10,0.0025,0.2625,0.0,0.0,,,0
0.0,-0.64,ringdown_plus_photon_geometry,4.926433777866001,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,31,4.926433777866002e-10,0.0025,0.2625,4.927312055298874,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,31,4.927312055298874e-10,0.0025,0.2625,0.0,0.0008782774328723875,,,0
0.0,-0.64,ringdown_plus_all_shooting,7.424525809169298,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,75,7.424525809169298e-10,0.0025,0.2625,7.4244944058617595,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,75,7.42449440586176e-10,0.0025,0.2625,0.0,3.140330753836906e-05,,,0
0.0,-0.61,orbital,2.7080772940134263,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,18,2.7080772940134265e-10,0.0025,0.2625,2.709003315913266,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,18,2.709003315913266e-10,0.0025,0.2625,0.0,0.0009260218998394798,,,0
0.0,-0.61,photon_geometry,3.151429778993758,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,27,3.1514297789937587e-10,0.0025,0.2625,3.1521414571850506,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,27,3.1521414571850505e-10,0.0025,0.2625,0.0,0.0007116781912923642,,,0
0.0,-0.61,redshift,1.422448158797572,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,9,1.4224481587975718e-10,0.0025,0.2625,1.4226366133571007,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,9,1.4226366133571008e-10,0.0025,0.2625,0.0,0.00018845455952876122,,,0
0.0,-0.61,timing,2.810458960088857,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,17,2.8104589600888577e-10,0.0025,0.2625,2.808776633959754,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,17,2.808776633959754e-10,0.0025,0.2625,0.0,0.0016823261291030178,,,0
0.0,-0.61,all_shooting,5.21413757136212,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,71,5.214137571362121e-10,0.0025,0.2625,5.214193690771009,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,71,5.21419369077101e-10,0.0025,0.2625,0.0,5.611940888883282e-05,,,0
0.0,-0.61,ringdown_only,1.9768824110735352,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,4,1.9768824110735352e-10,0.0025,0.2625,1.9768824110735352,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,4,1.9768824110735352e-10,0.0025,0.2625,0.0,0.0,,,0
0.0,-0.61,ringdown_plus_photon_geometry,3.720157754604039,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,31,3.720157754604039e-10,0.0025,0.2625,3.7207606525167143,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,31,3.7207606525167143e-10,0.0025,0.2625,0.0,0.0006028979126750933,,,0
0.0,-0.61,ringdown_plus_all_shooting,5.576315511186754,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,75,5.576315511186755e-10,0.0025,0.2625,5.576367985713293,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,75,5.576367985713293e-10,0.0025,0.2625,0.0,5.2474526538226485e-05,,,0
0.0,-0.58,orbital,1.921593425481389,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,18,1.921593425481389e-10,0.0025,0.2625,1.9223290593247235,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,18,1.9223290593247236e-10,0.0025,0.2625,0.0,0.0007356338433346377,,,0
0.0,-0.58,photon_geometry,2.215195105419489,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,27,2.215195105419489e-10,0.0025,0.2625,2.215711489276351,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,27,2.2157114892763514e-10,0.0025,0.2625,0.0,0.0005163838568620349,,,0
0.0,-0.58,redshift,0.980313972580205,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,9,9.803139725802049e-11,0.0025,0.2625,0.9804868192446287,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,9,9.804868192446286e-11,0.0025,0.2625,0.0,0.0001728466644236315,,,0
0.0,-0.58,timing,2.2746962754560425,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,17,2.2746962754560424e-10,0.0025,0.2625,2.273814114170513,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,17,2.273814114170513e-10,0.0025,0.2625,0.0,0.0008821612855296479,,,0
0.0,-0.58,all_shooting,3.838602516325092,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,71,3.8386025163250927e-10,0.0025,0.2625,3.8387903621517268,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,71,3.838790362151727e-10,0.0025,0.2625,0.0,0.00018784582663489147,,,0
0.0,-0.58,ringdown_only,1.8730248659654496,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,4,1.8730248659654494e-10,0.0025,0.2625,1.8730248659654496,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,4,1.8730248659654497e-10,0.0025,0.2625,0.0,0.0,,,0
0.0,-0.58,ringdown_plus_photon_geometry,2.900915631934054,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,31,2.9009156319340536e-10,0.0025,0.2625,2.9013099717603628,0.0,inf,,,1,0.0,one_sided_forward,analytic_k_zero,one_sided,,31,2.9013099717603627e-10,0.0025,0.2625,0.0,0.000394339826308876,,,0
