M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.00025,-0.475,10.386190236648401,10.33218035398418,4.265495465885664,0.5877314492377147,direct
