M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.001,-0.61,10.404261846775528,10.152068760938139,5.9944647012581385,0.5636671916231336,direct
