M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.002,-0.475,10.397427258597096,10.282507317729054,4.931693972455832,0.5817371913999676,direct
