M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.002,-0.69,10.462115178827819,9.165586298296246,14.814703318493855,0.4509214148060928,direct
