M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.001,-0.475,10.391003490028163,10.310947460086506,4.5494777058549545,0.5851717308001249,direct
