M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.00075,-0.45,10.388504071788526,10.324440796799593,4.384516243335085,0.5869816310571152,direct
