M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.00225,-0.55,10.411472194232175,10.154527608637014,6.226134651803761,0.5636437298902466,direct
