M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.00125,-0.475,10.392608778490416,10.303851355165467,4.644646802052392,0.5843153966109659,direct
