M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.00225,-0.475,10.399034290852818,10.275373991925056,5.027893228471669,0.5808747419975059,direct
