M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.00225,-0.6666666666666666,10.456184522829822,9.386984518266479,13.01815156569387,0.4723823209982001,direct
