M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.0025,-0.475,10.400641759543248,10.268231306357752,5.12435271868641,0.5800107788764463,direct
