k,wq,feature,feature_group,value_81,value_161,difference,absolute_difference,normalized_difference,convergence_classification
0.00075,-0.64,orbital__radial_azimuthal_period,orbital,10.845065529157075,10.845065529157077,1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.00075,-0.61,orbital__radial_azimuthal_period,orbital,10.669017664858956,10.669017664858957,1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.00075,-0.58,orbital__radial_azimuthal_period,orbital,10.548495376539508,10.548495376539508,0.0,0.0,0.0,converged
0.00075,-0.55,orbital__radial_azimuthal_period,orbital,10.465285244967514,10.465285244967514,0.0,0.0,0.0,converged
0.00075,-0.525,orbital__radial_azimuthal_period,orbital,10.415868534207526,10.415868534207526,0.0,0.0,0.0,converged
0.00075,-0.5,orbital__radial_azimuthal_period,orbital,10.379526430658908,10.379526430658908,0.0,0.0,0.0,converged
0.00075,-0.475,orbital__radial_azimuthal_period,orbital,10.35288471904768,10.35288471904768,0.0,0.0,0.0,converged
0.00075,-0.45,orbital__radial_azimuthal_period,orbital,10.33345584058213,10.33345584058213,0.0,0.0,0.0,converged
0.001,-0.7125,orbital__radial_azimuthal_period,orbital,12.425682713485608,12.425682713485607,-1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.001,-0.69,orbital__radial_azimuthal_period,orbital,11.817038787312368,11.817038787312368,0.0,0.0,0.0,converged
0.001,-0.6666666666666666,orbital__radial_azimuthal_period,orbital,11.391588823648966,11.391588823648966,0.0,0.0,0.0,converged
0.001,-0.64,orbital__radial_azimuthal_period,orbital,11.06027172802826,11.06027172802826,0.0,0.0,0.0,converged
0.001,-0.61,orbital__radial_azimuthal_period,orbital,10.81026537113478,10.81026537113478,0.0,0.0,0.0,converged
0.001,-0.58,orbital__radial_azimuthal_period,orbital,10.642558362523827,10.642558362523829,1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.001,-0.55,orbital__radial_azimuthal_period,orbital,10.528354979764666,10.528354979764666,0.0,0.0,0.0,converged
0.001,-0.525,orbital__radial_azimuthal_period,orbital,10.461132886212164,10.461132886212164,0.0,0.0,0.0,converged
0.001,-0.5,orbital__radial_azimuthal_period,orbital,10.411978956551463,10.411978956551465,1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.001,-0.475,orbital__radial_azimuthal_period,orbital,10.376096343799324,10.376096343799325,1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.001,-0.45,orbital__radial_azimuthal_period,orbital,10.35000867814479,10.35000867814479,0.0,0.0,0.0,converged
0.00125,-0.7125,orbital__radial_azimuthal_period,orbital,13.292416923159458,13.292416923159458,0.0,0.0,0.0,converged
0.00125,-0.69,orbital__radial_azimuthal_period,orbital,12.360625969810254,12.360625969810254,0.0,0.0,0.0,converged
0.00125,-0.6666666666666666,orbital__radial_azimuthal_period,orbital,11.749005460369109,11.749005460369107,-1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.00125,-0.64,orbital__radial_azimuthal_period,orbital,11.292667774835426,11.292667774835426,0.0,0.0,0.0,converged
0.00125,-0.61,orbital__radial_azimuthal_period,orbital,10.958944654290113,10.958944654290113,0.0,0.0,0.0,converged
0.00125,-0.58,orbital__radial_azimuthal_period,orbital,10.739906766706913,10.739906766706913,0.0,0.0,0.0,converged
0.00125,-0.55,orbital__radial_azimuthal_period,orbital,10.592884008298558,10.592884008298558,0.0,0.0,0.0,converged
0.00125,-0.525,orbital__radial_azimuthal_period,orbital,10.507134823890595,10.507134823890595,0.0,0.0,0.0,converged
0.00125,-0.5,orbital__radial_azimuthal_period,orbital,10.444799766502117,10.444799766502115,-1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.00125,-0.475,orbital__radial_azimuthal_period,orbital,10.399488710454492,10.399488710454492,0.0,0.0,0.0,converged
0.00125,-0.45,orbital__radial_azimuthal_period,orbital,10.366648432208285,10.366648432208285,0.0,0.0,0.0,converged
0.0015,-0.7125,orbital__radial_azimuthal_period,orbital,14.42137505470733,14.42137505470733,0.0,0.0,0.0,converged
0.0015,-0.69,orbital__radial_azimuthal_period,orbital,13.007875943871433,13.007875943871433,0.0,0.0,0.0,converged
0.0015,-0.6666666666666666,orbital__radial_azimuthal_period,orbital,12.151904345949916,12.151904345949916,0.0,0.0,0.0,converged
0.0015,-0.64,orbital__radial_azimuthal_period,orbital,11.544600373189445,11.544600373189443,-1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.0015,-0.61,orbital__radial_azimuthal_period,orbital,11.11571291651173,11.11571291651173,0.0,0.0,0.0,converged
0.0015,-0.58,orbital__radial_azimuthal_period,orbital,10.84073203005359,10.84073203005359,0.0,0.0,0.0,converged
0.0015,-0.55,orbital__radial_azimuthal_period,orbital,10.658928548352614,10.658928548352614,0.0,0.0,0.0,converged
0.0015,-0.525,orbital__radial_azimuthal_period,orbital,10.55389438881014,10.553894388810141,1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.0015,-0.5,orbital__radial_azimuthal_period,orbital,10.47799585276528,10.47799585276528,0.0,0.0,0.0,converged
0.0015,-0.475,orbital__radial_azimuthal_period,orbital,10.423064182039342,10.423064182039342,0.0,0.0,0.0,converged
0.0015,-0.45,orbital__radial_azimuthal_period,orbital,10.383375870037764,10.383375870037765,1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.00175,-0.7125,orbital__radial_azimuthal_period,orbital,15.976217781452569,15.976217781452569,0.0,0.0,0.0,converged
0.00175,-0.69,orbital__radial_azimuthal_period,orbital,13.795623019075965,13.795623019075965,0.0,0.0,0.0,converged
0.00175,-0.6666666666666666,orbital__radial_azimuthal_period,orbital,12.610532847593644,12.610532847593644,0.0,0.0,0.0,converged
0.00175,-0.64,orbital__radial_azimuthal_period,orbital,11.81888729357285,11.81888729357285,0.0,0.0,0.0,converged
0.00175,-0.61,orbital__radial_azimuthal_period,orbital,11.281311206762286,11.281311206762286,0.0,0.0,0.0,converged
0.00175,-0.58,orbital__radial_azimuthal_period,orbital,10.945241424474512,10.945241424474512,0.0,0.0,0.0,converged
0.00175,-0.55,orbital__radial_azimuthal_period,orbital,10.726547865767568,10.726547865767568,0.0,0.0,0.0,converged
0.00175,-0.525,orbital__radial_azimuthal_period,orbital,10.601432385789751,10.601432385789751,0.0,0.0,0.0,converged
0.00175,-0.5,orbital__radial_azimuthal_period,orbital,10.511574393278316,10.511574393278316,0.0,0.0,0.0,converged
0.00175,-0.475,orbital__radial_azimuthal_period,orbital,10.446825164783668,10.446825164783668,0.0,0.0,0.0,converged
0.00175,-0.45,orbital__radial_azimuthal_period,orbital,10.400191768382928,10.400191768382928,0.0,0.0,0.0,converged
0.002,-0.7125,orbital__radial_azimuthal_period,orbital,18.318493943443027,18.318493943443027,0.0,0.0,0.0,converged
0.002,-0.69,orbital__radial_azimuthal_period,orbital,14.782209029400851,14.782209029400853,1.7763568394002505e-15,1.7763568394002505e-15,3.949304638904474e-16,converged
0.002,-0.6666666666666666,orbital__radial_azimuthal_period,orbital,13.138684529168245,13.138684529168245,0.0,0.0,0.0,converged
0.002,-0.64,orbital__radial_azimuthal_period,orbital,12.118946508879086,12.118946508879086,0.0,0.0,0.0,converged
0.002,-0.61,orbital__radial_azimuthal_period,orbital,11.456578407899034,11.456578407899034,0.0,0.0,0.0,converged
0.002,-0.58,orbital__radial_azimuthal_period,orbital,11.053659772894909,11.053659772894909,0.0,0.0,0.0,converged
