k,wq,point_id,feature,observable_family,value_81,value_161,value_321,absolute_change_81_161,absolute_change_161_321,normalized_change_81_161,normalized_change_161_321,estimated_convergence_ratio,behavior,final_convergence_class
0.0025,-0.7125,k0p002500000_wqm0p712500000,orbital__p_r_emit__sin2,orbital,0.0005716812344858,0.0005725879021802,0.0005728144882677,9.066676943999402e-07,2.265860875000185e-07,9.857229903832972e-05,2.46342863134205e-05,0.24991084263786406,monotonic,converged
0.0025,-0.69,k0p002500000_wqm0p690000000,orbital__p_r_emit__sin2,orbital,0.0047713253789041,0.0047784339080715,0.0047802102800708,7.108529167400464e-06,1.776371999299628e-06,0.0007728344873646727,0.00019312596334886034,0.24989304502625176,monotonic,converged
0.0025,-0.6666666666666666,k0p002500000_wqm0p666666667,orbital__p_r_emit__sin2,orbital,0.0028445307172232,0.0028487319662573,0.0028497818186115,4.201249034099883e-06,1.0498523542001696e-06,0.0004567569559185288,0.00011413923849222834,0.24989053152501356,monotonic,converged
0.0025,-0.58,k0p002500000_wqm0p580000000,orbital__p_r_emit__sin2,orbital,-0.0030814159643551,-0.0030859138901483,-0.0030870378525836,4.497925793200356e-06,1.1239624352998683e-06,0.0004890114526833318,0.00012219643642818123,0.24988461059072933,monotonic,converged
0.0025,-0.45,k0p002500000_wqm0p450000000,orbital__p_r_emit__sin2,orbital,-0.0057799120768496,-0.0057882082194904,-0.0057902812700567,8.296142640799864e-06,2.073050566299417e-06,0.0009019510216417132,0.00022538065666725534,0.2498812588038561,monotonic,converged
0.0,-0.7125,k0p000000000_wqm0p712500000,orbital__p_r_emit__cos3,orbital,0.002489576652799,0.0024813377453715,0.0024792834565174,8.23890742750015e-06,2.0542888540999588e-06,0.006193377671873985,0.0015442565452422725,0.24933996068982064,monotonic,converged
0.0,-0.69,k0p000000000_wqm0p690000000,orbital__p_r_emit__cos3,orbital,0.002489576652799,0.0024813377453715,0.0024792834565174,8.23890742750015e-06,2.0542888540999588e-06,0.006193377671873985,0.0015442565452422725,0.24933996068982064,monotonic,converged
0.0,-0.6666666666666666,k0p000000000_wqm0p666666667,orbital__p_r_emit__cos3,orbital,0.002489576652799,0.0024813377453715,0.0024792834565174,8.23890742750015e-06,2.0542888540999588e-06,0.006193377671873985,0.0015442565452422725,0.24933996068982064,monotonic,converged
0.0,-0.58,k0p000000000_wqm0p580000000,orbital__p_r_emit__cos3,orbital,0.002489576652799,0.0024813377453715,0.0024792834565174,8.23890742750015e-06,2.0542888540999588e-06,0.006193377671873985,0.0015442565452422725,0.24933996068982064,monotonic,converged
0.0,-0.45,k0p000000000_wqm0p450000000,orbital__p_r_emit__cos3,orbital,0.002489576652799,0.0024813377453715,0.0024792834565174,8.23890742750015e-06,2.0542888540999588e-06,0.006193377671873985,0.0015442565452422725,0.24933996068982064,monotonic,converged
0.00025,-0.58,k0p000250000_wqm0p580000000,orbital__p_r_emit__cos3,orbital,0.002466038245229,0.0024578668401085,0.0024558293802966,8.17140512050004e-06,2.037459811900233e-06,0.006142634623156261,0.0015316057641628653,0.24934020304399654,monotonic,converged
0.0005,-0.7125,k0p000500000_wqm0p712500000,orbital__p_r_emit__cos3,orbital,0.0022011684124925,0.002193800004561,0.0021919627498814,7.368407931499996e-06,1.8372546796000845e-06,0.005539003024586469,0.001381106925925701,0.24934215052695546,monotonic,converged
0.0005,-0.61,k0p000500000_wqm0p610000000,orbital__p_r_emit__cos3,orbital,0.002416032714815,0.0024080080645938,0.0024060071930646,8.024650221199938e-06,2.0008715292002023e-06,0.0060323155639167335,0.001504101504026356,0.24934065336756933,monotonic,converged
0.0005,-0.55,k0p000500000_wqm0p550000000,orbital__p_r_emit__cos3,orbital,0.0024580371594115,0.0024498884779307,0.0024478566833015,8.148681480800099e-06,2.0317946292001086e-06,0.0061255527365129455,0.0015273471150214848,0.249340293148949,monotonic,converged
0.0005,-0.5,k0p000500000_wqm0p500000000,orbital__p_r_emit__cos3,orbital,0.0024752138443036,0.0024670150577579,0.0024649707712102,8.198786545700158e-06,2.0442865477001554e-06,0.006163217875116643,0.0015367375796914505,0.24934013543410014,monotonic,converged
0.0005,-0.475,k0p000500000_wqm0p475000000,orbital__p_r_emit__cos3,orbital,0.0024803767092921,0.0024721629649224,0.0024701149492016,8.213744369699964e-06,2.0480157208002496e-06,0.006174462018104705,0.0015395408855443098,0.2493400851815237,monotonic,converged
0.00075,-0.475,k0p000750000_wqm0p475000000,orbital__p_r_emit__cos3,orbital,0.0024756057585046,0.0024674051904842,0.0024653604596447,8.200568020400121e-06,2.0447308394996866e-06,0.006164557050939026,0.0015370715641348039,0.2493401474645558,monotonic,converged
0.001,-0.58,k0p001000000_wqm0p580000000,orbital__p_r_emit__cos3,orbital,0.0023862905214848,0.0023783539135824,0.0023763749924889,7.936607902399914e-06,1.978921093499786e-06,0.005966132112259537,0.0014876008527505453,0.24934091715698709,monotonic,converged
0.00125,-0.7125,k0p001250000_wqm0p712500000,orbital__p_r_emit__cos3,orbital,0.0015318839162299,0.0015266838384252,0.001525387224785,5.200077804700092e-06,1.2966136401998743e-06,0.003909019011445429,0.000974694525812598,0.24934504615064212,monotonic,converged
0.00125,-0.58,k0p001250000_wqm0p580000000,orbital__p_r_emit__cos3,orbital,0.0023566039134799,0.0023487565872412,0.0023467999258824,7.847326238699746e-06,1.9566613588001963e-06,0.005899017016315782,0.0014708676942482284,0.24934115127656567,monotonic,converged
0.00125,-0.45,k0p001250000_wqm0p450000000,orbital__p_r_emit__cos3,orbital,0.0024752770486569,0.0024670762116508,0.0024650314134673,8.20083700609972e-06,2.0447981835002883e-06,0.006164759253723875,0.0015371221881809328,0.24934018100583916,monotonic,converged
0.0015,-0.7125,k0p001500000_wqm0p712500000,orbital__p_r_emit__cos3,orbital,0.0012390565542733,0.0012348341737912,0.0012337813404299,4.22238048210016e-06,1.0528333612999739e-06,0.0031740612733077303,0.0007914392399063251,0.24934592364738944,monotonic,converged
0.0015,-0.61,k0p001500000_wqm0p610000000,orbital__p_r_emit__cos3,orbital,0.0022315685176439,0.0022241056403942,0.0022222448317716,7.462877249700146e-06,1.8608086226000985e-06,0.005610017800655569,0.0013988129708041711,0.24934198437671806,monotonic,converged
0.0015,-0.5,k0p001500000_wqm0p500000000,orbital__p_r_emit__cos3,orbital,0.0024438844767307,0.0024357750323519,0.0024337530196014,8.109444378799884e-06,2.0220127505002697e-06,0.006096057297515046,0.0015199938500817251,0.2493404795754339,monotonic,converged
0.00175,-0.7125,k0p001750000_wqm0p712500000,orbital__p_r_emit__cos3,orbital,0.0009074605311967,0.0009043557002079,0.0009035815203497,3.104830988799991e-06,7.741798581999918e-07,0.002333973417008143,0.0005819689430890028,0.24934686010049464,monotonic,converged
0.00175,-0.45,k0p001750000_wqm0p450000000,orbital__p_r_emit__cos3,orbital,0.0024691417896829,0.0024609576221061,0.0024589169795672,8.184167576800148e-06,2.0406425388997187e-06,0.006152228457360967,0.0015339982938165533,0.24934026823746572,monotonic,converged
0.002,-0.7125,k0p002000000_wqm0p712500000,orbital__p_r_emit__cos3,orbital,0.0005347643411592,0.0005329229286649,0.0005324637755584,1.8414124943000407e-06,4.5915310649998885e-07,0.001384232451604087,0.00034515603225213656,0.24934831707793018,monotonic,converged
0.002,-0.69,k0p002000000_wqm0p690000000,orbital__p_r_emit__cos3,orbital,0.0011592997241183,0.0011553458513517,0.0011543599685046,3.9538727665999925e-06,9.85882847099901e-07,0.0029722178001848377,0.000741110986625656,0.24934612348380641,monotonic,converged
0.002,-0.45,k0p002000000_wqm0p450000000,orbital__p_r_emit__cos3,orbital,0.0024659848647423,0.002457809342092,0.0024557708547319,8.175522650299798e-06,2.0384873600999727e-06,0.006145729865741458,0.0015323781959607756,0.24934031098613874,monotonic,converged
0.00225,-0.7125,k0p002250000_wqm0p712500000,orbital__p_r_emit__cos3,orbital,0.0001348648286523,0.0001343853581686,0.0001342657997805,4.794704836999931e-07,1.1955838810000317e-07,0.00036042907560270715,8.987481141883367e-05,0.24935505346938394,monotonic,converged
0.00225,-0.69,k0p002250000_wqm0p690000000,orbital__p_r_emit__cos3,orbital,0.0008955000060125,0.0008924360783713,0.0008916720976131,3.0639276411999466e-06,7.639807582000011e-07,0.0023032254225731717,0.0005743020432277042,0.2493468670496403,monotonic,converged
0.00225,-0.6666666666666666,k0p002250000_wqm0p666666667,orbital__p_r_emit__cos3,orbital,0.00141431155866,0.0014095038619423,0.0014083050849924,4.8076967176999275e-06,1.1987769499000305e-06,0.0036140570538706947,0.0009011484180883417,0.24934537685928387,monotonic,converged
0.00225,-0.55,k0p002250000_wqm0p550000000,orbital__p_r_emit__cos3,orbital,0.0023238519152339,0.0023161030260336,0.0023141709069607,7.748889200299893e-06,1.9321190729000397e-06,0.005825019613010083,0.001452418689104242,0.2493414246812645,monotonic,converged
0.00225,-0.475,k0p002250000_wqm0p475000000,orbital__p_r_emit__cos3,orbital,0.0024445706839936,0.0024364575733855,0.0024344346462047,8.113110608100067e-06,2.02292718079998e-06,0.006098813287054621,0.0015206812485323749,0.24934051543440133,monotonic,converged
0.00225,-0.45,k0p002250000_wqm0p450000000,orbital__p_r_emit__cos3,orbital,0.002462768322373,0.0024546016519479,0.0024525653714452,8.166670425099973e-06,2.0362805027000254e-06,0.006139075442884855,0.0015307192501034376,0.24934035496786905,monotonic,converged
0.0025,-0.7125,k0p002500000_wqm0p712500000,orbital__p_r_emit__cos3,orbital,-3.47227498501216e-05,-3.460180050778206e-05,-3.457164168895404e-05,1.2094934233954123e-07,3.015881882802092e-08,9.092042395976343e-05,2.2671083123970947e-05,0.24935082940224707,monotonic,converged
0.0025,-0.69,k0p002500000_wqm0p690000000,orbital__p_r_emit__cos3,orbital,0.0006071249474941,0.0006050382709449,0.0006045179625255,2.086676549200011e-06,5.203084193999927e-07,0.0015686031263200731,0.0003911278983963194,0.24934790185832506,monotonic,converged
0.0025,-0.6666666666666666,k0p002500000_wqm0p666666667,orbital__p_r_emit__cos3,orbital,0.0012320825474348,0.0012278846613566,0.0012268379356756,4.197886078200017e-06,1.046725680999873e-06,0.0031556482621729475,0.0007868479550629817,0.24934589969832893,monotonic,converged
0.0025,-0.58,k0p002500000_wqm0p580000000,orbital__p_r_emit__cos3,orbital,0.0021841561785895,0.0021768410351171,0.0021750170605141,7.315143472400119e-06,1.8239746030000552e-06,0.005498962896135394,0.0013711239845443151,0.24934228698068228,monotonic,converged
0.0025,-0.45,k0p002500000_wqm0p450000000,orbital__p_r_emit__cos3,orbital,0.0024594921004015,0.0024513344897687,0.0024493004678861,8.157610632799923e-06,2.034021882600049e-06,0.006132264987028091,0.0015290213930247492,0.24934039808442232,monotonic,converged
0.0,-0.7125,k0p000000000_wqm0p712500000,orbital__p_r_emit__sin3,orbital,-0.0040478302266652,-0.0040614642506254,-0.0040648694804117,1.3634023960199491e-05,3.4052297862999584e-06,0.0023143252404563795,0.0005780251866208812,0.24975970382922325,monotonic,converged
0.0,-0.69,k0p000000000_wqm0p690000000,orbital__p_r_emit__sin3,orbital,-0.0040478302266652,-0.0040614642506254,-0.0040648694804117,1.3634023960199491e-05,3.4052297862999584e-06,0.0023143252404563795,0.0005780251866208812,0.24975970382922325,monotonic,converged
0.0,-0.6666666666666666,k0p000000000_wqm0p666666667,orbital__p_r_emit__sin3,orbital,-0.0040478302266652,-0.0040614642506254,-0.0040648694804117,1.3634023960199491e-05,3.4052297862999584e-06,0.0023143252404563795,0.0005780251866208812,0.24975970382922325,monotonic,converged
0.0,-0.58,k0p000000000_wqm0p580000000,orbital__p_r_emit__sin3,orbital,-0.0040478302266652,-0.0040614642506254,-0.0040648694804117,1.3634023960199491e-05,3.4052297862999584e-06,0.0023143252404563795,0.0005780251866208812,0.24975970382922325,monotonic,converged
0.0,-0.45,k0p000000000_wqm0p450000000,orbital__p_r_emit__sin3,orbital,-0.0040478302266652,-0.0040614642506254,-0.0040648694804117,1.3634023960199491e-05,3.4052297862999584e-06,0.0023143252404563795,0.0005780251866208812,0.24975970382922325,monotonic,converged
0.00025,-0.58,k0p000250000_wqm0p580000000,orbital__p_r_emit__sin3,orbital,-0.003856043339033,-0.0038690406317153,-0.0038722868374319,1.2997292682300106e-05,3.2462057165997225e-06,0.002206242456376467,0.0005510314377891558,0.24976014589718754,monotonic,converged
0.0005,-0.7125,k0p000500000_wqm0p712500000,orbital__p_r_emit__sin3,orbital,-0.0022039671334365,-0.0022114339280846,-0.0022132988595681,7.4667946481001696e-06,1.8649314835000007e-06,0.0012674608296016215,0.00031656523536890274,0.2497633283613215,monotonic,converged
0.0005,-0.61,k0p000500000_wqm0p610000000,orbital__p_r_emit__sin3,orbital,-0.0034908280134428,-0.0035026092880419,-0.0035055517902259,1.1781274599100174e-05,2.942502183999815e-06,0.001999827875397558,0.0004994788841803643,0.24976093709118335,monotonic,converged
0.0005,-0.55,k0p000500000_wqm0p550000000,orbital__p_r_emit__sin3,orbital,-0.0037814385339166,-0.00379418807939,-0.0037973724100537,1.2749545473400223e-05,3.184330663699806e-06,0.002164188282166168,0.000540528375956576,0.24976032834608694,monotonic,converged
0.0005,-0.5,k0p000500000_wqm0p500000000,orbital__p_r_emit__sin3,orbital,-0.003908409511742,-0.0039215812334156,-0.0039248710032677,1.3171721673599542e-05,3.289769852100541e-06,0.0022358511337860175,0.0005584262889836766,0.24976004911296604,monotonic,converged
0.0005,-0.475,k0p000500000_wqm0p475000000,orbital__p_r_emit__sin3,orbital,-0.0039483590119657,-0.003961663433383,-0.0039649863451274,1.3304421417299934e-05,3.322911744399644e-06,0.0022583764254493176,0.0005640520028659617,0.2497599587516683,monotonic,converged
0.00075,-0.475,k0p000750000_wqm0p475000000,orbital__p_r_emit__sin3,orbital,-0.003898241681283,-0.0039113799031424,-0.0039146613065625,1.3138221859399987e-05,3.2814034201002207e-06,0.0022301646639823155,0.000557006118034335,0.24976008589415616,monotonic,converged
0.001,-0.58,k0p001000000_wqm0p580000000,orbital__p_r_emit__sin3,orbital,-0.0032606737679672,-0.0032716873701773,-0.0032744381434972,1.1013602210099751e-05,2.7507733199000177e-06,0.0018695183210465083,0.0004669336172213572,0.2497614556459547,monotonic,converged
0.00125,-0.7125,k0p001250000_wqm0p712500000,orbital__p_r_emit__sin3,orbital,0.0008357275217985,0.0008385789508877,0.0008392911471131,2.8514290892000475e-06,7.121962253999045e-07,0.0004840195625129778,0.00012089268035705012,0.24976816996690848,monotonic,converged
0.00125,-0.58,k0p001250000_wqm0p580000000,orbital__p_r_emit__sin3,orbital,-0.0030559015982002,-0.0030662306251363,-0.0030688104223894,1.0329026936099946e-05,2.5797972530998588e-06,0.00175331419523339,0.0004379110609999015,0.24976188648356296,monotonic,converged
0.00125,-0.45,k0p001250000_wqm0p450000000,orbital__p_r_emit__sin3,orbital,-0.0038712587759245,-0.0038843078455938,-0.0038875669834769,1.3049069669300063e-05,3.259137883100151e-06,0.0022150314087971603,0.0005532266253165575,0.2497601718510073,monotonic,converged
0.0015,-0.7125,k0p001500000_wqm0p712500000,orbital__p_r_emit__sin3,orbital,0.0018048049922315,0.0018109760392638,0.0018125173792122,6.171047032300057e-06,1.5413399484000279e-06,0.001047512454766618,0.00026163676674760105,0.24976959992890274,monotonic,converged
0.0015,-0.61,k0p001500000_wqm0p610000000,orbital__p_r_emit__sin3,orbital,-0.002302155644899,-0.0023099548757392,-0.0023119028376247,7.799230840199994e-06,1.947961885500043e-06,0.0013238906461006802,0.0003306593396212416,0.2497633324890909,monotonic,converged
0.0015,-0.5,k0p001500000_wqm0p500000000,orbital__p_r_emit__sin3,orbital,-0.0036238435416261,-0.0036360696608903,-0.0036391232654227,1.2226119264199808e-05,3.0536045324000907e-06,0.002075338615258938,0.0005183380977131659,0.24976073489987727,monotonic,converged
0.00175,-0.7125,k0p001750000_wqm0p712500000,orbital__p_r_emit__sin3,orbital,0.0026402901021158,0.0026493358711957,0.0026515952419465,9.045769079899652e-06,2.2593707507999675e-06,0.0015354859109874505,0.00038351984501344065,0.24977099579298917,monotonic,converged
0.00175,-0.45,k0p001750000_wqm0p450000000,orbital__p_r_emit__sin3,orbital,-0.0037997172158492,-0.0038125289528337,-0.0038157288168523,1.2811736984500062e-05,3.1998640186003263e-06,0.002174745061610054,0.0005431651056132191,0.24976035821462744,monotonic,converged
0.002,-0.7125,k0p002000000_wqm0p712500000,orbital__p_r_emit__sin3,orbital,0.0031756680953873,0.0031865736650088,0.0031892975777642,1.0905569621499998e-05,2.7239127553999563e-06,0.00185118018790855,0.0004623741355469177,0.24977262535923345,monotonic,converged
0.002,-0.69,k0p002000000_wqm0p690000000,orbital__p_r_emit__sin3,orbital,0.0020387098426598,0.0020456857690047,0.0020474281467924,6.9759263448998694e-06,1.7423777876998843e-06,0.0011841377470580708,0.0002957621978849293,0.24977009526107516,monotonic,converged
0.002,-0.45,k0p002000000_wqm0p450000000,orbital__p_r_emit__sin3,orbital,-0.0037637545688028,-0.0037764469336517,-0.00377961698442,1.2692364848900135e-05,3.1700507682999764e-06,0.002154482082226083,0.0005381044164233247,0.24976045095131968,monotonic,converged
0.00225,-0.7125,k0p002250000_wqm0p712500000,orbital__p_r_emit__sin3,orbital,0.0029850685320294,0.0029953689439213,0.0029979417370637,1.0300411891899907e-05,2.5727931424000122e-06,0.0017484568971061277,0.00043672213906262715,0.249775753571876,monotonic,converged
0.00225,-0.69,k0p002250000_wqm0p690000000,orbital__p_r_emit__sin3,orbital,0.0026665427433212,0.0026756813916003,0.0026779639627848,9.138648279099788e-06,2.2825711845000235e-06,0.0015512518122099907,0.0003874580329950898,0.24977120409812628,monotonic,converged
0.00225,-0.6666666666666666,k0p002250000_wqm0p666666667,orbital__p_r_emit__sin3,orbital,0.0012729080860241,0.0012772570441734,0.0012783432793093,4.348958149299857e-06,1.086235135900086e-06,0.0007382195926891897,0.00018438440473793558,0.24976904780630274,monotonic,converged
0.00225,-0.55,k0p002250000_wqm0p550000000,orbital__p_r_emit__sin3,orbital,-0.0027994039710026,-0.0028088747635373,-0.0028112402120904,9.470792534699898e-06,2.3654485530998776e-06,0.0016076320735658378,0.0004015261603926335,0.24976247177130587,monotonic,converged
0.00225,-0.475,k0p002250000_wqm0p475000000,orbital__p_r_emit__sin3,orbital,-0.0035923398023388,-0.0036044617243935,-0.0036074893058771,1.2121922054699873e-05,3.0275814836000503e-06,0.0020576515235657756,0.0005139207812373132,0.24976084402606813,monotonic,converged
0.00225,-0.45,k0p002250000_wqm0p450000000,orbital__p_r_emit__sin3,orbital,-0.0037276653039326,-0.003740237830306,-0.0037433779513325,1.2572526373400353e-05,3.14012102650002e-06,0.002134139943365495,0.0005330239532313729,0.24976054400200443,monotonic,converged
0.0025,-0.7125,k0p002500000_wqm0p712500000,orbital__p_r_emit__sin3,orbital,0.0003855864923879,0.0003869473690044,0.0003872873027521,1.360876616500039e-06,3.3993374770000797e-07,0.00023100378229545327,5.7702498886729844e-05,0.24979027751557978,monotonic,converged
0.0025,-0.69,k0p002500000_wqm0p690000000,orbital__p_r_emit__sin3,orbital,0.003107724455699,0.003118394112242,0.0031210590984479,1.066965654300013e-05,2.6649862058998088e-06,0.0018111348136507495,0.0004523715712827429,0.24977244536031323,monotonic,converged
0.0025,-0.6666666666666666,k0p002500000_wqm0p666666667,orbital__p_r_emit__sin3,orbital,0.0018433140783206,0.0018496200080475,0.0018511950396558,6.3059297268999205e-06,1.5750316083001491e-06,0.001070408294287254,0.00026735580165082134,0.2497699271181786,monotonic,converged
0.0025,-0.58,k0p002500000_wqm0p580000000,orbital__p_r_emit__sin3,orbital,-0.0019907501643934,-0.0019975013961031,-0.0019991876107056,6.751231709700191e-06,1.686214602500142e-06,0.0011459966621402368,0.00028622870451044003,0.24976399492812304,monotonic,converged
0.0025,-0.45,k0p002500000_wqm0p450000000,orbital__p_r_emit__sin3,orbital,-0.003691450407136,-0.0037039026319472,-0.0037070127075441,1.2452224811200074e-05,3.1100755969000124e-06,0.0021137191972468734,0.0005279238524623968,0.2497606366777666,monotonic,converged
0.0,-0.7125,k0p000000000_wqm0p712500000,photon_geometry__impact_parameter__mean,photon_geometry,9.621616729147956,9.621539116309409,9.621519723160318,7.761283854712531e-05,1.939314909016332e-05,0.00011102704300186953,2.7742368895164967e-05,0.2498703752264917,monotonic,converged
0.0,-0.69,k0p000000000_wqm0p690000000,photon_geometry__impact_parameter__mean,photon_geometry,9.621616729147956,9.621539116309409,9.621519723160318,7.761283854712531e-05,1.939314909016332e-05,0.00011102704300186953,2.7742368895164967e-05,0.2498703752264917,monotonic,converged
0.0,-0.6666666666666666,k0p000000000_wqm0p666666667,photon_geometry__impact_parameter__mean,photon_geometry,9.621616729147956,9.621539116309409,9.621519723160318,7.761283854712531e-05,1.939314909016332e-05,0.00011102704300186953,2.7742368895164967e-05,0.2498703752264917,monotonic,converged
0.0,-0.58,k0p000000000_wqm0p580000000,photon_geometry__impact_parameter__mean,photon_geometry,9.621616729147956,9.621539116309352,9.621519723160318,7.761283860396873e-05,1.93931490333199e-05,0.00011102704308318541,2.7742368813849083e-05,0.24987037431109024,monotonic,converged
0.0,-0.45,k0p000000000_wqm0p450000000,photon_geometry__impact_parameter__mean,photon_geometry,9.621616729147956,9.621539116309409,9.621519723160318,7.761283854712531e-05,1.939314909016332e-05,0.00011102704300186953,2.7742368895164967e-05,0.2498703752264917,monotonic,converged
0.00025,-0.58,k0p000250000_wqm0p580000000,photon_geometry__impact_parameter__mean,photon_geometry,9.637001201547571,9.636924577315764,9.636905431382925,7.662423180754274e-05,1.914593283913746e-05,0.00010961281714642776,2.738872006789339e-05,0.2498678601728281,monotonic,converged
0.0005,-0.7125,k0p000500000_wqm0p712500000,photon_geometry__impact_parameter__mean,photon_geometry,9.75399364866892,9.753925652884051,9.753908664526415,6.799578486926805e-05,1.6988357636193996e-05,9.72696150784671e-05,2.4302256548181755e-05,0.249844275918818,monotonic,converged
0.0005,-0.61,k0p000500000_wqm0p610000000,photon_geometry__impact_parameter__mean,photon_geometry,9.664157715126857,9.664082973829789,9.664064298750148,7.474129706785959e-05,1.8675079640928516e-05,0.00010691923345298277,2.67151531778824e-05,0.2498629321882509,monotonic,converged
0.0005,-0.55,k0p000500000_wqm0p550000000,photon_geometry__impact_parameter__mean,photon_geometry,9.644832061820695,9.64475581147702,9.64473675903875,7.625034367464423e-05,1.9052438270605876e-05,0.00010907796112793532,2.725497382596855e-05,0.24986691669091382,monotonic,converged
0.0005,-0.5,k0p000500000_wqm0p500000000,photon_geometry__impact_parameter__mean,photon_geometry,9.635941246303933,9.635864341571368,9.635845125496791,7.690473256438679e-05,1.9216074576888786e-05,0.00011001408026442688,2.74890595204804e-05,0.24986855731928528,monotonic,converged
0.0005,-0.475,k0p000500000_wqm0p475000000,photon_geometry__impact_parameter__mean,photon_geometry,9.63295190200208,9.63287479309294,9.6328555259606,7.710890914047752e-05,1.926713233935118e-05,0.00011030615979557088,2.7562098884773838e-05,0.24986908197923263,monotonic,converged
0.00075,-0.475,k0p000750000_wqm0p475000000,photon_geometry__impact_parameter__mean,photon_geometry,9.638676891276743,9.638600034946398,9.638580830972824,7.685633034526518e-05,1.920397357402237e-05,0.00010994483971912021,2.747174874315585e-05,0.2498684687097535,monotonic,converged
0.001,-0.58,k0p001000000_wqm0p580000000,photon_geometry__impact_parameter__mean,photon_geometry,9.686473967787222,9.686400373215443,9.686381984891442,7.359457177891215e-05,1.8388324001250567e-05,0.00010527881518777536,2.6304942298683324e-05,0.24985978662246353,monotonic,converged
0.00125,-0.7125,k0p001250000_wqm0p712500000,photon_geometry__impact_parameter__mean,photon_geometry,10.086064287371842,10.086013980453624,10.086001414588196,5.030691821872324e-05,1.2565865427305312e-05,7.196526343989253e-05,1.797577446295845e-05,0.2497840430747862,monotonic,converged
0.00125,-0.58,k0p001250000_wqm0p580000000,photon_geometry__impact_parameter__mean,photon_geometry,9.70415692833888,9.704084366560126,9.704066236494471,7.256177875447634e-05,1.8130065654986538e-05,0.00010380137978298158,2.593549748706446e-05,0.24985696280037917,monotonic,converged
0.00125,-0.45,k0p001250000_wqm0p450000000,photon_geometry__impact_parameter__mean,photon_geometry,9.644309897617914,9.644233174623867,9.64421400400141,7.672299404681837e-05,1.9170622456599062e-05,0.0001097540989187773,2.7424039162915854e-05,0.24986801798820116,monotonic,converged
0.0015,-0.7125,k0p001500000_wqm0p712500000,photon_geometry__impact_parameter__mean,photon_geometry,10.257836505380716,10.257793897049584,10.25778325564183,4.260833113178819e-05,1.0641407754974352e-05,6.095224838265064e-05,1.5222791209918015e-05,0.24974946148583765,monotonic,converged
0.0015,-0.61,k0p001500000_wqm0p610000000,photon_geometry__impact_parameter__mean,photon_geometry,9.7641043649174,9.764035668196469,9.764018504589258,6.869672093223755e-05,1.7163607211045928e-05,9.827232107223931e-05,2.4552955304307398e-05,0.2498460913145492,monotonic,converged
0.0015,-0.5,k0p001500000_wqm0p500000000,photon_geometry__impact_parameter__mean,photon_geometry,9.665484358390811,9.66540888212513,9.665390023269664,7.547626568182864e-05,1.8858855465708757e-05,0.0001079706238342097,2.6978048940781096e-05,0.24986471303718913,monotonic,converged
0.00175,-0.7125,k0p001750000_wqm0p712500000,photon_geometry__impact_parameter__mean,photon_geometry,10.48253040434254,10.48249727549003,10.4824890034798,3.312885251105513e-05,8.272010228793647e-06,4.739162490641501e-05,1.1833310732818108e-05,0.2496920237739375,monotonic,converged
0.00175,-0.45,k0p001750000_wqm0p450000000,photon_geometry__impact_parameter__mean,photon_geometry,9.653527468763892,9.653451102654138,9.653432021279713,7.636610975403357e-05,1.9081374425411468e-05,0.00010924356730489166,2.729636769538564e-05,0.24986704818237268,monotonic,converged
0.002,-0.7125,k0p002000000_wqm0p712500000,photon_geometry__impact_parameter__mean,photon_geometry,10.790392753811652,10.790371955598946,10.790366765257836,2.079821270584148e-05,5.190341109795327e-06,2.9752346385983582e-05,7.424908512290989e-06,0.24955707412000572,monotonic,converged
0.002,-0.69,k0p002000000_wqm0p690000000,photon_geometry__impact_parameter__mean,photon_geometry,10.320661182181064,10.320620681481373,10.320610566891675,4.0500699691747855e-05,1.0114589697352017e-05,5.793723062391518e-05,1.4469165234722152e-05,0.24973864092063813,monotonic,converged
0.002,-0.45,k0p002000000_wqm0p450000000,photon_geometry__impact_parameter__mean,photon_geometry,9.658166806698745,9.658090619235889,9.658071582538463,7.618746285587008e-05,1.9036697425534044e-05,0.00010898800859558733,2.7232456166321106e-05,0.24986653593580466,monotonic,converged
0.00225,-0.7125,k0p002250000_wqm0p712500000,photon_geometry__impact_parameter__mean,photon_geometry,11.24799212632669,11.247987736407616,11.24798664597815,4.389919073588544e-06,1.0904294658331537e-06,6.279885427229942e-06,1.5598857284423771e-06,0.24839397892175288,monotonic,converged
0.00225,-0.69,k0p002250000_wqm0p690000000,photon_geometry__impact_parameter__mean,photon_geometry,10.505342207398211,10.505309332687732,10.505301124189076,3.287471047919155e-05,8.208498655903895e-06,4.7028068582119934e-05,1.1742455891449752e-05,0.24969037099504085,monotonic,converged
0.00225,-0.6666666666666666,k0p002250000_wqm0p666666667,photon_geometry__impact_parameter__mean,photon_geometry,10.175725063029482,10.175677702386414,10.17566587304126,4.7360643067762e-05,1.182934515497891e-05,6.775054556583239e-05,1.6922164396916604e-05,0.24977163291583446,monotonic,converged
0.00225,-0.55,k0p002250000_wqm0p550000000,photon_geometry__impact_parameter__mean,photon_geometry,9.73487216563172,9.734800840467344,9.734783019633088,7.132516437557967e-05,1.7820834255388718e-05,0.00010203237300017819,2.549313448960974e-05,0.24985339201672024,monotonic,converged
