Index,point_id,k,wq,target,model,feature_set,protocol,direction,seed,fold,prediction_161,prediction_321,absolute_shift,normalized_shift,error_161,error_321,local_condition_number,training_distance,most_changed_feature,most_changed_feature_class,exact_rank_loss,scored,model_path,maximum_standardized_input,maximum_hidden_activation,iteration_count,reached_iteration_limit,numerical_overflow,already_catastrophic_at_161,materially_worsened_at_321,failure_class
3036,k0.00175000_wq-0.71250000,0.00175,-0.7125,k,mlp,ringdown_plus_all_shooting,directional_extrapolation,high_wq_to_low_wq,2026,high_wq_to_low_wq,0.0836795154685877,0.0836751209865828,4.394482004954625e-06,0.0017577928019818,32.77180618743512,32.770048394633136,9.052083861393026,0.2761904761904762,timing__arrival_time_relative__sin3,marginal,False,True,artifacts\journal_phase_convergence\ml_run\models\bdf47ebf0deed862_k.joblib,1123.818103551123,279.29538792421204,123,False,False,True,False,extrapolation instability
3037,k0.00200000_wq-0.71250000,0.002,-0.7125,k,mlp,ringdown_plus_all_shooting,directional_extrapolation,high_wq_to_low_wq,2026,high_wq_to_low_wq,0.1847953745409422,0.1847828537974821,1.2520743460142649e-05,0.005008297384057,73.11814981637691,73.11314151899285,12.42609469715119,0.2937365812055454,timing__arrival_time_relative__sin3,marginal,False,True,artifacts\journal_phase_convergence\ml_run\models\bdf47ebf0deed862_k.joblib,2581.411887026685,618.5087866249627,123,False,False,True,False,extrapolation instability
3038,k0.00200000_wq-0.69000000,0.002,-0.69,k,mlp,ringdown_plus_all_shooting,directional_extrapolation,high_wq_to_low_wq,2026,high_wq_to_low_wq,0.0433369487367639,0.0433340822459958,2.8664907680900358e-06,0.001146596307236,16.534779494705575,16.533632898398338,19.90730436560246,0.2151306094871714,orbital__r_emit__sin3,marginal,False,True,artifacts\journal_phase_convergence\ml_run\models\bdf47ebf0deed862_k.joblib,535.407172344008,139.17737386294112,123,False,False,True,False,extrapolation instability
3039,k0.00225000_wq-0.71250000,0.00225,-0.7125,k,mlp,ringdown_plus_all_shooting,directional_extrapolation,high_wq_to_low_wq,2026,high_wq_to_low_wq,0.3926540976239277,0.3926462057362954,7.891887632283101e-06,0.0031567550529132,156.1616390495711,156.1584822945182,10.954918373402244,0.2761904761904762,timing__arrival_time_relative__sin3,marginal,False,True,artifacts\journal_phase_convergence\ml_run\models\bdf47ebf0deed862_k.joblib,5616.839325856593,1321.6268440313672,123,False,False,True,False,extrapolation instability
3040,k0.00225000_wq-0.69000000,0.00225,-0.69,k,mlp,ringdown_plus_all_shooting,directional_extrapolation,high_wq_to_low_wq,2026,high_wq_to_low_wq,0.0867965099405687,0.0867919683522635,4.541588305220778e-06,0.0018166353220883,33.81860397622749,33.81678734090541,31.5456840859821,0.1904761904761902,timing__arrival_time_relative__sin3,marginal,False,True,artifacts\journal_phase_convergence\ml_run\models\bdf47ebf0deed862_k.joblib,1167.2303748554723,287.158725222688,123,False,False,True,False,extrapolation instability
3041,k0.00225000_wq-0.66666667,0.00225,-0.6666666666666666,k,mlp,ringdown_plus_all_shooting,directional_extrapolation,high_wq_to_low_wq,2026,high_wq_to_low_wq,0.0178033497565414,0.017801406516271,1.943240270398105e-06,0.0007772961081592,6.221339902616565,6.220562606508405,13.284657099605427,0.1015873015873013,orbital__r_emit__sin3,marginal,False,True,artifacts\journal_phase_convergence\ml_run\models\bdf47ebf0deed862_k.joblib,173.14356740931032,51.564700664558174,123,False,False,True,False,optimization failure
3042,k0.00250000_wq-0.71250000,0.0025,-0.7125,k,mlp,ringdown_plus_all_shooting,directional_extrapolation,high_wq_to_low_wq,2026,high_wq_to_low_wq,0.9512993717486976,0.9512989881109531,3.836377444610406e-07,0.0001534550977844,379.5197486994791,379.5195952443813,32.85044481247183,0.2761904761904762,timing__arrival_time_relative__sin3,marginal,False,True,artifacts\journal_phase_convergence\ml_run\models\bdf47ebf0deed862_k.joblib,13845.386433902107,3232.335986851257,123,False,False,True,False,extrapolation instability
3043,k0.00250000_wq-0.69000000,0.0025,-0.69,k,mlp,ringdown_plus_all_shooting,directional_extrapolation,high_wq_to_low_wq,2026,high_wq_to_low_wq,0.1616395949331286,0.1616364303753918,3.1645577368011324e-06,0.0012658230947204,63.65583797325144,63.65457215015672,31.29248743396553,0.1904761904761902,timing__arrival_time_relative__sin3,marginal,False,True,artifacts\journal_phase_convergence\ml_run\models\bdf47ebf0deed862_k.joblib,2243.824960799348,537.6154132231046,123,False,False,True,False,extrapolation instability
3044,k0.00250000_wq-0.66666667,0.0025,-0.6666666666666666,k,mlp,ringdown_plus_all_shooting,directional_extrapolation,high_wq_to_low_wq,2026,high_wq_to_low_wq,0.0349846131339778,0.0349814496728655,3.163461112287713e-06,0.001265384444915,12.993845253591129,12.992579869146214,17.319421381438314,0.1015873015873013,orbital__r_emit__sin3,marginal,False,True,artifacts\journal_phase_convergence\ml_run\models\bdf47ebf0deed862_k.joblib,414.5232281779004,108.839859670607,123,False,False,True,False,optimization failure
3050,k0.00150000_wq-0.71250000,0.0015,-0.7125,wq,mlp,ringdown_plus_all_shooting,directional_extrapolation,high_wq_to_low_wq,2026,high_wq_to_low_wq,2.5008469342040742,2.5001053994398093,0.0007415347642649,0.002824894340057,12.241321654110758,12.2384967597707,6.374430154834679,0.2761904761904762,orbital__r_emit__sin3,marginal,False,True,artifacts\journal_phase_convergence\ml_run\models\bdf47ebf0deed862_wq.joblib,392.4316896373407,112.22497200969838,219,False,False,True,False,extrapolation instability
