M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.00075,-0.525,10.391858303496722,10.296216264630335,4.673862973696686,0.5828568040865222,direct
