M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.002,-0.55,10.408477987409233,10.17530457711553,5.991645539631847,0.5664321757567998,direct
