M,scaled_k,f_at_10M,fp_times_M_at_10M,E,L_over_M,fixed_coordinate_f_at_10
0.8,0.0011954406247375463,0.7936904265551981,0.01949523412441585,0.9513617944407807,3.7123661758254967,0.8336904265551981
1.0,0.001,0.7936904265551982,0.019495234124415846,0.9513617944407807,3.7123661758254967,0.7936904265551982
1.2,0.0008642810744472068,0.7936904265551981,0.019495234124415846,0.9513617944407806,3.712366175825494,0.7536904265551981
