parameter_point,k,wq,phase,quantity,reference_value,production_value,absolute_difference,relative_difference,expected_numerical_tolerance,status,source_function,notes
H,0.001,-0.45,7.853981633974483,alpha_launch,1.10390159485992,-2.0376910587072645,3.1415926535671845,1.5417413940856415,1e-07,WARNING,archived CSV versus independent_reference,raw launch angles have equivalent periodic parameterizations
H,0.001,-0.45,7.853981633974483,beta_launch,-1.337536078423072,-1.8040565751628344,0.46652049673976226,0.2585952697728751,1e-07,WARNING,archived CSV versus independent_reference,raw launch angles have equivalent periodic parameterizations
H,0.001,-0.45,7.853981633974483,x_hit,-2.0337898032352086e-12,-5.439027284115382e-10,5.41868938608303e-10,0.9962607471943101,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,y_hit,-4.367284311967978e-12,-1.9079099411456468e-10,1.864237098025967e-10,0.9771095887820285,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,z_hit,-80.0,-80.0,0.0,0.0,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,hit_error,4.817621116827799e-12,5.763951608130826e-10,5.715775396962548e-10,0.9916418085293571,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,impact_parameter,9.278530957203719,9.278530957197445,6.274092356761685e-12,6.761945814159912e-13,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,impact_parameter_drift,3.183231456205249e-12,3.1867841698840493e-12,3.552713678800501e-15,0.0011148272017837235,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,alpha_sky,-0.0517647164480044,-0.0517647164478081,1.963013085415355e-13,3.792183595532922e-12,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,beta_sky,-0.10269442074568459,-0.1026944207456952,1.0602629885170245e-14,1.0324445873671956e-13,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,propagation_time,89.11846984483246,89.11846984487971,4.725109192804666e-11,5.302053772948781e-13,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,euclidean_distance,82.76178798140512,82.76178798140337,1.7479351299698465e-12,2.1120074524762222e-14,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,excess_time_delay,6.35668186342734,6.356681863476339,4.899902705801651e-11,7.708271093375113e-12,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,one_plus_z,0.8992626867224498,0.8992626867245382,2.088440531622382e-12,2.32239206902856e-12,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,redshift,-0.1007373132775502,-0.1007373132754617,2.0884960427736132e-12,2.0732099902440467e-11,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,null_constraint_error,3.0715152643523425e-12,3.0717893506615468e-12,2.740863092043355e-16,8.92269221342628e-05,1e-07,PASS,archived CSV versus independent_reference,
H,0.001,-0.45,7.853981633974483,launch_direction_difference,0.0,6.512956228350954e-12,6.512956228350954e-12,6.512956228350954e-12,1e-07,PASS,angle-to-unit-vector comparison,invariant to equivalent angle branches
