M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.0005,-0.61,10.394413964872417,10.246234791972523,5.070181987537794,0.5761794979391512,direct
