M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.0015,-0.61,10.414130406206949,10.05670778260522,6.945383483297405,0.5511026905515405,direct
