M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.00225,-0.5,10.402346539532127,10.24799836773951,5.314503314244391,0.5768484426268193,direct
