M,k,wq,impact_parameter_proxy,screen_coordinate_proxy,propagation_time_delay_proxy,redshift_curve_proxy,branch_label
1.0,0.00025,-0.55,10.38756705420274,10.31896570457836,4.39362309704326,0.5858414520399726,direct
